Impact Detail for  Output ,,,,,
Sector,Description,Direct,Indirect,Induced,Total
0,Total,-67539.668226169102,-8772.5396137441912,-5193.6995094852591,-81505.907349398549
1,"11 Ag, Forestry, Fish & Hunting",0,-1.0176351898025118,-8.3838860507287905,-9.4015212405313004
20,21 Mining,0,-11.274615769996816,-13.157786991629827,-24.432402761626641
41,22 Utilities,0,-314.15281561011545,-201.84504015494085,-515.99785576505622
52,23 Construction,0,-23.827544919046204,-16.866837609006865,-40.694382528053069
65,31-33 Manufacturing,0,-48.870358817907366,-5.7065383351708912,-54.576897153078264
395,42 Wholesale Trade,-67539.668226169102,-36.384077157272259,-13.418019111695028,-67589.470322438065
396,44-45 Retail trade,0,-23.097127271828313,-384.04358751481345,-407.14071478664187
408,48-49 Transportation & Warehousing,0,-1096.7273693518637,-128.21147893081957,-1224.9388482826832
417,51-56 Professional Services,0,-5099.8309484872416,-3049.2761443001486,-8149.1070927873889
472,"61-81 Education, Health, Recreation Service",0,-631.1303258397046,-926.97018022233362,-1558.1005060620385
518,92 Government & non NAICs,0,-1486.2267953294127,-445.82001026397114,-1932.0468055933836
