Impact Detail for  Output ,,,,,
Sector,Description,Direct,Indirect,Induced,Total
0,Total,-2312678.4941835301,-107104.93206710865,-132192.18408720303,-2551975.6103378423
1,"11 Ag, Forestry, Fish & Hunting",0,-10.93692075035559,-267.98107291262789,-278.91799366298352
20,21 Mining,0,-8.5976376452501189,-202.89881647678462,-211.49645412203475
41,22 Utilities,0,-158.66205116408972,-437.10992530724383,-595.77197647133357
52,23 Construction,0,-184.19855687516622,-251.27118363674046,-435.46974051190671
65,31-33 Manufacturing,0,-494.99269884476502,-229.22639421326238,-724.2190930580274
395,42 Wholesale Trade,-2312678.4941835301,-3770.0984964324161,-2031.7456002611232,-2318480.3382802238
396,44-45 Retail trade,0,-150.40319587106882,-4315.2267339266282,-4465.6299297976984
408,48-49 Transportation & Warehousing,0,-12937.338293742065,-3901.7787620330596,-16839.117055775125
417,51-56 Professional Services,0,-84540.95175620087,-105235.38965447915,-189776.34141068003
472,"61-81 Education, Health, Recreation Service",0,-3058.3729064333097,-15017.357399276545,-18075.730305709854
518,92 Government & non NAICs,0,-1790.3795531492769,-302.19854467987687,-2092.5780978291536
