Impact Detail for  Output ,,,,,
Sector,Description,Direct,Indirect,Induced,Total
0,Total,-715001.53614826896,-99119.375956112533,-69648.292019453103,-883769.20412383461
1,"11 Ag, Forestry, Fish & Hunting",0,-10.372118242628616,-193.63917873414243,-204.01129697677104
20,21 Mining,0,-46.589198821941686,-102.2018526914228,-148.79105151336449
41,22 Utilities,0,-4859.0921331140853,-3087.860379147698,-7946.9525122617824
52,23 Construction,0,-224.69140663582402,-239.65779063708953,-464.34919727291356
65,31-33 Manufacturing,0,-1316.509118583971,-740.91486403832073,-2057.4239826222915
395,42 Wholesale Trade,-715001.53614826896,-3461.3862494208151,-1383.3689925854662,-719846.29139027523
396,44-45 Retail trade,0,-307.91718382552966,-5381.0249551159623,-5688.9421389414929
408,48-49 Transportation & Warehousing,0,-11235.569946691649,-1291.5533342930135,-12527.123280984662
417,51-56 Professional Services,0,-68354.759837423466,-42536.036814976527,-110890.79665239998
472,"61-81 Education, Health, Recreation Service",0,-3461.5120040601314,-12390.757777027531,-15852.26978108766
518,92 Government & non NAICs,0,-5840.9767592924927,-2301.2760802059256,-8142.2528394984183
