Impact Detail for  Output ,,,,,
Sector,Description,Direct,Indirect,Induced,Total
0,Total,-589430.13857196597,-61885.556574664333,-48789.929170675707,-700105.62431730586
1,"11 Ag, Forestry, Fish & Hunting",0,-6.2833640113581541,-182.54122938964179,-188.82459340099993
20,21 Mining,0,-58.012330737022417,-65.877844651729461,-123.8901753887519
41,22 Utilities,0,-1375.3797590301053,-1210.9566108936183,-2586.3363699237234
52,23 Construction,0,-177.02511503769463,-137.98983784511637,-315.01495288281103
65,31-33 Manufacturing,0,-1713.0898152735231,-451.15352707476387,-2164.2433423482862
395,42 Wholesale Trade,-589430.13857196597,-3047.6276159622939,-1314.07283685624,-593791.83902478451
396,44-45 Retail trade,0,-138.79293219714543,-2534.5893623204888,-2673.3822945176344
408,48-49 Transportation & Warehousing,0,-3501.7616664857537,-855.48837732755726,-4357.2500438133111
417,51-56 Professional Services,0,-42130.798545800659,-31249.948875028833,-73380.747420829473
472,"61-81 Education, Health, Recreation Service",0,-2236.5938951226694,-8459.6442244079644,-10696.238119530635
518,92 Government & non NAICs,0,-7500.1915350061081,-2327.6664448797496,-9827.8579798858573
