Impact Detail for  Output ,,,,,
Sector,Description,Direct,Indirect,Induced,Total
0,Total,-4308943.9080132497,-141373.4356468964,-260999.38214664982,-4711316.7258067969
1,"11 Ag, Forestry, Fish & Hunting",0,-3.0737595502333788,-118.36354054037102,-121.43730009060441
20,21 Mining,0,-63.562215798212101,-97.173595026664813,-160.73581082487692
41,22 Utilities,0,-6078.8264480342596,-4417.1039800363442,-10495.930428070604
52,23 Construction,0,-53.022479748403875,-58.340723835560873,-111.36320358396475
65,31-33 Manufacturing,0,-10291.688737156088,-14848.399997428089,-25140.088734584217
395,42 Wholesale Trade,-4308943.9080132497,-9184.8642848953605,-5356.4628260657455,-4323485.2351242108
396,44-45 Retail trade,0,-72.073276569856375,-1415.7603687768888,-1487.833645346745
408,48-49 Transportation & Warehousing,0,-14637.026274697162,-6198.24861798662,-20835.274892683785
417,51-56 Professional Services,0,-99926.4121047472,-222938.11806671892,-322864.53017146606
472,"61-81 Education, Health, Recreation Service",0,-923.75251820004212,-5545.3820763145104,-6469.1345945145522
518,92 Government & non NAICs,0,-139.13354749955948,-6.0283539201113125,-145.16190141967078
