Impact Detail for  Output ,,,,,
Sector,Description,Direct,Indirect,Induced,Total
0,Total,-471147.26614988002,-33556.190574565757,-27561.695938588677,-532265.1526630345
1,"11 Ag, Forestry, Fish & Hunting",0,-21.535642159825024,-400.87512039634697,-422.41076255617202
20,21 Mining,0,-64.575116805785015,-57.457625450096671,-122.0327422558817
41,22 Utilities,0,-4828.8182160273927,-2798.2126445128001,-7627.0308605401933
52,23 Construction,0,-27.818756823636729,-29.363363288855346,-57.182120112492079
65,31-33 Manufacturing,0,-4881.8128631490745,-323.30409505839191,-5205.1169582074663
395,42 Wholesale Trade,-471147.26614988002,-825.0657725026249,-279.44834147793614,-472251.78026386059
396,44-45 Retail trade,0,-123.4893092855996,-1360.3981953188384,-1483.8875046044377
408,48-49 Transportation & Warehousing,0,-3547.9954341974649,-770.40221757429686,-4318.397651771762
417,51-56 Professional Services,0,-16902.733279925669,-17468.531541895009,-34371.264821820681
472,"61-81 Education, Health, Recreation Service",0,-1073.1156468180666,-3997.8024192189,-5070.9180660369684
518,92 Government & non NAICs,0,-1259.2305368706177,-75.900374397205752,-1335.1309112678234
