Impact Detail for  Output ,,,,,
Sector,Description,Direct,Indirect,Induced,Total
0,Total,-2706637.3864013799,-74578.817579903582,-126085.28486163249,-2907301.4888429162
1,"11 Ag, Forestry, Fish & Hunting",0,-5.6398267261211528,-209.92644988463789,-215.56627661075905
20,21 Mining,0,-124.99664457484033,-191.13580997338539,-316.13245454822572
41,22 Utilities,0,-1268.1983615669831,-2893.1429051921805,-4161.3412667591638
52,23 Construction,0,-113.4181899216177,-117.20814892179951,-230.62633884341722
65,31-33 Manufacturing,0,-1697.6529073649344,-625.27278120697395,-2322.9256885719087
395,42 Wholesale Trade,-2706637.3864013799,-5033.7612468297593,-2064.6776742792977,-2713735.8253224888
396,44-45 Retail trade,0,-276.25135102585159,-4905.8394553008311,-5182.0908063266834
408,48-49 Transportation & Warehousing,0,-13497.20627546634,-1994.2835126362054,-15491.489788102545
417,51-56 Professional Services,0,-49037.845830108723,-100353.00853573905,-149390.8543658478
472,"61-81 Education, Health, Recreation Service",0,-2223.0083653086208,-12691.047148039856,-14914.055513348478
518,92 Government & non NAICs,0,-1300.8385810097882,-39.742440458269307,-1340.5810214680575
