Impact Detail for  Output ,,,,,
Sector,Description,Direct,Indirect,Induced,Total
0,Total,-1702604.6283235601,-92565.078433724702,-103083.50087159271,-1898253.2076288774
1,"11 Ag, Forestry, Fish & Hunting",0,-23.65646603142384,-1018.9995773645055,-1042.6560433959294
20,21 Mining,0,-19.289557944232602,-62.212335475448953,-81.501893419681537
41,22 Utilities,0,-8119.6655637365211,-5132.8296077260684,-13252.49517146259
52,23 Construction,0,-74.949139873142556,-100.45843818815698,-175.40757806129955
65,31-33 Manufacturing,0,-6827.3681924734155,-1465.572122917278,-8292.9403153906933
395,42 Wholesale Trade,-1702604.6283235601,-5702.1348986772355,-2567.0684935099798,-1710873.8317157473
396,44-45 Retail trade,0,-303.57109705943697,-4925.5584284919387,-5229.129525551376
408,48-49 Transportation & Warehousing,0,-14839.689833797489,-1762.5910874735776,-16602.280921271067
417,51-56 Professional Services,0,-51566.611479379877,-73915.717984498333,-125482.32946387824
472,"61-81 Education, Health, Recreation Service",0,-2617.9847993338985,-12047.641973274727,-14665.626772608624
518,92 Government & non NAICs,0,-2470.157405418031,-84.850822672705632,-2555.0082280907368
