Montcalm,,"Copyright 2019 Minnesota IMPLAN Group, Inc.",,,,
,,,,,,
Model Information,,,,,,
Model Year,,2014,,Value Added,,
GRP,,1656285811,,Employee Compensation,,910416483
Total Personal Income,,1762055000,,Proprietor Income,,93034571
Total Employment,,20908,,Other Property Type Income,,536934132
,,,,Tax on Production and Import,,115900624
Number of Industries,,186,,,,
Land Area (Sq. Miles),,708,,Total Value Added,,1656285811
Area Count,,1,,,,
,,,,Final Demand,,
Population,,62893,,Households,,1981325221
Total Households,,24196,,State/Local Government,,313303976
Average Household Income,,72824,,Federal Government,,24341896
,,,,Capital,,340418465
Trade Flows Method,,Trade Flows Model,,Exports,,1883820673
Model Status,,Multipliers,,Imports,,-2803320365
,,,,Institutional Sales,,-83604054
Economic Indicators,,,,,,
Shannon-Weaver Index,,0.68981,,Total Final Demand:,,1656285811
,,,,,,
Top Ten Industries,,,,,,
Sector,Description,,,Employment,Labor Income,Output
482,Hospitals,,,1571,91436900,197330000
329,Household refrigerator and home freezer manufacturing,,,1166,169471000,783992400
533,"* Employment and payroll of local govt, non-education",,,979,52050490,58637890
534,"* Employment and payroll of local govt, education",,,823,50763670,57140040
405,Retail - General merchandise stores,,,752,20282270,56056670
502,Limited-service restaurants,,,671,10041890,48260110
531,"* Employment and payroll of state govt, non-education",,,579,43096160,48925780
400,Retail - Food and beverage stores,,,434,8778704,24441530
395,Wholesale trade,,,422,22224530,81369450
402,Retail - Gasoline stores,,,414,7710707,25146770
,,,,,,
Areas In the Model,,,,,,
Michigan                 ,Montcalm County          ,,,,,
