Osceola,,"Copyright 2019 Minnesota IMPLAN Group, Inc.",,,,
,,,,,,
Model Information,,,,,,
Model Year,,2014,,Value Added,,
GRP,,546087288,,Employee Compensation,,328922078
Total Personal Income,,654037500,,Proprietor Income,,27775099
Total Employment,,7844,,Other Property Type Income,,153226684
,,,,Tax on Production and Import,,36163428
Number of Industries,,159,,,,
Land Area (Sq. Miles),,566,,Total Value Added,,546087288
Area Count,,1,,,,
,,,,Final Demand,,
Population,,23169,,Households,,728088509
Total Households,,9163,,State/Local Government,,112163378
Average Household Income,,71377,,Federal Government,,9008633
,,,,Capital,,339804739
Trade Flows Method,,Trade Flows Model,,Exports,,571638979
Model Status,,Multipliers,,Imports,,-1177235438
,,,,Institutional Sales,,-37381511
Economic Indicators,,,,,,
Shannon-Weaver Index,,0.68202,,Total Final Demand:,,546087288
,,,,,,
Top Ten Industries,,,,,,
Sector,Description,,,Employment,Labor Income,Output
534,"* Employment and payroll of local govt, education",,,391,26863530,30237820
482,Hospitals,,,334,17288970,39620550
10,All other crop farming,,,327,3459421,9119296
533,"* Employment and payroll of local govt, non-education",,,311,13180730,14848850
484,"Residential mental retardation, mental health, substance abuse and other facilities",,,300,9703921,11425510
240,Metal window and door manufacturing,,,240,14892590,54380750
195,Other plastics product manufacturing,,,236,14583780,62657980
11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",,,212,1786538,11914650
84,Fluid milk manufacturing,,,196,13607610,153624800
58,Construction of other new nonresidential structures,,,190,14237620,33970490
,,,,,,
Areas In the Model,,,,,,
Michigan                 ,Osceola County           ,,,,,
