Grand Traverse,,"Copyright 2019 Minnesota IMPLAN Group, Inc.",,,,
,,,,,,
Model Information,,,,,,
Model Year,,2014,,Value Added,,
GRP,,4560526033,,Employee Compensation,,2561546573
Total Personal Income,,3884008000,,Proprietor Income,,535097128
Total Employment,,68458,,Other Property Type Income,,1028214971
,,,,Tax on Production and Import,,435667361
Number of Industries,,251,,,,
Land Area (Sq. Miles),,465,,Total Value Added,,4560526033
Area Count,,1,,,,
,,,,Final Demand,,
Population,,90782,,Households,,3578049617
Total Households,,37556,,State/Local Government,,711875386
Average Household Income,,103419,,Federal Government,,167704100
,,,,Capital,,1216239162
Trade Flows Method,,Trade Flows Model,,Exports,,3346322597
Model Status,,Multipliers,,Imports,,-4253056993
,,,,Institutional Sales,,-206607818
Economic Indicators,,,,,,
Shannon-Weaver Index,,0.73558,,Total Final Demand:,,4560526051
,,,,,,
Top Ten Industries,,,,,,
Sector,Description,,,Employment,Labor Income,Output
482,Hospitals,,,3498,228818100,466272200
501,Full-service restaurants,,,2877,60608540,124334500
440,Real estate,,,2777,22492230,338182000
534,"* Employment and payroll of local govt, education",,,2541,159836900,179913800
533,"* Employment and payroll of local govt, non-education",,,2015,98603340,111082400
475,Offices of physicians,,,1831,212974100,290831000
502,Limited-service restaurants,,,1802,32139270,138410900
395,Wholesale trade,,,1667,91892520,329617100
405,Retail - General merchandise stores,,,1631,43427710,120894600
438,"Insurance agencies, brokerages, and related activities",,,1192,88410180,248104600
,,,,,,
Areas In the Model,,,,,,
Michigan                 ,Grand Traverse County    ,,,,,
