Impact Detail for  Employment ,,,,,
Sector,Description,Direct,Indirect,Induced,Total
0,Total,-5.2576560974121094,-0.29111406564711145,-0.12620073276930013,-5.6749708958285208
1,"11 Ag, Forestry, Fish & Hunting",0,-0.00011635944056749422,-0.0017444551247537783,-0.0018608145653212728
20,21 Mining,0,-0.00014403322494413673,-0.00010451716237380196,-0.00024855038731793868
41,22 Utilities,0,-0.0062337004799015499,-0.003705271869408043,-0.0099389723493095907
52,23 Construction,0,-0.00072835532424221085,-0.00041806389525991751,-0.0011464192195021284
65,31-33 Manufacturing,0,-0.012935824428942144,-0.0022554733921167709,-0.015191297821058913
395,42 Wholesale Trade,-5.2576560974121094,-0.010934480702984424,-0.0049606106523072558,-5.2735511887674011
396,44-45 Retail trade,0,-0.0014522377127476403,-0.021353521286845711,-0.022805758999593351
408,48-49 Transportation & Warehousing,0,-0.035529604919601061,-0.0060825927362438944,-0.041612197655844951
417,51-56 Professional Services,0,-0.2105304035908899,-0.030177605887262017,-0.24070800947815185
472,"61-81 Educational, Health, Recreation Service",0,-0.0092595453941380357,-0.05527743941866551,-0.064536984812803538
518,92 Government & non NAICs,0,-0.0032495204281528796,-0.00012118134406343984,-0.0033707017722163194
