Impact Detail for  Output ,,,,,
Sector,Description,Direct,Indirect,Induced,Total
0,Total,-2643056.9224334401,-56938.348746830554,-141867.22727195095,-2841862.498452222
1,"11 Ag, Forestry, Fish & Hunting",0,-1.2530810018920935,-54.424947465444113,-55.678028467336198
20,21 Mining,0,-21.733674254166232,-47.582157564722458,-69.315831818888682
41,22 Utilities,0,-4.9493211097765997,-18.719378024932745,-23.668699134709346
52,23 Construction,0,-31.764397979500696,-41.521055021030243,-73.285453000530936
65,31-33 Manufacturing,0,-336.43753615962862,-364.55132605535829,-700.98886221498663
395,42 Wholesale Trade,-2643056.9224334401,-3741.2235614033416,-2505.5264866909138,-2649303.6724815345
396,44-45 Retail trade,0,-61.306854494999357,-1312.5755417043006,-1373.8823961992998
408,48-49 Transportation & Warehousing,0,-6511.735122609296,-2287.7083201249611,-8799.4434427342585
417,51-56 Professional Services,0,-45593.22193314624,-131604.8928958711,-177198.11482901734
472,"61-81 Educational, Health, Recreation Service",0,-538.89071206632264,-3624.8102131944265,-4163.7009252607468
518,92 Government & non NAICs,0,-95.832552605393317,-4.9149502337351088,-100.74750283912843
