Impact Detail for  Output ,,,,,
Sector,Description,Direct,Indirect,Induced,Total
0,Total,-617188.35539791803,-36916.363923393357,-33068.808699736059,-687173.52802104736
1,"11 Ag, Forestry, Fish & Hunting",0,-13.77215618094904,-310.84766516868098,-324.61982134962994
20,21 Mining,0,-540.08210125599965,-452.63164879320487,-992.71375004920458
41,22 Utilities,0,-397.71884537470027,-806.06679071807037,-1203.7856360927706
52,23 Construction,0,-27.994470011680811,-13.104350384886139,-41.09882039656695
65,31-33 Manufacturing,0,-529.60922579949329,-389.22725294441074,-918.83647874390442
395,42 Wholesale Trade,-617188.35539791803,-4196.0321780083468,-1522.5508767994427,-622906.93845272576
396,44-45 Retail trade,0,-104.96758706480253,-1206.738078483055,-1311.7056655478575
408,48-49 Transportation & Warehousing,0,-6518.8548046785208,-1155.7762971025525,-7674.6311017810722
417,51-56 Professional Services,0,-23663.555501937342,-24809.712242328576,-48473.267744265919
472,"61-81 Educational, Health, Recreation Service",0,-451.54392974833053,-2386.5686878484753,-2838.1126175968066
518,92 Government & non NAICs,0,-472.23312333319063,-15.584809164705874,-487.81793249789649
