Impact Detail for  Employment ,,,,,
Sector,Description,Direct,Indirect,Induced,Total
0,Total,-13.19851016998291,-0.31873064421886727,-0.22953758706774569,-13.746778401269523
1,"11 Ag, Forestry, Fish & Hunting",0,-0.00031375558734452028,-0.0016664259078012723,-0.0019801814951457926
20,21 Mining,0,-0.00020769786651814729,-0.00018381404207257654,-0.00039151190859072386
41,22 Utilities,0,-0.010973678741292986,-0.0072337259997749806,-0.018207404741067964
52,23 Construction,0,-0.00046523360714687467,-0.00035694555496564099,-0.00082217916211251561
65,31-33 Manufacturing,0,-0.0052480761701234465,-0.002727681130198775,-0.0079757573003222202
395,42 Wholesale Trade,-13.19851016998291,-0.03948567143266813,-0.017940169147757215,-13.255936010563335
396,44-45 Retail trade,0,-0.0020083685427452935,-0.032491946619980706,-0.034500315162725996
408,48-49 Transportation & Warehousing,0,-0.075222076416677941,-0.02554314655462691,-0.10076522297130487
417,51-56 Professional Services,0,-0.15428950854023618,-0.063806041439984945,-0.21809554998022121
472,"61-72 Educational, Health, Recreation Service",0,-0.011951810324571141,-0.064165965433921196,-0.076117775758492337
518,92 Government & non NAICs,0,-0.018564766989542649,-0.01342172523666146,-0.031986492226204109
