Impact Detail for  Output ,,,,,
Sector,Description,Direct,Indirect,Induced,Total
0,Total,-147956.25184906399,-20169.886128287842,-17556.986856312717,-185683.12483366462
1,"11 Ag, Forestry, Fish & Hunting",0,-5.0846582770398321,-21.475459327094807,-26.560117604134636
20,21 Mining,0,-1.1773117110544211,-4.0601095303194308,-5.2374212413738519
41,22 Utilities,0,-1592.3317087271566,-1322.4050900324658,-2914.7367987596226
52,23 Construction,0,-124.23856327216073,-63.23379856486455,-187.47236183702529
65,31-33 Manufacturing,0,-386.42039319014793,-71.062974725847909,-457.48336791599576
395,42 Wholesale Trade,-147956.25184906399,-351.97913192509441,-161.29775187925458,-148469.52873286835
396,44-45 Retail trade,0,-103.90714390924505,-1787.2347506338194,-1891.1418945430646
408,48-49 Transportation & Warehousing,0,-1710.7897616985915,-223.36599460538068,-1934.1557563039721
417,51-56 Professional Services,0,-13910.387236640601,-9205.3904227777912,-23115.777659418396
472,"61-81 Educational, Health, Recreation Service",0,-1039.9974782033578,-4651.4135071436403,-5691.4109853469981
518,92 Government & non NAICs,0,-943.57274073339454,-46.046997092239728,-989.61973782563427
