Impact Detail for  Output ,,,,,
Sector,Description,Direct,Indirect,Induced,Total
0,Total,-338968.98836592102,-34441.569831212066,-15303.555920145889,-388714.11411727889
1,"11 Ag, Forestry, Fish & Hunting",0,-11.388287105410628,-130.67815124104004,-142.06643834645067
20,21 Mining,0,-41.080540703812623,-23.402979834838547,-64.483520538651163
41,22 Utilities,0,-2327.0104191751725,-846.58674552693083,-3173.5971647021033
52,23 Construction,0,-45.648476918928367,-10.494801739354307,-56.143278658282675
65,31-33 Manufacturing,0,-1376.2266867922792,-187.0996715205261,-1563.3263583128055
395,42 Wholesale Trade,-338968.98836592102,-515.97297339967918,-127.74055835766156,-339612.70189767837
396,44-45 Retail trade,0,-58.752471689929251,-612.6171772723153,-671.36964896224458
408,48-49 Transportation & Warehousing,0,-2522.6020327834394,-260.89997505084204,-2783.5020078342814
417,51-56 Professional Services,0,-26370.606132807676,-11239.566842970266,-37610.172975777939
472,"61-81 Educational, Health, Recreation Service",0,-873.89478551448894,-1858.1934169373394,-2732.0882024518287
518,92 Government & non NAICs,0,-298.38702432124802,-6.2755996947748205,-304.66262401602285
