county,year,table,sector,description,direct,indirect,induced,total
Midland,2001,Output,0,Total,-609674.24144934304,-42930.012131482697,-32697.295934345741,-685301.54951517156
Midland,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-2.255307473510872,-80.814182529349765,-83.069490002860661
Midland,2001,Output,20,21 Mining,0,-190.69268651421081,-142.48443920786224,-333.17712572207313
Midland,2001,Output,41,22 Utilities,0,-6654.5748895399065,-3931.1049477404026,-10585.67983728031
Midland,2001,Output,52,23 Construction,0,-53.080267908128178,-32.796605907682114,-85.876873815810285
Midland,2001,Output,65,31-33 Manufacturing,0,-1465.510600398535,-392.26884605762382,-1857.7794464561589
Midland,2001,Output,395,42 Wholesale Trade,-609674.24144934304,-1267.954923668527,-575.22902750002584,-611517.42540051159
Midland,2001,Output,396,44-45 Retail trade,0,-40.239450723438736,-689.10548842258549,-729.34493914602433
Midland,2001,Output,408,48-49 Transportation & Warehousing,0,-3465.1427933179675,-625.84034594017373,-4090.9831392581409
Midland,2001,Output,417,51-56 Professional Services,0,-29140.099961100834,-23393.145677850553,-52533.245638951383
Midland,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-424.41173249916045,-2826.0765186731587,-3250.488251172319
Midland,2001,Output,518,92 Government & non NAICs,0,-226.04951833848031,-8.4298545163235659,-234.47937285480387
Missaukee,2001,Output,0,Total,-117616.857608999,-1865.3845237915391,-3689.5767974779496,-123171.81893026849
Missaukee,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-9.4965969491367854,-71.720355184019468,-81.216952133156269
Missaukee,2001,Output,20,21 Mining,0,-1.6197552705696476,-3.2679396567250554,-4.887694927294703
Missaukee,2001,Output,41,22 Utilities,0,0,0,0
Missaukee,2001,Output,52,23 Construction,0,-0.90406568827675349,-0.3753362474771918,-1.2794019357539452
Missaukee,2001,Output,65,31-33 Manufacturing,0,-32.967797344153169,-73.779008399755625,-106.74680574390884
Missaukee,2001,Output,395,42 Wholesale Trade,-117616.857608999,-124.73101202126418,-41.870830741682177,-117783.45945176194
Missaukee,2001,Output,396,44-45 Retail trade,0,-0.25179968089800081,-7.6118462145451256,-7.8636458954431276
Missaukee,2001,Output,408,48-49 Transportation & Warehousing,0,-790.64512874013053,-176.13135380074587,-966.77648254087626
Missaukee,2001,Output,417,51-56 Professional Services,0,-890.13807524787546,-3284.2298059747031,-4174.3678812225771
Missaukee,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-7.4775489866526614,-30.388811155537994,-37.866360142190651
Missaukee,2001,Output,518,92 Government & non NAICs,0,-7.1527438625819704,-0.20151010275785805,-7.3542539653398284
Monroe,2001,Output,0,Total,-1426725.48960719,-39482.681910214073,-76616.95643393838,-1542825.1279513426
Monroe,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-3.4709741796724289,-159.67846129458491,-163.14943547425733
Monroe,2001,Output,20,21 Mining,0,-3.8789980124759045,-76.688823780995577,-80.567821793471509
Monroe,2001,Output,41,22 Utilities,0,-498.18942629078248,-1581.6665494751853,-2079.8559757659677
Monroe,2001,Output,52,23 Construction,0,-130.39708234917168,-97.439554652972816,-227.83663700214447
Monroe,2001,Output,65,31-33 Manufacturing,0,-454.52744432141526,-164.87617747930386,-619.40362180071929
Monroe,2001,Output,395,42 Wholesale Trade,-1426725.48960719,-1711.8444505806547,-925.03489778343032,-1429362.3689555542
Monroe,2001,Output,396,44-45 Retail trade,0,-99.968058570180375,-3163.4173847958054,-3263.3854433659858
Monroe,2001,Output,408,48-49 Transportation & Warehousing,0,-5006.9362841828106,-1763.8213841374554,-6770.7576683202651
Monroe,2001,Output,417,51-56 Professional Services,0,-29097.846925918304,-59490.033845999693,-88587.880771918033
Monroe,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-1815.6119525674039,-9071.002501586885,-10886.614454154287
Monroe,2001,Output,518,92 Government & non NAICs,0,-660.01031324120208,-123.29685295205613,-783.30716619325813
Montcalm,2001,Output,0,Total,-383539.67194397701,-32635.559047888804,-26005.434493431359,-442180.66548529721
Montcalm,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-16.217228282704177,-268.77129672262748,-284.98852500533167
Montcalm,2001,Output,20,21 Mining,0,-53.994668586370054,-53.033860186216238,-107.02852877258628
Montcalm,2001,Output,41,22 Utilities,0,-2125.0497025401864,-1673.1580464704312,-3798.2077490106176
Montcalm,2001,Output,52,23 Construction,0,-47.570146992475948,-18.950856801110348,-66.521003793586303
Montcalm,2001,Output,65,31-33 Manufacturing,0,-10878.370983332696,-1551.7803331810871,-12430.151316513782
Montcalm,2001,Output,395,42 Wholesale Trade,-383539.67194397701,-636.03167252690764,-258.10317712006884,-384433.80679362401
Montcalm,2001,Output,396,44-45 Retail trade,0,-173.81993498610876,-1475.3114183198616,-1649.1313533059702
Montcalm,2001,Output,408,48-49 Transportation & Warehousing,0,-1950.2287754386925,-415.75938589595319,-2365.9881613346456
Montcalm,2001,Output,417,51-56 Professional Services,0,-15437.650778351386,-16756.53324178671,-32194.184020138091
Montcalm,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-898.27968803714987,-3485.4506152667691,-4383.7303033039207
Montcalm,2001,Output,518,92 Government & non NAICs,0,-418.34546881412996,-48.582261680526052,-466.92773049465603
Muskegon,2001,Output,0,Total,-3588155.60796306,-152421.86080605874,-179638.97874910044,-3920216.4475182192
Muskegon,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-7.5046668901361997,-161.52648415401592,-169.03115104415213
Muskegon,2001,Output,20,21 Mining,0,-31.789183442864015,-56.377730092380396,-88.166913535244419
Muskegon,2001,Output,41,22 Utilities,0,-24383.649984638316,-16895.461629290661,-41279.111613928981
Muskegon,2001,Output,52,23 Construction,0,-252.8520225421419,-144.62066317740852,-397.47268571955044
Muskegon,2001,Output,65,31-33 Manufacturing,0,-2660.3532541536565,-1272.3584086008409,-3932.7116627544956
Muskegon,2001,Output,395,42 Wholesale Trade,-3588155.60796306,-10308.997429313604,-4269.4691773741788,-3602734.0745697478
Muskegon,2001,Output,396,44-45 Retail trade,0,-333.75249962568586,-6009.5477799785731,-6343.3002796042601
Muskegon,2001,Output,408,48-49 Transportation & Warehousing,0,-16456.468312631772,-2559.3042410541548,-19015.772553685929
Muskegon,2001,Output,417,51-56 Professional Services,0,-93294.076093088137,-132152.74681133998,-225446.82290442809
Muskegon,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-3040.5685255058779,-16063.411391295243,-19103.979916801116
Muskegon,2001,Output,518,92 Government & non NAICs,0,-1651.8488342265512,-54.15443274303955,-1706.0032669695906
Newaygo,2001,Output,0,Total,-338968.98836592102,-34441.569831212066,-15303.555920145889,-388714.11411727889
Newaygo,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-11.388287105410628,-130.67815124104004,-142.06643834645067
Newaygo,2001,Output,20,21 Mining,0,-41.080540703812623,-23.402979834838547,-64.483520538651163
Newaygo,2001,Output,41,22 Utilities,0,-2327.0104191751725,-846.58674552693083,-3173.5971647021033
Newaygo,2001,Output,52,23 Construction,0,-45.648476918928367,-10.494801739354307,-56.143278658282675
Newaygo,2001,Output,65,31-33 Manufacturing,0,-1376.2266867922792,-187.0996715205261,-1563.3263583128055
Newaygo,2001,Output,395,42 Wholesale Trade,-338968.98836592102,-515.97297339967918,-127.74055835766156,-339612.70189767837
Newaygo,2001,Output,396,44-45 Retail trade,0,-58.752471689929251,-612.6171772723153,-671.36964896224458
Newaygo,2001,Output,408,48-49 Transportation & Warehousing,0,-2522.6020327834394,-260.89997505084204,-2783.5020078342814
Newaygo,2001,Output,417,51-56 Professional Services,0,-26370.606132807676,-11239.566842970266,-37610.172975777939
Newaygo,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-873.89478551448894,-1858.1934169373394,-2732.0882024518287
Newaygo,2001,Output,518,92 Government & non NAICs,0,-298.38702432124802,-6.2755996947748205,-304.66262401602285
Oakland,2001,Output,0,Total,-70290221.975918397,-7321590.1688403506,-7845954.0507201012,-85457766.195478827
Oakland,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-34.331835619792436,-1078.1226081929619,-1112.4544438127543
Oakland,2001,Output,20,21 Mining,0,-2359.3262213426642,-4428.9496028063031,-6788.2758241489682
Oakland,2001,Output,41,22 Utilities,0,-133204.7757078876,-133190.46728650096,-266395.24299438857
Oakland,2001,Output,52,23 Construction,0,-16154.76275789427,-19647.241592891838,-35802.004350786112
Oakland,2001,Output,65,31-33 Manufacturing,0,-141686.76704544495,-207604.94650238301,-349291.71354782779
Oakland,2001,Output,395,42 Wholesale Trade,-70290221.975918397,-655416.35426692665,-515215.92852470849,-71460854.258710027
Oakland,2001,Output,396,44-45 Retail trade,0,-8359.0625569167551,-311890.77672180132,-320249.83927871811
Oakland,2001,Output,408,48-49 Transportation & Warehousing,0,-298445.45722001593,-91383.948987793599,-389829.40620780946
Oakland,2001,Output,417,51-56 Professional Services,0,-5773799.4667132851,-5597231.5437162649,-11371031.01042955
Oakland,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-162830.84362514567,-922070.4189505172,-1084901.2625756629
Oakland,2001,Output,518,92 Government & non NAICs,0,-129299.02088987068,-42211.7062262408,-171510.72711611149
Oceana,2001,Output,0,Total,-309631.900590276,-19654.766376132022,-11945.573933559796,-341232.24089996773
Oceana,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-8.8770663246258081,-207.32189700538629,-216.19896333001216
Oceana,2001,Output,20,21 Mining,0,-13.212919000403467,-14.788163403349667,-28.001082403753131
Oceana,2001,Output,41,22 Utilities,0,0,0,0
Oceana,2001,Output,52,23 Construction,0,-22.474582327850829,-6.3986483694670877,-28.873230697317915
Oceana,2001,Output,65,31-33 Manufacturing,0,-163.52250287287154,-59.962498834762094,-223.48500170763356
Oceana,2001,Output,395,42 Wholesale Trade,-309631.900590276,-395.72281911713071,-130.69510969777474,-310158.31851909088
Oceana,2001,Output,396,44-45 Retail trade,0,-41.810888294696881,-540.2053490617327,-582.01623735642954
Oceana,2001,Output,408,48-49 Transportation & Warehousing,0,-1893.6799226345195,-253.43531556987,-2147.1152382043892
Oceana,2001,Output,417,51-56 Professional Services,0,-16500.204366948379,-9670.5234865047314,-26170.727853453111
Oceana,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-405.31671950225575,-1056.6917505982344,-1462.0084701004912
Oceana,2001,Output,518,92 Government & non NAICs,0,-209.94458910929214,-5.5517145144856608,-215.49630362377781
Ogemaw,2001,Output,0,Total,-273503.83939778397,-16896.476610067395,-19393.725592999468,-309794.04160085082
Ogemaw,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-7.4089652757840847,-115.26194266090633,-122.67090793669044
Ogemaw,2001,Output,20,21 Mining,0,-1.6657719708185415,-3.6349235145551058,-5.3006954853736481
Ogemaw,2001,Output,41,22 Utilities,0,0,0,0
Ogemaw,2001,Output,52,23 Construction,0,-37.420917837736361,-17.048316345324753,-54.469234183061118
Ogemaw,2001,Output,65,31-33 Manufacturing,0,-110.64587558482428,-185.46974519413951,-296.11562077896372
Ogemaw,2001,Output,395,42 Wholesale Trade,-273503.83939778397,-548.5330336127663,-287.11910807755902,-274339.49153947429
Ogemaw,2001,Output,396,44-45 Retail trade,0,-77.135280493841236,-1691.9742914180151,-1769.1095719118566
Ogemaw,2001,Output,408,48-49 Transportation & Warehousing,0,-1116.7425870226543,-347.67406998553037,-1464.4166570081848
Ogemaw,2001,Output,417,51-56 Professional Services,0,-14060.950759121673,-13637.34480832627,-27698.295567447953
Ogemaw,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-661.86935021215538,-3095.5006401117148,-3757.3699903238689
Ogemaw,2001,Output,518,92 Government & non NAICs,0,-274.1040689351376,-12.697747365455655,-286.80181630059326
Osceola,2001,Output,0,Total,-177715.055446471,-5478.169476299865,-16014.242246475675,-199207.46716924652
Osceola,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-17.501997237949741,-142.4265722458417,-159.92856948379145
Osceola,2001,Output,20,21 Mining,0,-17.024185760124894,-21.072244544205855,-38.096430304330752
Osceola,2001,Output,41,22 Utilities,0,-724.0633686558815,-940.53108141674647,-1664.594450072628
Osceola,2001,Output,52,23 Construction,0,-31.380359876390159,-23.3552203709217,-54.735580247311859
Osceola,2001,Output,65,31-33 Manufacturing,0,-176.87941946647538,-506.58041803639532,-683.45983750287076
Osceola,2001,Output,395,42 Wholesale Trade,-177715.055446471,-272.25210398941999,-230.21089853172526,-178217.51844899214
Osceola,2001,Output,396,44-45 Retail trade,0,-38.781292589201385,-1419.9002362182714,-1458.6815288074727
Osceola,2001,Output,408,48-49 Transportation & Warehousing,0,-353.63452709800669,-209.80637370333753,-563.44090080134424
Osceola,2001,Output,417,51-56 Professional Services,0,-3275.0883413264692,-9772.1707149597496,-13047.259056286221
Osceola,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-321.43424174241767,-2730.1942476989129,-3051.6284894413307
Osceola,2001,Output,518,92 Government & non NAICs,0,-250.12963855752781,-17.994238749566943,-268.12387730709474
Otsego,2001,Output,0,Total,-617188.35539791803,-36916.363923393357,-33068.808699736059,-687173.52802104736
Otsego,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-13.77215618094904,-310.84766516868098,-324.61982134962994
Otsego,2001,Output,20,21 Mining,0,-540.08210125599965,-452.63164879320487,-992.71375004920458
Otsego,2001,Output,41,22 Utilities,0,-397.71884537470027,-806.06679071807037,-1203.7856360927706
Otsego,2001,Output,52,23 Construction,0,-27.994470011680811,-13.104350384886139,-41.09882039656695
Otsego,2001,Output,65,31-33 Manufacturing,0,-529.60922579949329,-389.22725294441074,-918.83647874390442
Otsego,2001,Output,395,42 Wholesale Trade,-617188.35539791803,-4196.0321780083468,-1522.5508767994427,-622906.93845272576
Otsego,2001,Output,396,44-45 Retail trade,0,-104.96758706480253,-1206.738078483055,-1311.7056655478575
Otsego,2001,Output,408,48-49 Transportation & Warehousing,0,-6518.8548046785208,-1155.7762971025525,-7674.6311017810722
Otsego,2001,Output,417,51-56 Professional Services,0,-23663.555501937342,-24809.712242328576,-48473.267744265919
Otsego,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-451.54392974833053,-2386.5686878484753,-2838.1126175968066
Otsego,2001,Output,518,92 Government & non NAICs,0,-472.23312333319063,-15.584809164705874,-487.81793249789649
Ottawa,2001,Output,0,Total,-4917319.5194990505,-413944.276922989,-471496.95433955896,-5802760.7507615983
Ottawa,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-81.423474542552967,-1895.2966930451075,-1976.7201675876604
Ottawa,2001,Output,20,21 Mining,0,-46.834505257875762,-68.522771429277498,-115.35727668715323
Ottawa,2001,Output,41,22 Utilities,0,-4934.0523624505331,-6614.2464589667961,-11548.298821417329
Ottawa,2001,Output,52,23 Construction,0,-2270.4014466220056,-1512.158759792977,-3782.5602064149825
Ottawa,2001,Output,65,31-33 Manufacturing,0,-15541.835821912786,-8113.6074335723406,-23655.443255485134
Ottawa,2001,Output,395,42 Wholesale Trade,-4917319.5194990505,-17694.150173196569,-10071.153170374208,-4945084.8228426212
Ottawa,2001,Output,396,44-45 Retail trade,0,-1420.0441268163629,-37485.67661800253,-38905.720744818886
Ottawa,2001,Output,408,48-49 Transportation & Warehousing,0,-26892.806545343261,-11178.396390073107,-38071.202935416368
Ottawa,2001,Output,417,51-56 Professional Services,0,-303457.48033675679,-280955.90575194499,-584413.38608870178
Ottawa,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-23097.87182918478,-106633.10439644483,-129730.97622562959
Ottawa,2001,Output,518,92 Government & non NAICs,0,-18507.376300905507,-6968.8858959127847,-25476.262196818294
Presque Isle,2001,Output,0,Total,-132609.55838416101,-7333.3931670764141,-10671.103731693132,-150614.05528293055
Presque Isle,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-0.97547727941310791,-57.829196720761026,-58.804674000174138
Presque Isle,2001,Output,20,21 Mining,0,-4.9947246742677081,-17.967308304521818,-22.96203297878953
Presque Isle,2001,Output,41,22 Utilities,0,-1185.0545219865978,-1168.9715261035688,-2354.0260480901666
Presque Isle,2001,Output,52,23 Construction,0,-12.999918670057854,-6.6803588467839194,-19.680277516841773
Presque Isle,2001,Output,65,31-33 Manufacturing,0,-171.20920511170903,-34.693643133449783,-205.90284824515879
Presque Isle,2001,Output,395,42 Wholesale Trade,-132609.55838416101,-96.003752716409508,-51.410198762652414,-132756.97233564008
Presque Isle,2001,Output,396,44-45 Retail trade,0,-26.547551855139723,-642.45000866921146,-668.99756052435112
Presque Isle,2001,Output,408,48-49 Transportation & Warehousing,0,-1026.8044501956094,-118.68531999645742,-1145.4897701920668
Presque Isle,2001,Output,417,51-56 Professional Services,0,-4190.7888114969437,-6563.6169234248473,-10754.405734921791
Presque Isle,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-396.89065998060971,-1998.7488797229985,-2395.6395397036085
Presque Isle,2001,Output,518,92 Government & non NAICs,0,-221.12409310965646,-10.050368007879245,-231.17446111753571
Roscommon,2001,Output,0,Total,-181807.75574021199,-6192.2375414770177,-7979.28537276524,-195979.27865445428
Roscommon,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-0.38344612032320968,-17.413285846754839,-17.796731967078049
Roscommon,2001,Output,20,21 Mining,0,-12.164674510137131,-11.085609085968347,-23.250283596105476
Roscommon,2001,Output,41,22 Utilities,0,0,0,0
Roscommon,2001,Output,52,23 Construction,0,-16.110541449180186,-5.3603710985937383,-21.470912547773924
Roscommon,2001,Output,65,31-33 Manufacturing,0,-137.46826331998454,-30.021193327231018,-167.48945664721558
Roscommon,2001,Output,395,42 Wholesale Trade,-181807.75574021199,-316.88346823188476,-119.2038720943542,-182243.84308053824
Roscommon,2001,Output,396,44-45 Retail trade,0,-35.723350484357582,-598.82766451787734,-634.55101500223498
Roscommon,2001,Output,408,48-49 Transportation & Warehousing,0,-1008.9353260532677,-182.54065430827598,-1191.4759803615436
Roscommon,2001,Output,417,51-56 Professional Services,0,-4318.3702359299014,-6058.5664176513746,-10376.936653581272
Roscommon,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-263.65673760969304,-953.73560870096708,-1217.3923463106598
Roscommon,2001,Output,518,92 Government & non NAICs,0,-82.541497768288636,-2.5306961338425613,-85.072193902131204
Saginaw,2001,Output,0,Total,-3327959.06433617,-220415.8165779938,-203502.32214914207,-3751877.2030633059
Saginaw,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-25.245732554395861,-274.23582707554755,-299.48155962994343
Saginaw,2001,Output,20,21 Mining,0,-36.831582221960105,-31.095559553158328,-67.927141775118429
Saginaw,2001,Output,41,22 Utilities,0,-25837.21565644128,-14995.464217982797,-40832.679874424073
Saginaw,2001,Output,52,23 Construction,0,-338.25777778716974,-183.19338729039151,-521.45116507756131
Saginaw,2001,Output,65,31-33 Manufacturing,0,-2990.2604854374154,-1521.4710927190088,-4511.7315781564248
Saginaw,2001,Output,395,42 Wholesale Trade,-3327959.06433617,-16484.660511171445,-6803.7440513177489,-3351247.4688986591
Saginaw,2001,Output,396,44-45 Retail trade,0,-331.02308903177629,-6371.0123260197524,-6702.0354150515286
Saginaw,2001,Output,408,48-49 Transportation & Warehousing,0,-31789.978324414442,-5535.9003981217993,-37325.878722536239
Saginaw,2001,Output,417,51-56 Professional Services,0,-134055.87338316109,-146587.54859969023,-280643.4219828514
Saginaw,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-3963.8398828559293,-20789.227426121644,-24753.067308977577
Saginaw,2001,Output,518,92 Government & non NAICs,0,-4562.6301529168923,-409.42926325001247,-4972.0594161669051
Saginaw,2001,Output,0,Total,-3327959.06433617,-220415.8165779938,-203502.32214914207,-3751877.2030633059
Saginaw,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-25.245732554395861,-274.23582707554755,-299.48155962994343
Saginaw,2001,Output,20,21 Mining,0,-36.831582221960105,-31.095559553158328,-67.927141775118429
Saginaw,2001,Output,41,22 Utilities,0,-25837.21565644128,-14995.464217982797,-40832.679874424073
Saginaw,2001,Output,52,23 Construction,0,-338.25777778716974,-183.19338729039151,-521.45116507756131
Saginaw,2001,Output,65,31-33 Manufacturing,0,-2990.2604854374154,-1521.4710927190088,-4511.7315781564248
Saginaw,2001,Output,395,42 Wholesale Trade,-3327959.06433617,-16484.660511171445,-6803.7440513177489,-3351247.4688986591
Saginaw,2001,Output,396,44-45 Retail trade,0,-331.02308903177629,-6371.0123260197524,-6702.0354150515286
Saginaw,2001,Output,408,48-49 Transportation & Warehousing,0,-31789.978324414442,-5535.9003981217993,-37325.878722536239
Saginaw,2001,Output,417,51-56 Professional Services,0,-134055.87338316109,-146587.54859969023,-280643.4219828514
Saginaw,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-3963.8398828559293,-20789.227426121644,-24753.067308977577
Saginaw,2001,Output,518,92 Government & non NAICs,0,-4562.6301529168923,-409.42926325001247,-4972.0594161669051
Sanilac,2001,Output,0,Total,-344579.70278502,-16541.981990244174,-19351.241694726981,-380472.92646999122
Sanilac,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-20.259615396273151,-136.64895223160261,-156.90856762787578
Sanilac,2001,Output,20,21 Mining,0,-5.7834517527009783,-9.1278754591469173,-14.911327211847897
Sanilac,2001,Output,41,22 Utilities,0,-361.38629591581224,-255.62624404065531,-617.01253995646755
Sanilac,2001,Output,52,23 Construction,0,-35.022282747596918,-12.491627599336646,-47.513910346933571
Sanilac,2001,Output,65,31-33 Manufacturing,0,-335.61574855425624,-54.713955201055263,-390.32970375531141
Sanilac,2001,Output,395,42 Wholesale Trade,-344579.70278502,-376.55379002453992,-138.85881885138485,-345095.11539389595
Sanilac,2001,Output,396,44-45 Retail trade,0,-42.98834717826341,-857.95176146842641,-900.94010864668996
Sanilac,2001,Output,408,48-49 Transportation & Warehousing,0,-2160.5647107539235,-317.01689647724373,-2477.5816072311673
Sanilac,2001,Output,417,51-56 Professional Services,0,-12045.484150692639,-14156.53942680012,-26202.023577492761
Sanilac,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-767.72711966501072,-3346.2258331231178,-4113.9529527881277
Sanilac,2001,Output,518,92 Government & non NAICs,0,-390.59647756315934,-66.040303474891971,-456.63678103805131
Sanilac,2001,Output,0,Total,-344579.70278502,-16541.981990244174,-19351.241694726981,-380472.92646999122
Sanilac,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-20.259615396273151,-136.64895223160261,-156.90856762787578
Sanilac,2001,Output,20,21 Mining,0,-5.7834517527009783,-9.1278754591469173,-14.911327211847897
Sanilac,2001,Output,41,22 Utilities,0,-361.38629591581224,-255.62624404065531,-617.01253995646755
Sanilac,2001,Output,52,23 Construction,0,-35.022282747596918,-12.491627599336646,-47.513910346933571
Sanilac,2001,Output,65,31-33 Manufacturing,0,-335.61574855425624,-54.713955201055263,-390.32970375531141
Sanilac,2001,Output,395,42 Wholesale Trade,-344579.70278502,-376.55379002453992,-138.85881885138485,-345095.11539389595
Sanilac,2001,Output,396,44-45 Retail trade,0,-42.98834717826341,-857.95176146842641,-900.94010864668996
Sanilac,2001,Output,408,48-49 Transportation & Warehousing,0,-2160.5647107539235,-317.01689647724373,-2477.5816072311673
Sanilac,2001,Output,417,51-56 Professional Services,0,-12045.484150692639,-14156.53942680012,-26202.023577492761
Sanilac,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-767.72711966501072,-3346.2258331231178,-4113.9529527881277
Sanilac,2001,Output,518,92 Government & non NAICs,0,-390.59647756315934,-66.040303474891971,-456.63678103805131
Shiawassee,2001,Output,0,Total,-587081.79235461704,-15642.564049555418,-23829.127480897307,-626553.48388506984
Shiawassee,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-7.5687630914882531,-54.852947251474475,-62.42171034296274
Shiawassee,2001,Output,20,21 Mining,0,-10.066824114639143,-17.512090017464715,-27.578914132103854
Shiawassee,2001,Output,41,22 Utilities,0,-0.59695955782208487,-1.502906300356353,-2.099865858178438
Shiawassee,2001,Output,52,23 Construction,0,-10.016912201813394,-5.2324081814755923,-15.249320383288987
Shiawassee,2001,Output,65,31-33 Manufacturing,0,-247.39517204254722,-224.83187348689873,-472.227045529446
Shiawassee,2001,Output,395,42 Wholesale Trade,-587081.79235461704,-929.96869764430448,-395.58025277888692,-588407.34130504017
Shiawassee,2001,Output,396,44-45 Retail trade,0,-28.161776411494721,-493.71825100217876,-521.88002741367336
Shiawassee,2001,Output,408,48-49 Transportation & Warehousing,0,-1205.8115137529937,-860.56468831478264,-2066.3762020677768
Shiawassee,2001,Output,417,51-56 Professional Services,0,-12794.544583451538,-20333.580319043514,-33128.124902495074
Shiawassee,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-305.18728644760137,-1438.2604316544373,-1743.4477181020386
Shiawassee,2001,Output,518,92 Government & non NAICs,0,-103.24556083917673,-3.4913128658323891,-106.73687370500912
Shiawassee,2001,Output,0,Total,-587081.79235461704,-15642.564049555418,-23829.127480897307,-626553.48388506984
Shiawassee,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-7.5687630914882531,-54.852947251474475,-62.42171034296274
Shiawassee,2001,Output,20,21 Mining,0,-10.066824114639143,-17.512090017464715,-27.578914132103854
Shiawassee,2001,Output,41,22 Utilities,0,-0.59695955782208487,-1.502906300356353,-2.099865858178438
Shiawassee,2001,Output,52,23 Construction,0,-10.016912201813394,-5.2324081814755923,-15.249320383288987
Shiawassee,2001,Output,65,31-33 Manufacturing,0,-247.39517204254722,-224.83187348689873,-472.227045529446
Shiawassee,2001,Output,395,42 Wholesale Trade,-587081.79235461704,-929.96869764430448,-395.58025277888692,-588407.34130504017
Shiawassee,2001,Output,396,44-45 Retail trade,0,-28.161776411494721,-493.71825100217876,-521.88002741367336
Shiawassee,2001,Output,408,48-49 Transportation & Warehousing,0,-1205.8115137529937,-860.56468831478264,-2066.3762020677768
Shiawassee,2001,Output,417,51-56 Professional Services,0,-12794.544583451538,-20333.580319043514,-33128.124902495074
Shiawassee,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-305.18728644760137,-1438.2604316544373,-1743.4477181020386
Shiawassee,2001,Output,518,92 Government & non NAICs,0,-103.24556083917673,-3.4913128658323891,-106.73687370500912
St. Clair,2001,Output,0,Total,-2273505.39130673,-208421.64055022827,-249458.35864105739,-2731385.3904980156
St. Clair,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-8.8902876250168603,-127.82293937825207,-136.71322700326891
St. Clair,2001,Output,20,21 Mining,0,-40.92470483103223,-52.838268297475885,-93.762973128508094
St. Clair,2001,Output,41,22 Utilities,0,-26086.412815512878,-26134.610512637813,-52221.023328150695
St. Clair,2001,Output,52,23 Construction,0,-471.00195905645427,-354.53988348475934,-825.54184254121378
St. Clair,2001,Output,65,31-33 Manufacturing,0,-6831.2010275754164,-4989.3829513498877,-11820.583978925301
St. Clair,2001,Output,395,42 Wholesale Trade,-2273505.39130673,-8476.243151797913,-5619.1858950204687,-2287600.8203535485
St. Clair,2001,Output,396,44-45 Retail trade,0,-445.20403809649486,-12310.39581958971,-12755.599857686206
St. Clair,2001,Output,408,48-49 Transportation & Warehousing,0,-16242.96650385435,-5544.2262404241228,-21787.192744278473
St. Clair,2001,Output,417,51-56 Professional Services,0,-132861.97094703405,-146278.60146064032,-279140.57240767422
St. Clair,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-6078.7236511031933,-39783.396296151703,-45862.119947254912
St. Clair,2001,Output,518,92 Government & non NAICs,0,-10878.101463741501,-8263.3583740828726,-19141.459837824372
