Impact Detail for  Output ,,,,,
Sector,Description,Direct,Indirect,Induced,Total
0,Total,-344579.70278502,-16541.981990244174,-19351.241694726981,-380472.92646999122
1,"11 Ag, Forestry, Fish & Hunting",0,-20.259615396273151,-136.64895223160261,-156.90856762787578
20,21 Mining,0,-5.7834517527009783,-9.1278754591469173,-14.911327211847897
41,22 Utilities,0,-361.38629591581224,-255.62624404065531,-617.01253995646755
52,23 Construction,0,-35.022282747596918,-12.491627599336646,-47.513910346933571
65,31-33 Manufacturing,0,-335.61574855425624,-54.713955201055263,-390.32970375531141
395,42 Wholesale Trade,-344579.70278502,-376.55379002453992,-138.85881885138485,-345095.11539389595
396,44-45 Retail trade,0,-42.98834717826341,-857.95176146842641,-900.94010864668996
408,48-49 Transportation & Warehousing,0,-2160.5647107539235,-317.01689647724373,-2477.5816072311673
417,51-56 Professional Services,0,-12045.484150692639,-14156.53942680012,-26202.023577492761
472,"61-81 Educational, Health, Recreation Service",0,-767.72711966501072,-3346.2258331231178,-4113.9529527881277
518,92 Government & non NAICs,0,-390.59647756315934,-66.040303474891971,-456.63678103805131
