Impact Detail for  Output ,,,,,
Sector,Description,Direct,Indirect,Induced,Total
0,Total,-181807.75574021199,-6192.2375414770177,-7979.28537276524,-195979.27865445428
1,"11 Ag, Forestry, Fish & Hunting",0,-0.38344612032320968,-17.413285846754839,-17.796731967078049
20,21 Mining,0,-12.164674510137131,-11.085609085968347,-23.250283596105476
41,22 Utilities,0,0,0,0
52,23 Construction,0,-16.110541449180186,-5.3603710985937383,-21.470912547773924
65,31-33 Manufacturing,0,-137.46826331998454,-30.021193327231018,-167.48945664721558
395,42 Wholesale Trade,-181807.75574021199,-316.88346823188476,-119.2038720943542,-182243.84308053824
396,44-45 Retail trade,0,-35.723350484357582,-598.82766451787734,-634.55101500223498
408,48-49 Transportation & Warehousing,0,-1008.9353260532677,-182.54065430827598,-1191.4759803615436
417,51-56 Professional Services,0,-4318.3702359299014,-6058.5664176513746,-10376.936653581272
472,"61-81 Educational, Health, Recreation Service",0,-263.65673760969304,-953.73560870096708,-1217.3923463106598
518,92 Government & non NAICs,0,-82.541497768288636,-2.5306961338425613,-85.072193902131204
