Regional SAM Balances IO Detail Accounts ,,,,
InstitutionPayments,TypeCodesAll.Description,InstitutionReceipts,TypeCodesAll_1.Description,Value
1,Oilseed farming,1,Oilseed farming,2.6926992267254941E-05
1,Oilseed farming,2,Grain farming,0.00010465917009926107
1,Oilseed farming,3,Vegetable and melon farming,0.00032737004867581035
1,Oilseed farming,4,Fruit farming,0.0013699260468767321
1,Oilseed farming,5,Tree nut farming,2.5448568872616349E-06
1,Oilseed farming,6,"Greenhouse, nursery, and floriculture production",0.00018287950507894432
1,Oilseed farming,10,All other crop farming,0.00089946954738708701
1,Oilseed farming,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",0.00050012456442502171
1,Oilseed farming,12,Dairy cattle and milk production,0.00023441665307364669
1,Oilseed farming,13,Poultry and egg production,6.2131637628895639E-06
1,Oilseed farming,14,"Animal production, except cattle and poultry and eggs",0.0001484313328540595
1,Oilseed farming,19,Support activities for agriculture and forestry,0.0011884121150735894
1,Oilseed farming,20,Extraction of natural gas and crude petroleum,0.00014502070419767157
1,Oilseed farming,50,Natural gas distribution,2.0662337818022836E-06
1,Oilseed farming,51,"Water, sewage and other systems",0.00017214033989736838
1,Oilseed farming,62,Maintenance and repair construction of nonresidential structures,0.0022683733252617244
1,Oilseed farming,127,Mens and boys cut and sew apparel manufacturing,2.8974877800757099E-10
1,Oilseed farming,134,Sawmills,1.1562344408218642E-05
1,Oilseed farming,154,Printing,1.4093667210391235E-08
1,Oilseed farming,167,Synthetic rubber manufacturing,6.9204777971562182E-07
1,Oilseed farming,179,Soap and other detergent manufacturing,3.805558143427572E-08
1,Oilseed farming,195,Other plastics product manufacturing,6.9859161975220735E-08
1,Oilseed farming,239,Plate work manufacturing,8.3731284021186115E-08
1,Oilseed farming,244,Metal tank (heavy gauge) manufacturing,4.4326688126538653E-08
1,Oilseed farming,249,Machine shops,1.104205897513452E-07
1,Oilseed farming,278,Industrial mold manufacturing,1.0294204159089435E-09
1,Oilseed farming,279,"Special tool, die, jig, and fixture manufacturing",2.8922006683770306E-09
1,Oilseed farming,280,Cutting tool and machine tool accessory manufacturing,7.7061825597651127E-10
1,Oilseed farming,281,Machine tool manufacturing,6.4739929904331169E-10
1,Oilseed farming,300,"Scales, balances, and miscellaneous general purpose machinery manufacturing",2.2840349023194045E-08
1,Oilseed farming,318,Totalizing fluid meter and counting device manufacturing,1.4075169290831624E-09
1,Oilseed farming,385,Sporting and athletic goods manufacturing,3.3226550899474827E-10
1,Oilseed farming,388,Sign manufacturing,3.6449543504159247E-10
1,Oilseed farming,394,All other miscellaneous manufacturing,6.554015453424407E-07
1,Oilseed farming,395,Wholesale trade,0.001311050615653106
1,Oilseed farming,397,Retail - Furniture and home furnishings stores,4.4372236448983482E-07
1,Oilseed farming,398,Retail - Electronics and appliance stores,6.0180671116381638E-08
1,Oilseed farming,399,Retail - Building material and garden equipment and supplies stores,3.918343622811817E-06
1,Oilseed farming,401,Retail - Health and personal care stores,5.4724106281296074E-06
1,Oilseed farming,402,Retail - Gasoline stores,8.4035461052938873E-06
1,Oilseed farming,403,Retail - Clothing and clothing accessories stores,5.9600999465445883E-06
1,Oilseed farming,404,"Retail - Sporting goods, hobby, musical instrument and book stores",8.9260102106462685E-07
1,Oilseed farming,405,Retail - General merchandise stores,3.8503944213906342E-06
1,Oilseed farming,406,Retail - Miscellaneous store retailers,7.6689644573332328E-06
1,Oilseed farming,407,Retail - Nonstore retailers,4.2677590401232323E-05
1,Oilseed farming,408,Air transportation,2.4064313197707425E-05
1,Oilseed farming,411,Truck transportation,0.00049077891084468167
1,Oilseed farming,413,Pipeline transportation,6.223964203795054E-05
1,Oilseed farming,416,Warehousing and storage,5.98565980088968E-05
1,Oilseed farming,418,Periodical publishers,9.2482126204217066E-06
1,Oilseed farming,419,Book publishers,1.3658255261321534E-07
1,Oilseed farming,433,Monetary authorities and depository credit intermediation,0.00042325511590729156
1,Oilseed farming,434,Nondepository credit intermediation and related activities,1.3552127091431897E-06
1,Oilseed farming,436,Other financial investment activities,2.419322441144726E-06
1,Oilseed farming,437,Insurance carriers,0.00013226478078650922
1,Oilseed farming,438,"Insurance agencies, brokerages, and related activities",8.8104735940061803E-05
1,Oilseed farming,440,Real estate,0.0043213570485129693
1,Oilseed farming,442,Automotive equipment rental and leasing,0.00013816101082547196
1,Oilseed farming,443,General and consumer goods rental except video tapes and discs,2.0459418831374952E-06
1,Oilseed farming,445,Commercial and industrial machinery and equipment rental and leasing,0.00019609513410834278
1,Oilseed farming,446,Lessors of nonfinancial intangible assets,3.4010851480596651E-05
1,Oilseed farming,447,Legal services,9.0692337662052905E-06
1,Oilseed farming,448,"Accounting, tax preparation, bookkeeping, and payroll services",0.00011924850856554186
1,Oilseed farming,449,"Architectural, engineering, and related services",4.3868146507405241E-06
1,Oilseed farming,451,Custom computer programming services,3.8162018132869804E-08
1,Oilseed farming,452,Computer systems design services,4.2926705310934781E-07
1,Oilseed farming,453,"Other computer related services, including facilities management",8.411433226828785E-07
1,Oilseed farming,454,Management consulting services,3.0295113132837199E-06
1,Oilseed farming,460,"Marketing research and all other miscellaneous professional, scientific, and technical services",7.5990617949294771E-06
1,Oilseed farming,462,Office administrative services,2.7645045512599464E-06
1,Oilseed farming,464,Employment services,4.8115479291376735E-08
1,Oilseed farming,465,Business support services,2.5539652152818334E-06
1,Oilseed farming,468,Services to buildings,3.8904167714507571E-06
1,Oilseed farming,469,Landscape and horticultural services,3.4772851991399603E-06
1,Oilseed farming,470,Other support services,1.6164130125369576E-07
1,Oilseed farming,471,Waste management and remediation services,1.0448204587253204E-05
1,Oilseed farming,488,Performing arts companies,1.8903096388326782E-06
1,Oilseed farming,496,Other amusement and recreation industries,3.6288755446534961E-05
1,Oilseed farming,499,"Hotels and motels, including casino hotels",0.00011519023314234163
1,Oilseed farming,500,Other accommodations,6.4140128527881256E-07
1,Oilseed farming,501,Full-service restaurants,3.5559475341996507E-06
1,Oilseed farming,502,Limited-service restaurants,4.1695543241608828E-05
1,Oilseed farming,503,All other food and drinking places,1.5683625011111502E-05
1,Oilseed farming,504,"Automotive repair and maintenance, except car washes",8.6431490603697085E-05
1,Oilseed farming,506,Electronic and precision equipment repair and maintenance,4.142422626080835E-06
1,Oilseed farming,507,Commercial and industrial machinery and equipment repair and maintenance,1.6194548806448827E-06
1,Oilseed farming,515,Business and professional associations,0.00034563049812477362
1,Oilseed farming,518,Postal service,1.160835961461844E-05
1,Oilseed farming,5001,Employee Compensation,0.0016487333923578262
1,Oilseed farming,6001,Proprietor Income,0.046802561730146408
1,Oilseed farming,7001,Other Property Type Income,0.1612258106470108
1,Oilseed farming,8001,Tax on Production and Imports,0.0044767973013222218
1,Oilseed farming,11001,Federal Government NonDefense,5.3288825036423632E-06
1,Oilseed farming,12001,State/Local Govt NonEducation,0.00041918640530452133
1,Oilseed farming,14002,Inventory Additions/Deletions,1.9254882807023412E-05
1,Oilseed farming,25001,Foreign Trade,0.0044983083275329403
1,Oilseed farming,28001,Domestic Trade,0.051828064722144511
2,Grain farming,1,Oilseed farming,0.00048410686040427017
2,Grain farming,2,Grain farming,0.0044615065932898657
2,Grain farming,3,Vegetable and melon farming,0.0071102984984249273
2,Grain farming,4,Fruit farming,0.029754496451362078
2,Grain farming,5,Tree nut farming,5.5273750439441705E-05
2,Grain farming,6,"Greenhouse, nursery, and floriculture production",0.0039720431478646734
2,Grain farming,10,All other crop farming,0.010024549687660034
2,Grain farming,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",0.014371733940871878
2,Grain farming,12,Dairy cattle and milk production,0.0050914080832579756
2,Grain farming,13,Poultry and egg production,0.00012347429618994078
2,Grain farming,14,"Animal production, except cattle and poultry and eggs",0.004472061446283343
2,Grain farming,19,Support activities for agriculture and forestry,0.025818472203849252
2,Grain farming,20,Extraction of natural gas and crude petroleum,0.0029113589580030547
2,Grain farming,50,Natural gas distribution,0.00014545958261014992
2,Grain farming,51,"Water, sewage and other systems",0.0037000868309194912
2,Grain farming,62,Maintenance and repair construction of nonresidential structures,0.020872643781845945
2,Grain farming,154,Printing,3.0793369352859788E-07
2,Grain farming,167,Synthetic rubber manufacturing,8.8919455908586186E-06
2,Grain farming,179,Soap and other detergent manufacturing,1.7513700482514753E-07
2,Grain farming,195,Other plastics product manufacturing,9.5926987233099363E-07
2,Grain farming,239,Plate work manufacturing,6.4581671298888585E-07
2,Grain farming,244,Metal tank (heavy gauge) manufacturing,5.7000645288496197E-07
2,Grain farming,249,Machine shops,2.6178579268358479E-06
2,Grain farming,278,Industrial mold manufacturing,2.4405561096027684E-08
2,Grain farming,279,"Special tool, die, jig, and fixture manufacturing",6.8568470480986647E-08
2,Grain farming,280,Cutting tool and machine tool accessory manufacturing,1.0564693689713082E-08
2,Grain farming,281,Machine tool manufacturing,1.5348580299634543E-08
2,Grain farming,300,"Scales, balances, and miscellaneous general purpose machinery manufacturing",3.4699530913936493E-07
