Regional SAM Balances IO Detail Accounts ,,,,
InstitutionPayments,TypeCodesAll.Description,InstitutionReceipts,TypeCodesAll_1.Description,Value
1,Oilseed farming,1,Oilseed farming,2.4486659073590404E-06
1,Oilseed farming,2,Grain farming,2.4967669882432382E-05
1,Oilseed farming,3,Vegetable and melon farming,3.6318824167540231E-05
1,Oilseed farming,4,Fruit farming,0.00026290511102154343
1,Oilseed farming,5,Tree nut farming,3.3164027704180851E-07
1,Oilseed farming,6,"Greenhouse, nursery, and floriculture production",0.00011151685471143258
1,Oilseed farming,10,All other crop farming,2.0907082028507381E-05
1,Oilseed farming,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",0.00010478890280377767
1,Oilseed farming,12,Dairy cattle and milk production,4.7599817446650899E-05
1,Oilseed farming,13,Poultry and egg production,1.4395436631805798E-06
1,Oilseed farming,14,"Animal production, except cattle and poultry and eggs",2.658358452040533E-05
1,Oilseed farming,19,Support activities for agriculture and forestry,0.00255393810993787
1,Oilseed farming,20,Extraction of natural gas and crude petroleum,2.0226421792789856E-05
1,Oilseed farming,31,Sand and gravel mining,3.6258418593331605E-06
1,Oilseed farming,62,Maintenance and repair construction of nonresidential structures,8.1092539823104243E-05
1,Oilseed farming,142,Wood container and pallet manufacturing,8.5419512287821488E-08
1,Oilseed farming,154,Printing,4.0757988309385729E-08
1,Oilseed farming,164,Other basic inorganic chemical manufacturing,1.1181713481829038E-05
1,Oilseed farming,172,Pesticide and other agricultural chemical manufacturing,0.0016016735625050682
1,Oilseed farming,190,Plastics pipe and pipe fitting manufacturing,2.1243415264125463E-09
1,Oilseed farming,229,Ferrous metal foundries,1.5607860570897703E-09
1,Oilseed farming,238,Fabricated structural metal manufacturing,1.2391006059831724E-08
1,Oilseed farming,249,Machine shops,4.8282932806222001E-09
1,Oilseed farming,252,Metal coating and nonprecious engraving,2.4553032888648637E-11
1,Oilseed farming,262,Farm machinery and equipment manufacturing,0.00037370812238488732
1,Oilseed farming,351,Motor vehicle electrical and electronic equipment manufacturing,3.5389738937775046E-06
1,Oilseed farming,388,Sign manufacturing,4.7717488598933992E-11
1,Oilseed farming,394,All other miscellaneous manufacturing,7.9762574912350663E-08
1,Oilseed farming,395,Wholesale trade,0.00037458409712538138
1,Oilseed farming,397,Retail - Furniture and home furnishings stores,1.3284266302195604E-07
1,Oilseed farming,398,Retail - Electronics and appliance stores,3.748057811682164E-08
1,Oilseed farming,399,Retail - Building material and garden equipment and supplies stores,1.4444468474054267E-06
1,Oilseed farming,401,Retail - Health and personal care stores,2.1442136369522705E-06
1,Oilseed farming,402,Retail - Gasoline stores,2.1362171117436711E-06
1,Oilseed farming,403,Retail - Clothing and clothing accessories stores,2.879914781809558E-06
1,Oilseed farming,404,"Retail - Sporting goods, hobby, musical instrument and book stores",3.5958828784350282E-07
1,Oilseed farming,405,Retail - General merchandise stores,7.3016998057732563E-06
1,Oilseed farming,406,Retail - Miscellaneous store retailers,1.6289731265297887E-06
1,Oilseed farming,407,Retail - Nonstore retailers,7.2622636876570629E-06
1,Oilseed farming,408,Air transportation,1.6125270316530741E-05
1,Oilseed farming,409,Rail transportation,4.7562718578454677E-05
1,Oilseed farming,411,Truck transportation,0.00012273987358072357
1,Oilseed farming,413,Pipeline transportation,3.8931460493007845E-06
1,Oilseed farming,416,Warehousing and storage,7.0106117500082048E-05
1,Oilseed farming,427,Wired telecommunications carriers,6.5834403552818624E-06
1,Oilseed farming,429,"Satellite, telecommunications resellers, and all other telecommunications",9.5611508735271578E-07
1,Oilseed farming,433,Monetary authorities and depository credit intermediation,0.00010193008269735251
1,Oilseed farming,434,Nondepository credit intermediation and related activities,5.726205265479858E-07
1,Oilseed farming,435,Securities and commodity contracts intermediation and brokerage,1.5739079428874522E-06
1,Oilseed farming,436,Other financial investment activities,5.8623284517666857E-06
1,Oilseed farming,438,"Insurance agencies, brokerages, and related activities",2.2107330165616577E-05
1,Oilseed farming,440,Real estate,0.00044856409627034438
1,Oilseed farming,443,General and consumer goods rental except video tapes and discs,4.7687256990521263E-07
