Regional SAM Balances IO Detail Accounts ,,,,
InstitutionPayments,TypeCodesAll.Description,InstitutionReceipts,TypeCodesAll_1.Description,Value
1,Oilseed farming,1,Oilseed farming,0.00022138173674655579
1,Oilseed farming,2,Grain farming,0.00043927706057081406
1,Oilseed farming,3,Vegetable and melon farming,6.8594260691755022E-05
1,Oilseed farming,4,Fruit farming,0.00013592448856330694
1,Oilseed farming,5,Tree nut farming,4.4886711669926105E-07
1,Oilseed farming,6,"Greenhouse, nursery, and floriculture production",0.00021765774981474632
1,Oilseed farming,9,Sugarcane and sugar beet farming,0.00012266016403695342
1,Oilseed farming,10,All other crop farming,0.0026201140406082596
1,Oilseed farming,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",0.0013465302018261308
1,Oilseed farming,12,Dairy cattle and milk production,0.0025149357816226237
1,Oilseed farming,13,Poultry and egg production,2.4121563944791251E-05
1,Oilseed farming,14,"Animal production, except cattle and poultry and eggs",0.00023664487603125041
1,Oilseed farming,19,Support activities for agriculture and forestry,0.019182615402314473
1,Oilseed farming,20,Extraction of natural gas and crude petroleum,7.2931824691148308E-05
1,Oilseed farming,30,Stone mining and quarrying,0.00018798981360371864
1,Oilseed farming,36,Other nonmetallic minerals,4.7155837631840847E-06
1,Oilseed farming,50,Natural gas distribution,0.00034813730430630942
1,Oilseed farming,62,Maintenance and repair construction of nonresidential structures,0.0055968159261933492
1,Oilseed farming,134,Sawmills,1.7508144815260216E-06
1,Oilseed farming,140,"Cut stock, resawing lumber, and planing",3.1280646466815259E-05
1,Oilseed farming,142,Wood container and pallet manufacturing,2.5463511399809147E-06
1,Oilseed farming,145,All other miscellaneous wood product manufacturing,4.4285153241474659E-05
1,Oilseed farming,154,Printing,1.4361366527988309E-07
1,Oilseed farming,189,Unlaminated plastics profile shape manufacturing,2.7270758126140096E-08
1,Oilseed farming,209,Other concrete product manufacturing,6.5430168014144008E-07
1,Oilseed farming,211,Gypsum product manufacturing,7.0513675354560599E-06
1,Oilseed farming,249,Machine shops,2.6148897411722044E-08
1,Oilseed farming,252,Metal coating and nonprecious engraving,4.0376180808237417E-09
1,Oilseed farming,254,"Valve and fittings, other than plumbing, manufacturing",2.3725154959911091E-10
1,Oilseed farming,259,"Small arms, ordnance, and accessories manufacturing",2.1107662558081578E-08
1,Oilseed farming,279,"Special tool, die, jig, and fixture manufacturing",1.2887670715066878E-09
1,Oilseed farming,280,Cutting tool and machine tool accessory manufacturing,1.1555531100629176E-08
1,Oilseed farming,281,Machine tool manufacturing,6.3529242307901006E-10
1,Oilseed farming,333,Motor and generator manufacturing,4.5454026996115361E-07
1,Oilseed farming,352,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",7.9855922195390442E-08
1,Oilseed farming,356,Other motor vehicle parts manufacturing,1.1897326182288033E-06
1,Oilseed farming,385,Sporting and athletic goods manufacturing,4.5517655095484003E-10
1,Oilseed farming,395,Wholesale trade,0.0049771770447153696
1,Oilseed farming,397,Retail - Furniture and home furnishings stores,2.0610619499432283E-06
1,Oilseed farming,398,Retail - Electronics and appliance stores,2.1474568848853342E-07
1,Oilseed farming,399,Retail - Building material and garden equipment and supplies stores,1.3712159386115776E-05
1,Oilseed farming,401,Retail - Health and personal care stores,3.3906280470114361E-05
1,Oilseed farming,402,Retail - Gasoline stores,2.3579860742284765E-05
1,Oilseed farming,403,Retail - Clothing and clothing accessories stores,4.4379462470830284E-05
1,Oilseed farming,404,"Retail - Sporting goods, hobby, musical instrument and book stores",4.4471955963982428E-06
1,Oilseed farming,405,Retail - General merchandise stores,0.00010105040745455934
1,Oilseed farming,406,Retail - Miscellaneous store retailers,2.1050251219787049E-05
1,Oilseed farming,407,Retail - Nonstore retailers,8.1389812139062885E-05
1,Oilseed farming,408,Air transportation,1.2789951564181809E-05
1,Oilseed farming,409,Rail transportation,0.00073423061488310862
1,Oilseed farming,411,Truck transportation,0.002480904395292291
1,Oilseed farming,416,Warehousing and storage,0.0016710561492607468
1,Oilseed farming,427,Wired telecommunications carriers,7.5870908822410141E-05
1,Oilseed farming,433,Monetary authorities and depository credit intermediation,0.002336980460051763
1,Oilseed farming,434,Nondepository credit intermediation and related activities,7.5086778741859875E-05
1,Oilseed farming,435,Securities and commodity contracts intermediation and brokerage,1.5475378672034955E-05
1,Oilseed farming,436,Other financial investment activities,0.00011496911988126066
1,Oilseed farming,438,"Insurance agencies, brokerages, and related activities",0.00026218598892732703
1,Oilseed farming,440,Real estate,0.0056292099437757204
1,Oilseed farming,443,General and consumer goods rental except video tapes and discs,1.1699308698709659E-05
1,Oilseed farming,445,Commercial and industrial machinery and equipment rental and leasing,8.691970178922653E-05
1,Oilseed farming,446,Lessors of nonfinancial intangible assets,1.6314851706589932E-05
1,Oilseed farming,447,Legal services,4.4987418623594578E-05
1,Oilseed farming,448,"Accounting, tax preparation, bookkeeping, and payroll services",0.00091848749295891929
1,Oilseed farming,449,"Architectural, engineering, and related services",9.8254915263130136E-06
1,Oilseed farming,451,Custom computer programming services,5.3630313263957868E-08
1,Oilseed farming,454,Management consulting services,4.858155665883097E-07
1,Oilseed farming,460,"Marketing research and all other miscellaneous professional, scientific, and technical services",8.898681658265717E-06
1,Oilseed farming,464,Employment services,1.6735015089349835E-05
1,Oilseed farming,465,Business support services,3.9451652562483243E-05
1,Oilseed farming,468,Services to buildings,7.6854419357118807E-06
1,Oilseed farming,469,Landscape and horticultural services,2.8130639765910215E-06
1,Oilseed farming,470,Other support services,6.0685040661131294E-08
1,Oilseed farming,471,Waste management and remediation services,0.00014357467826494556
1,Oilseed farming,488,Performing arts companies,1.1838046017369336E-06
1,Oilseed farming,496,Other amusement and recreation industries,0.00010336573206278822
1,Oilseed farming,499,"Hotels and motels, including casino hotels",6.3299047351113216E-05
1,Oilseed farming,500,Other accommodations,1.3447405807543339E-06
1,Oilseed farming,501,Full-service restaurants,7.5129664701713544E-06
1,Oilseed farming,502,Limited-service restaurants,0.00018584484259684397
1,Oilseed farming,503,All other food and drinking places,6.6212027256012506E-05
1,Oilseed farming,504,"Automotive repair and maintenance, except car washes",0.00017814092392893707
1,Oilseed farming,506,Electronic and precision equipment repair and maintenance,5.142732316613702E-05
1,Oilseed farming,507,Commercial and industrial machinery and equipment repair and maintenance,1.4005442456889255E-05
1,Oilseed farming,515,Business and professional associations,0.00030384781074646247
1,Oilseed farming,518,Postal service,2.9491008258082999E-05
1,Oilseed farming,5001,Employee Compensation,0.0026221992447972298
1,Oilseed farming,6001,Proprietor Income,0.13980256021022797
1,Oilseed farming,7001,Other Property Type Income,0.48625883460044861
1,Oilseed farming,8001,Tax on Production and Imports,0.013372510671615601
1,Oilseed farming,11001,Federal Government NonDefense,4.1889109637149563E-05
1,Oilseed farming,12001,State/Local Govt NonEducation,0.0017202952510559832
1,Oilseed farming,14002,Inventory Additions/Deletions,6.5051903135015339E-05
1,Oilseed farming,25001,Foreign Trade,0.013290281989630764
1,Oilseed farming,28001,Domestic Trade,0.14483630483815885
2,Grain farming,1,Oilseed farming,0.0020203874535198313
2,Grain farming,2,Grain farming,0.0059038015558052215
2,Grain farming,3,Vegetable and melon farming,0.00068116461410479279
2,Grain farming,4,Fruit farming,0.0013498062650399434
2,Grain farming,5,Tree nut farming,4.4575022885594067E-06
2,Grain farming,6,"Greenhouse, nursery, and floriculture production",0.0021614162019748667
2,Grain farming,9,Sugarcane and sugar beet farming,0.0012182397865711375
2,Grain farming,10,All other crop farming,0.013352529584654271
2,Grain farming,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",0.017643680512005044
2,Grain farming,12,Dairy cattle and milk production,0.024974222796931844
2,Grain farming,13,Poultry and egg production,0.00023498552007574468
2,Grain farming,14,"Animal production, except cattle and poultry and eggs",0.0032055043714553089
2,Grain farming,19,Support activities for agriculture and forestry,0.19056199961531739
2,Grain farming,20,Extraction of natural gas and crude petroleum,0.00066949581161056954
2,Grain farming,30,Stone mining and quarrying,0.003224901322481516
2,Grain farming,36,Other nonmetallic minerals,8.0894238349516964E-05
2,Grain farming,50,Natural gas distribution,0.011206718309346719
2,Grain farming,62,Maintenance and repair construction of nonresidential structures,0.023548811331153274
2,Grain farming,142,Wood container and pallet manufacturing,2.1689221282421289E-05
2,Grain farming,145,All other miscellaneous wood product manufacturing,0.00093846681332134668
2,Grain farming,154,Printing,3.3313055156522996E-06
2,Grain farming,189,Unlaminated plastics profile shape manufacturing,0.00049930306611238248
2,Grain farming,249,Machine shops,2.8347478315478132E-07
2,Grain farming,252,Metal coating and nonprecious engraving,2.5011989431585679E-08
2,Grain farming,259,"Small arms, ordnance, and accessories manufacturing",1.61110629039445E-07
2,Grain farming,279,"Special tool, die, jig, and fixture manufacturing",1.3971256465701059E-08
2,Grain farming,280,Cutting tool and machine tool accessory manufacturing,7.2371765684720579E-08
2,Grain farming,281,Machine tool manufacturing,6.8870734159116538E-09
2,Grain farming,319,Electricity and signal testing instruments manufacturing,2.9735232007255491E-11
2,Grain farming,333,Motor and generator manufacturing,3.285051352448857E-06
