Regional SAM Balances IO Detail Accounts ,,,,
InstitutionPayments,TypeCodesAll.Description,InstitutionReceipts,TypeCodesAll_1.Description,Value
1,Oilseed farming,1,Oilseed farming,5.3912218043122113E-07
1,Oilseed farming,2,Grain farming,1.6261178632442008E-05
1,Oilseed farming,3,Vegetable and melon farming,2.9627405164916624E-06
1,Oilseed farming,4,Fruit farming,7.004384885133519E-07
1,Oilseed farming,5,Tree nut farming,8.3047164482231635E-10
1,Oilseed farming,6,"Greenhouse, nursery, and floriculture production",3.6709650642845052E-06
1,Oilseed farming,10,All other crop farming,0.00017440003060962411
1,Oilseed farming,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",8.6071424996728846E-05
1,Oilseed farming,12,Dairy cattle and milk production,0.00036198484043225773
1,Oilseed farming,13,Poultry and egg production,1.3218764121235884E-06
1,Oilseed farming,14,"Animal production, except cattle and poultry and eggs",1.1337688280174815E-05
1,Oilseed farming,19,Support activities for agriculture and forestry,0.0015085835043541634
1,Oilseed farming,20,Extraction of natural gas and crude petroleum,9.9066232487486812E-06
1,Oilseed farming,31,Sand and gravel mining,3.0006276139590046E-07
1,Oilseed farming,62,Maintenance and repair construction of nonresidential structures,0.00043422359177985523
1,Oilseed farming,123,Other textile product mills,1.0052621745156942E-10
1,Oilseed farming,134,Sawmills,2.2368361462506912E-06
1,Oilseed farming,154,Printing,1.4048214796428635E-08
1,Oilseed farming,198,Other rubber product manufacturing,1.2310194465915024E-08
1,Oilseed farming,239,Plate work manufacturing,2.2828143077620212E-07
1,Oilseed farming,250,"Turned product and screw, nut, and bolt manufacturing",4.6083247050864658E-10
1,Oilseed farming,262,Farm machinery and equipment manufacturing,7.7483178993316415E-05
1,Oilseed farming,276,Heating equipment (except warm air furnaces) manufacturing,1.2193312590326425E-11
1,Oilseed farming,279,"Special tool, die, jig, and fixture manufacturing",9.7757823010848497E-12
1,Oilseed farming,281,Machine tool manufacturing,3.1550636547422277E-11
1,Oilseed farming,356,Other motor vehicle parts manufacturing,1.638869514086913E-08
1,Oilseed farming,385,Sporting and athletic goods manufacturing,7.6242742061040708E-10
1,Oilseed farming,395,Wholesale trade,0.00057804774569552436
1,Oilseed farming,397,Retail - Furniture and home furnishings stores,5.7255677832296175E-08
1,Oilseed farming,398,Retail - Electronics and appliance stores,1.0614697521834028E-08
1,Oilseed farming,399,Retail - Building material and garden equipment and supplies stores,4.1692819679927001E-07
1,Oilseed farming,401,Retail - Health and personal care stores,4.4743795730128844E-07
1,Oilseed farming,402,Retail - Gasoline stores,1.5236558559549593E-06
1,Oilseed farming,403,Retail - Clothing and clothing accessories stores,5.6255165630689813E-08
1,Oilseed farming,404,"Retail - Sporting goods, hobby, musical instrument and book stores",1.6177901728500318E-07
1,Oilseed farming,405,Retail - General merchandise stores,6.1240253454885772E-06
1,Oilseed farming,406,Retail - Miscellaneous store retailers,1.1673528443931254E-06
1,Oilseed farming,407,Retail - Nonstore retailers,5.7557114085850919E-06
1,Oilseed farming,408,Air transportation,2.9421359935500257E-06
1,Oilseed farming,411,Truck transportation,0.00027829500095896166
1,Oilseed farming,416,Warehousing and storage,2.7407473460958716E-05
1,Oilseed farming,427,Wired telecommunications carriers,5.6132092200889756E-07
1,Oilseed farming,428,Wireless telecommunications carriers (except satellite),2.6997292181614799E-05
1,Oilseed farming,433,Monetary authorities and depository credit intermediation,0.00015730782604970149
1,Oilseed farming,434,Nondepository credit intermediation and related activities,5.5139609584482245E-07
1,Oilseed farming,437,Insurance carriers,4.4146799206762084E-05
1,Oilseed farming,438,"Insurance agencies, brokerages, and related activities",1.4792311528542454E-05
1,Oilseed farming,440,Real estate,0.00028300811438692307
1,Oilseed farming,443,General and consumer goods rental except video tapes and discs,2.9913431260578502E-08
1,Oilseed farming,445,Commercial and industrial machinery and equipment rental and leasing,3.0488077137350635E-06
1,Oilseed farming,446,Lessors of nonfinancial intangible assets,5.3661827400892104E-07
1,Oilseed farming,447,Legal services,1.3431840340196491E-06
1,Oilseed farming,448,"Accounting, tax preparation, bookkeeping, and payroll services",6.2939720289608043E-05
1,Oilseed farming,449,"Architectural, engineering, and related services",2.5306054153417886E-07
1,Oilseed farming,451,Custom computer programming services,5.9785847326535123E-09
1,Oilseed farming,452,Computer systems design services,2.8029933423700189E-09
1,Oilseed farming,454,Management consulting services,3.9384005296520629E-07
1,Oilseed farming,460,"Marketing research and all other miscellaneous professional, scientific, and technical services",4.0363418058036891E-07
1,Oilseed farming,465,Business support services,2.5490134758672511E-06
1,Oilseed farming,470,Other support services,2.3802399829917808E-08
1,Oilseed farming,471,Waste management and remediation services,6.5298128039522002E-06
1,Oilseed farming,490,Racing and Track Operation,8.3280296976576281E-06
1,Oilseed farming,491,Promoters of performing arts and sports and agents for public figures,1.4845554100087778E-06
1,Oilseed farming,496,Other amusement and recreation industries,1.1294762008184786E-06
1,Oilseed farming,499,"Hotels and motels, including casino hotels",1.5486537019724757E-06
1,Oilseed farming,501,Full-service restaurants,3.3368835439620705E-07
1,Oilseed farming,502,Limited-service restaurants,1.7025400800529369E-06
1,Oilseed farming,503,All other food and drinking places,1.1158422339652133E-06
1,Oilseed farming,504,"Automotive repair and maintenance, except car washes",1.2830646728253874E-05
1,Oilseed farming,506,Electronic and precision equipment repair and maintenance,2.4405711649422708E-06
1,Oilseed farming,507,Commercial and industrial machinery and equipment repair and maintenance,2.1124477660908842E-06
1,Oilseed farming,515,Business and professional associations,9.6388371299518569E-06
1,Oilseed farming,518,Postal service,1.8462122084829863E-06
1,Oilseed farming,5001,Employee Compensation,0.00046701851533725858
1,Oilseed farming,6001,Proprietor Income,0.0089343590661883354
1,Oilseed farming,7001,Other Property Type Income,0.030468575656414032
1,Oilseed farming,8001,Tax on Production and Imports,0.00085459667025133967
1,Oilseed farming,11001,Federal Government NonDefense,1.4302746019068959E-07
1,Oilseed farming,12001,State/Local Govt NonEducation,1.7472237112178533E-05
1,Oilseed farming,14002,Inventory Additions/Deletions,4.0695519231211648E-06
1,Oilseed farming,25001,Foreign Trade,0.00086839065975676368
1,Oilseed farming,28001,Domestic Trade,0.0088749412103286424
2,Grain farming,1,Oilseed farming,7.7972989782122519E-05
2,Grain farming,2,Grain farming,0.024550664203879524
2,Grain farming,3,Vegetable and melon farming,0.0012100919113265662
2,Grain farming,4,Fruit farming,0.00028615869890627477
2,Grain farming,5,Tree nut farming,3.3928308322609175E-07
2,Grain farming,6,"Greenhouse, nursery, and floriculture production",0.0014993569271815055
2,Grain farming,10,All other crop farming,0.036706346343351459
2,Grain farming,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",0.048095462387821364
2,Grain farming,12,Dairy cattle and milk production,0.14785125290969603
2,Grain farming,13,Poultry and egg production,0.00029631677242799789
2,Grain farming,14,"Animal production, except cattle and poultry and eggs",0.006735280151933476
2,Grain farming,19,Support activities for agriculture and forestry,0.6189407040144701
2,Grain farming,20,Extraction of natural gas and crude petroleum,0.0037558450706329238
2,Grain farming,31,Sand and gravel mining,0.00021259129667154306
2,Grain farming,62,Maintenance and repair construction of nonresidential structures,0.075455802999755406
2,Grain farming,123,Other textile product mills,7.197627085043464E-08
2,Grain farming,154,Printing,8.2797339136913553E-06
2,Grain farming,198,Other rubber product manufacturing,3.5369689162599973E-06
2,Grain farming,239,Plate work manufacturing,3.3240329910519829E-05
2,Grain farming,250,"Turned product and screw, nut, and bolt manufacturing",2.0632664693468427E-07
2,Grain farming,262,Farm machinery and equipment manufacturing,0.023437228113607933
2,Grain farming,276,Heating equipment (except warm air furnaces) manufacturing,1.3506987161772345E-06
2,Grain farming,279,"Special tool, die, jig, and fixture manufacturing",4.3768712575446246E-09
2,Grain farming,281,Machine tool manufacturing,1.4126038583707354E-08
2,Grain farming,356,Other motor vehicle parts manufacturing,5.2411738125318174E-06
2,Grain farming,385,Sporting and athletic goods manufacturing,1.9727864117410394E-07
2,Grain farming,395,Wholesale trade,0.16950253660163739
2,Grain farming,397,Retail - Furniture and home furnishings stores,1.9309368876154571E-05
2,Grain farming,398,Retail - Electronics and appliance stores,3.5797864601378186E-06
2,Grain farming,399,Retail - Building material and garden equipment and supplies stores,0.00014060823863050985
2,Grain farming,400,Retail - Food and beverage stores,0.00035183821038928254
2,Grain farming,401,Retail - Health and personal care stores,0.00015089762327324605
2,Grain farming,402,Retail - Gasoline stores,0.00051385005424502833
2,Grain farming,403,Retail - Clothing and clothing accessories stores,1.8971948207602935E-05
2,Grain farming,404,"Retail - Sporting goods, hobby, musical instrument and book stores",5.4559668656030749E-05
2,Grain farming,405,Retail - General merchandise stores,0.0011750935577054533
2,Grain farming,406,Retail - Miscellaneous store retailers,0.00039368757528064624
2,Grain farming,407,Retail - Nonstore retailers,0.0019411028892543925
2,Grain farming,408,Air transportation,0.001044407398078484
2,Grain farming,411,Truck transportation,0.061033152079127184
2,Grain farming,416,Warehousing and storage,0.0017002038818895171
2,Grain farming,417,Newspaper publishers,6.922987824548206E-06
2,Grain farming,427,Wired telecommunications carriers,0.00010540414096149933
2,Grain farming,428,Wireless telecommunications carriers (except satellite),0.0052863442872233546
2,Grain farming,432,Internet publishing and broadcasting and web search portals,2.725694088175361E-06
2,Grain farming,433,Monetary authorities and depository credit intermediation,0.057152962482637903
2,Grain farming,434,Nondepository credit intermediation and related activities,0.00026597073473691446
2,Grain farming,437,Insurance carriers,0.023620332253744714
2,Grain farming,438,"Insurance agencies, brokerages, and related activities",0.0013666305055586858
2,Grain farming,440,Real estate,0.11972546626565972
2,Grain farming,443,General and consumer goods rental except video tapes and discs,2.1487701048878609E-05
2,Grain farming,445,Commercial and industrial machinery and equipment rental and leasing,0.0021900485647150247
