Regional SAM Balances IO Detail Accounts ,,,,
InstitutionPayments,TypeCodesAll.Description,InstitutionReceipts,TypeCodesAll_1.Description,Value
1,Oilseed farming,1,Oilseed farming,0.0076033299069603322
1,Oilseed farming,2,Grain farming,0.0086469712131729826
1,Oilseed farming,3,Vegetable and melon farming,0.0015928081269085473
1,Oilseed farming,4,Fruit farming,0.00017024509917481709
1,Oilseed farming,5,Tree nut farming,5.676093364210612E-08
1,Oilseed farming,6,"Greenhouse, nursery, and floriculture production",0.00021743393905830806
1,Oilseed farming,9,Sugarcane and sugar beet farming,0.007395308671213241
1,Oilseed farming,10,All other crop farming,0.020017739326969819
1,Oilseed farming,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",0.0072650453403588222
1,Oilseed farming,12,Dairy cattle and milk production,0.013705177937353597
1,Oilseed farming,13,Poultry and egg production,8.1805475877766778E-05
1,Oilseed farming,14,"Animal production, except cattle and poultry and eggs",0.0013303959789246478
1,Oilseed farming,19,Support activities for agriculture and forestry,0.03446923694069115
1,Oilseed farming,20,Extraction of natural gas and crude petroleum,0.0069829330710773907
1,Oilseed farming,51,"Water, sewage and other systems",0.01606744923920167
1,Oilseed farming,62,Maintenance and repair construction of nonresidential structures,0.039660337952400093
1,Oilseed farming,123,Other textile product mills,3.4881858412654463E-08
1,Oilseed farming,134,Sawmills,0.00015867589850566966
1,Oilseed farming,142,Wood container and pallet manufacturing,2.5690514776419604E-05
1,Oilseed farming,154,Printing,2.9280829417132066E-07
1,Oilseed farming,180,Polish and other sanitation good manufacturing,0.0017840011403384426
1,Oilseed farming,188,Plastics packaging materials and unlaminated film and sheet manufacturing,1.5888114763747677E-07
1,Oilseed farming,238,Fabricated structural metal manufacturing,1.0224191202458094E-07
1,Oilseed farming,239,Plate work manufacturing,8.3061142897033233E-06
1,Oilseed farming,249,Machine shops,6.8285176411234769E-07
1,Oilseed farming,260,Fabricated pipe and pipe fitting manufacturing,1.66221487427151E-07
1,Oilseed farming,271,All other industrial machinery manufacturing,2.2847325713906321E-08
1,Oilseed farming,279,"Special tool, die, jig, and fixture manufacturing",3.2502549313629925E-09
1,Oilseed farming,280,Cutting tool and machine tool accessory manufacturing,2.8844153842221172E-05
1,Oilseed farming,291,Conveyor and conveying equipment manufacturing,5.7723795334716247E-07
1,Oilseed farming,293,"Industrial truck, trailer, and stacker manufacturing",3.4765255271646455E-05
1,Oilseed farming,300,"Scales, balances, and miscellaneous general purpose machinery manufacturing",2.5672154091069109E-07
1,Oilseed farming,394,All other miscellaneous manufacturing,1.8775121985137983E-05
1,Oilseed farming,395,Wholesale trade,0.084762225171310934
1,Oilseed farming,397,Retail - Furniture and home furnishings stores,9.8164913533461419E-06
1,Oilseed farming,398,Retail - Electronics and appliance stores,2.5088237123007577E-06
1,Oilseed farming,399,Retail - Building material and garden equipment and supplies stores,8.8039459835170201E-05
1,Oilseed farming,401,Retail - Health and personal care stores,0.00012743301843775277
1,Oilseed farming,402,Retail - Gasoline stores,0.0001987281826404232
1,Oilseed farming,403,Retail - Clothing and clothing accessories stores,0.00015283699302961508
1,Oilseed farming,404,"Retail - Sporting goods, hobby, musical instrument and book stores",5.5490652616621387E-05
1,Oilseed farming,405,Retail - General merchandise stores,0.00031320960862946806
1,Oilseed farming,406,Retail - Miscellaneous store retailers,0.00020342261216095472
1,Oilseed farming,407,Retail - Nonstore retailers,0.00098678431320079613
1,Oilseed farming,408,Air transportation,0.00028536102045747733
1,Oilseed farming,411,Truck transportation,0.033847738318183218
1,Oilseed farming,416,Warehousing and storage,0.013366718496433672
1,Oilseed farming,427,Wired telecommunications carriers,0.00044891296193291796
1,Oilseed farming,428,Wireless telecommunications carriers (except satellite),0.0044431992324829028
1,Oilseed farming,433,Monetary authorities and depository credit intermediation,0.0077810806334467353
1,Oilseed farming,434,Nondepository credit intermediation and related activities,0.0011754172411071254
1,Oilseed farming,438,"Insurance agencies, brokerages, and related activities",0.0020781795415430598
1,Oilseed farming,440,Real estate,0.048627711068689683
1,Oilseed farming,443,General and consumer goods rental except video tapes and discs,4.3279384321404796E-05
1,Oilseed farming,445,Commercial and industrial machinery and equipment rental and leasing,0.00014687093853434866
1,Oilseed farming,446,Lessors of nonfinancial intangible assets,0.00017874287357936072
1,Oilseed farming,447,Legal services,0.00052168415507471491
1,Oilseed farming,448,"Accounting, tax preparation, bookkeeping, and payroll services",0.003273008126065402
1,Oilseed farming,449,"Architectural, engineering, and related services",0.00033932126547570052
1,Oilseed farming,451,Custom computer programming services,6.0989914131578832E-07
1,Oilseed farming,454,Management consulting services,2.6870801554172014E-05
1,Oilseed farming,462,Office administrative services,0.00016716143219804285
1,Oilseed farming,464,Employment services,0.00013916253690273404
1,Oilseed farming,469,Landscape and horticultural services,7.2023762268526997E-05
1,Oilseed farming,471,Waste management and remediation services,0.00023496183019067543
1,Oilseed farming,488,Performing arts companies,0.00038268181343816335
1,Oilseed farming,496,Other amusement and recreation industries,0.00036125096081523166
1,Oilseed farming,499,"Hotels and motels, including casino hotels",0.00020441908455060519
1,Oilseed farming,500,Other accommodations,9.4821120701720895E-05
1,Oilseed farming,501,Full-service restaurants,4.3374629682644888E-05
1,Oilseed farming,502,Limited-service restaurants,0.001401165478670037
1,Oilseed farming,503,All other food and drinking places,0.00052429957498883323
1,Oilseed farming,504,"Automotive repair and maintenance, except car washes",0.0019913885547050009
1,Oilseed farming,506,Electronic and precision equipment repair and maintenance,0.00025871069875795481
1,Oilseed farming,507,Commercial and industrial machinery and equipment repair and maintenance,0.00028027452055853774
1,Oilseed farming,515,Business and professional associations,0.0035215331554595275
1,Oilseed farming,518,Postal service,0.00025920878179071585
1,Oilseed farming,5001,Employee Compensation,0.036055661737918854
1,Oilseed farming,6001,Proprietor Income,1.0995522737503052
1,Oilseed farming,7001,Other Property Type Income,3.7931737899780273
1,Oilseed farming,8001,Tax on Production and Imports,0.10517527908086777
1,Oilseed farming,11001,Federal Government NonDefense,5.7887526271500808E-05
1,Oilseed farming,12001,State/Local Govt NonEducation,0.0038317852419599819
1,Oilseed farming,14002,Inventory Additions/Deletions,0.00068001841307506017
1,Oilseed farming,25001,Foreign Trade,0.10551023807025513
1,Oilseed farming,28001,Domestic Trade,1.2114125977464354
2,Grain farming,1,Oilseed farming,0.040160220877357711
2,Grain farming,2,Grain farming,0.10867005749269243
2,Grain farming,3,Vegetable and melon farming,0.011681030324833808
2,Grain farming,4,Fruit farming,0.0012486590295722119
2,Grain farming,5,Tree nut farming,4.1631211082548001E-07
2,Grain farming,6,"Greenhouse, nursery, and floriculture production",0.0015945753591076542
2,Grain farming,9,Sugarcane and sugar beet farming,0.054278499304238892
2,Grain farming,10,All other crop farming,0.075464514549385964
2,Grain farming,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",0.074420897828753052
2,Grain farming,12,Dairy cattle and milk production,0.10050946381845227
2,Grain farming,13,Poultry and egg production,0.00053215485237219015
2,Grain farming,14,"Animal production, except cattle and poultry and eggs",0.014086761998776676
2,Grain farming,19,Support activities for agriculture and forestry,0.25330541444827048
2,Grain farming,20,Extraction of natural gas and crude petroleum,0.047419063641249704
2,Grain farming,51,"Water, sewage and other systems",0.11682225003527336
2,Grain farming,62,Maintenance and repair construction of nonresidential structures,0.12344363332728037
2,Grain farming,123,Other textile product mills,1.0523198322147246E-05
2,Grain farming,142,Wood container and pallet manufacturing,0.00016187612391675103
2,Grain farming,154,Printing,2.2203017586004637E-06
2,Grain farming,180,Polish and other sanitation good manufacturing,0.012318182902587294
2,Grain farming,188,Plastics packaging materials and unlaminated film and sheet manufacturing,1.9976964239671073E-05
2,Grain farming,238,Fabricated structural metal manufacturing,2.6549960914405574E-07
2,Grain farming,239,Plate work manufacturing,2.1675045034787285E-05
2,Grain farming,249,Machine shops,5.4761057187828759E-06
2,Grain farming,260,Fabricated pipe and pipe fitting manufacturing,9.5214805631728796E-07
2,Grain farming,271,All other industrial machinery manufacturing,1.832233288225894E-07
2,Grain farming,279,"Special tool, die, jig, and fixture manufacturing",2.6065303985749074E-08
2,Grain farming,280,Cutting tool and machine tool accessory manufacturing,0.00013291427532834566
2,Grain farming,291,Conveyor and conveying equipment manufacturing,1.0216459432949555E-06
2,Grain farming,293,"Industrial truck, trailer, and stacker manufacturing",5.9742579162538455E-05
2,Grain farming,300,"Scales, balances, and miscellaneous general purpose machinery manufacturing",1.3109144963047045E-06
2,Grain farming,394,All other miscellaneous manufacturing,0.00010037761937711342
2,Grain farming,395,Wholesale trade,0.44519257393581313
2,Grain farming,397,Retail - Furniture and home furnishings stores,5.9297843255827834E-05
2,Grain farming,398,Retail - Electronics and appliance stores,1.5154887818769535E-05
2,Grain farming,399,Retail - Building material and garden equipment and supplies stores,0.00053181426080814095
2,Grain farming,400,Retail - Food and beverage stores,0.00074923823442457627
2,Grain farming,401,Retail - Health and personal care stores,0.0007697763912082288
2,Grain farming,402,Retail - Gasoline stores,0.0012004444765425018
2,Grain farming,403,Retail - Clothing and clothing accessories stores,0.00092323254764804796
2,Grain farming,404,"Retail - Sporting goods, hobby, musical instrument and book stores",0.00033519883255492267
2,Grain farming,405,Retail - General merchandise stores,0.0010764742875149155
2,Grain farming,406,Retail - Miscellaneous store retailers,0.0012288018179404392
2,Grain farming,407,Retail - Nonstore retailers,0.0059608047160572553
2,Grain farming,408,Air transportation,0.0018144079852229489
2,Grain farming,411,Truck transportation,0.13293989727589661
2,Grain farming,416,Warehousing and storage,0.014852169670159232
2,Grain farming,417,Newspaper publishers,1.6590943411053409E-05
2,Grain farming,427,Wired telecommunications carriers,0.0015117371700825236
2,Grain farming,428,Wireless telecommunications carriers (except satellite),0.015577601905961691
2,Grain farming,433,Monetary authorities and depository credit intermediation,0.050583375163292255
2,Grain farming,434,Nondepository credit intermediation and related activities,0.009497888279093869
2,Grain farming,438,"Insurance agencies, brokerages, and related activities",0.0034389924310665454
2,Grain farming,440,Real estate,0.36847207497289425
2,Grain farming,443,General and consumer goods rental except video tapes and discs,0.00055684959698026198
2,Grain farming,445,Commercial and industrial machinery and equipment rental and leasing,0.0018896992820231079
2,Grain farming,446,Lessors of nonfinancial intangible assets,0.0020184922019061968
2,Grain farming,447,Legal services,0.0086063189432819542
2,Grain farming,448,"Accounting, tax preparation, bookkeeping, and payroll services",0.012420821093761247
2,Grain farming,451,Custom computer programming services,3.3538726212480399E-05
2,Grain farming,457,"Advertising, public relations, and related services",6.776865044756459E-07
2,Grain farming,462,Office administrative services,0.00031464275616201014
2,Grain farming,466,Travel arrangement and reservation services,0.00076432440363552456
2,Grain farming,469,Landscape and horticultural services,0.0048682753153597713
2,Grain farming,488,Performing arts companies,0.0013538416624753538
2,Grain farming,496,Other amusement and recreation industries,0.0011726110635874171
2,Grain farming,499,"Hotels and motels, including casino hotels",0.0015489701677195641
2,Grain farming,500,Other accommodations,0.00071849846550706836
2,Grain farming,501,Full-service restaurants,0.00014907483577337229
2,Grain farming,502,Limited-service restaurants,0.0051367296242195437
2,Grain farming,503,All other food and drinking places,0.0021023007627602591
2,Grain farming,504,"Automotive repair and maintenance, except car washes",0.010393089322382476
2,Grain farming,506,Electronic and precision equipment repair and maintenance,0.0013472216400265552
2,Grain farming,507,Commercial and industrial machinery and equipment repair and maintenance,0.0014984342042727306
2,Grain farming,515,Business and professional associations,0.0017934925409423402
2,Grain farming,516,Labor and civic organizations,1.1084587150029315E-07
2,Grain farming,518,Postal service,0.001385810340585672
2,Grain farming,5001,Employee Compensation,0.25261810421943665
2,Grain farming,6001,Proprietor Income,0.5680202841758728
2,Grain farming,7001,Other Property Type Income,2.8829076290130615
2,Grain farming,8001,Tax on Production and Imports,-1.5944207906723023
2,Grain farming,11001,Federal Government NonDefense,0.00026956692612285234
2,Grain farming,12001,State/Local Govt NonEducation,0.02750408198815895
2,Grain farming,14002,Inventory Additions/Deletions,0.0018306939452016936
2,Grain farming,25001,Foreign Trade,0.69871118885556649
2,Grain farming,28001,Domestic Trade,8.0921442781329578
3,Vegetable and melon farming,1,Oilseed farming,0.00053605061477643434
3,Vegetable and melon farming,2,Grain farming,0.00085318819494219211
3,Vegetable and melon farming,3,Vegetable and melon farming,0.0039677604951618428
3,Vegetable and melon farming,4,Fruit farming,1.6758579394591513E-05
3,Vegetable and melon farming,5,Tree nut farming,5.5874338716080644E-09
3,Vegetable and melon farming,6,"Greenhouse, nursery, and floriculture production",2.1400686930245737E-05
3,Vegetable and melon farming,9,Sugarcane and sugar beet farming,0.00072859100225175499
3,Vegetable and melon farming,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",0.0003687736557428864
3,Vegetable and melon farming,12,Dairy cattle and milk production,0.0013489335403115699
3,Vegetable and melon farming,13,Poultry and egg production,7.1420248356910332E-06
3,Vegetable and melon farming,14,"Animal production, except cattle and poultry and eggs",2.2736870632732338E-05
3,Vegetable and melon farming,19,Support activities for agriculture and forestry,0.0034010457768520741
3,Vegetable and melon farming,20,Extraction of natural gas and crude petroleum,0.0003563611068479397
3,Vegetable and melon farming,51,"Water, sewage and other systems",0.0017839084341901013
3,Vegetable and melon farming,62,Maintenance and repair construction of nonresidential structures,0.0026359060697112024
3,Vegetable and melon farming,123,Other textile product mills,6.983197408285801E-06
3,Vegetable and melon farming,142,Wood container and pallet manufacturing,0.00019650539378465032
3,Vegetable and melon farming,154,Printing,1.3449626408712681E-07
3,Vegetable and melon farming,180,Polish and other sanitation good manufacturing,0.00013781264770335554
3,Vegetable and melon farming,188,Plastics packaging materials and unlaminated film and sheet manufacturing,2.9403613097835741E-06
3,Vegetable and melon farming,238,Fabricated structural metal manufacturing,3.2914265196822513E-09
3,Vegetable and melon farming,239,Plate work manufacturing,2.6770922500446884E-07
3,Vegetable and melon farming,249,Machine shops,3.2974097803581318E-08
3,Vegetable and melon farming,260,Fabricated pipe and pipe fitting manufacturing,1.0702183966637958E-08
3,Vegetable and melon farming,271,All other industrial machinery manufacturing,1.1032701019675799E-09
3,Vegetable and melon farming,279,"Special tool, die, jig, and fixture manufacturing",1.5695094177230851E-10
3,Vegetable and melon farming,280,Cutting tool and machine tool accessory manufacturing,1.7952183636480378E-06
3,Vegetable and melon farming,291,Conveyor and conveying equipment manufacturing,1.1267426483013128E-08
3,Vegetable and melon farming,293,"Industrial truck, trailer, and stacker manufacturing",6.7150910278466298E-07
3,Vegetable and melon farming,300,"Scales, balances, and miscellaneous general purpose machinery manufacturing",8.4467958581157582E-09
3,Vegetable and melon farming,394,All other miscellaneous manufacturing,1.3547689488939397E-06
3,Vegetable and melon farming,395,Wholesale trade,0.0048805279891672715
3,Vegetable and melon farming,397,Retail - Furniture and home furnishings stores,6.03306661198504E-07
3,Vegetable and melon farming,398,Retail - Electronics and appliance stores,1.5418849942948725E-07
3,Vegetable and melon farming,399,Retail - Building material and garden equipment and supplies stores,5.4107716452608898E-06
3,Vegetable and melon farming,401,Retail - Health and personal care stores,7.8318401835520985E-06
3,Vegetable and melon farming,402,Retail - Gasoline stores,1.2213532406821605E-05
3,Vegetable and melon farming,403,Retail - Clothing and clothing accessories stores,9.393130601944525E-06
3,Vegetable and melon farming,404,"Retail - Sporting goods, hobby, musical instrument and book stores",3.4103714817892007E-06
3,Vegetable and melon farming,406,Retail - Miscellaneous store retailers,1.2502044491614342E-05
3,Vegetable and melon farming,407,Retail - Nonstore retailers,6.064627427855053E-05
3,Vegetable and melon farming,408,Air transportation,1.7913666524695723E-05
3,Vegetable and melon farming,411,Truck transportation,0.0013707162511011062
3,Vegetable and melon farming,416,Warehousing and storage,0.00050548303952645257
3,Vegetable and melon farming,417,Newspaper publishers,2.0979324912818401E-06
3,Vegetable and melon farming,427,Wired telecommunications carriers,1.8585192872027593E-05
3,Vegetable and melon farming,428,Wireless telecommunications carriers (except satellite),0.00017348446891126898
3,Vegetable and melon farming,433,Monetary authorities and depository credit intermediation,0.0003274933518395487
3,Vegetable and melon farming,434,Nondepository credit intermediation and related activities,8.0608240913852477E-05
3,Vegetable and melon farming,438,"Insurance agencies, brokerages, and related activities",0.00011150313105365642
3,Vegetable and melon farming,440,Real estate,0.0017457132796460939
3,Vegetable and melon farming,443,General and consumer goods rental except video tapes and discs,4.1798198322218465E-06
3,Vegetable and melon farming,445,Commercial and industrial machinery and equipment rental and leasing,1.4184445166712722E-05
3,Vegetable and melon farming,446,Lessors of nonfinancial intangible assets,5.1787679340923112E-05
3,Vegetable and melon farming,447,Legal services,0.00016626393917525129
3,Vegetable and melon farming,448,"Accounting, tax preparation, bookkeeping, and payroll services",0.00027164786890529133
3,Vegetable and melon farming,451,Custom computer programming services,8.8353911124534922E-07
3,Vegetable and melon farming,457,"Advertising, public relations, and related services",8.5693777245862812E-08
3,Vegetable and melon farming,462,Office administrative services,4.1170491656246843E-06
3,Vegetable and melon farming,466,Travel arrangement and reservation services,7.5171581857276515E-05
3,Vegetable and melon farming,469,Landscape and horticultural services,0.00014955150001183526
3,Vegetable and melon farming,488,Performing arts companies,1.8479248551137202E-05
3,Vegetable and melon farming,496,Other amusement and recreation industries,1.162958570974826E-05
3,Vegetable and melon farming,499,"Hotels and motels, including casino hotels",7.3385545056800505E-06
3,Vegetable and melon farming,500,Other accommodations,3.4040362984315829E-06
3,Vegetable and melon farming,502,Limited-service restaurants,0.00010825698042444751
3,Vegetable and melon farming,503,All other food and drinking places,2.5317799726973407E-05
3,Vegetable and melon farming,504,"Automotive repair and maintenance, except car washes",6.4107855116250258E-05
3,Vegetable and melon farming,506,Electronic and precision equipment repair and maintenance,9.0856958438580507E-06
3,Vegetable and melon farming,507,Commercial and industrial machinery and equipment repair and maintenance,9.0227475841627835E-06
3,Vegetable and melon farming,515,Business and professional associations,2.9445252759571425E-05
3,Vegetable and melon farming,516,Labor and civic organizations,1.4016511138439553E-08
3,Vegetable and melon farming,518,Postal service,1.6689178070902495E-05
3,Vegetable and melon farming,5001,Employee Compensation,0.3298165500164032
3,Vegetable and melon farming,6001,Proprietor Income,0.63668686151504517
3,Vegetable and melon farming,7001,Other Property Type Income,1.1688498258590698
3,Vegetable and melon farming,8001,Tax on Production and Imports,0.01539918314665556
3,Vegetable and melon farming,11001,Federal Government NonDefense,5.5762419113254091E-07
3,Vegetable and melon farming,12001,State/Local Govt NonEducation,0.00031735001823873918
3,Vegetable and melon farming,14002,Inventory Additions/Deletions,1.431079400184636E-06
3,Vegetable and melon farming,25001,Foreign Trade,0.0068220113160050409
3,Vegetable and melon farming,28001,Domestic Trade,0.07927204885719695
4,Fruit farming,1,Oilseed farming,6.2771884998184205E-05
4,Fruit farming,2,Grain farming,0.0001000390354365787
4,Fruit farming,3,Vegetable and melon farming,2.3607609766957771E-05
4,Fruit farming,4,Fruit farming,9.9236635139792265E-06
4,Fruit farming,5,Tree nut farming,6.5518395693580668E-10
4,Fruit farming,6,"Greenhouse, nursery, and floriculture production",2.5094594558919649E-06
4,Fruit farming,9,Sugarcane and sugar beet farming,8.5432929517991092E-05
4,Fruit farming,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",5.9607754794166554E-05
4,Fruit farming,12,Dairy cattle and milk production,0.00015817682713501098
4,Fruit farming,13,Poultry and egg production,8.3747862312474094E-07
4,Fruit farming,14,"Animal production, except cattle and poultry and eggs",5.4974605791122892E-06
4,Fruit farming,19,Support activities for agriculture and forestry,0.00039878346139178567
4,Fruit farming,20,Extraction of natural gas and crude petroleum,2.680137571763096E-05
4,Fruit farming,51,"Water, sewage and other systems",0.00013258846560306771
4,Fruit farming,62,Maintenance and repair construction of nonresidential structures,0.00021490165590865029
4,Fruit farming,123,Other textile product mills,9.6843829381235098E-07
4,Fruit farming,142,Wood container and pallet manufacturing,1.2968773363989414E-05
4,Fruit farming,154,Printing,1.0750373468145333E-09
4,Fruit farming,180,Polish and other sanitation good manufacturing,9.583944248763509E-06
4,Fruit farming,188,Plastics packaging materials and unlaminated film and sheet manufacturing,9.5153039421044793E-08
4,Fruit farming,238,Fabricated structural metal manufacturing,2.080790738057374E-10
4,Fruit farming,239,Plate work manufacturing,1.6947711024127056E-08
4,Fruit farming,249,Machine shops,2.9073496620915448E-09
4,Fruit farming,260,Fabricated pipe and pipe fitting manufacturing,6.0891597983736542E-10
4,Fruit farming,271,All other industrial machinery manufacturing,9.7276117605583424E-11
4,Fruit farming,279,"Special tool, die, jig, and fixture manufacturing",1.3838475874097424E-11
4,Fruit farming,280,Cutting tool and machine tool accessory manufacturing,1.6903050252097809E-07
4,Fruit farming,291,Conveyor and conveying equipment manufacturing,8.1665903179101309E-10
4,Fruit farming,293,"Industrial truck, trailer, and stacker manufacturing",4.8427015206298357E-08
4,Fruit farming,300,"Scales, balances, and miscellaneous general purpose machinery manufacturing",7.2799793642113555E-10
4,Fruit farming,394,All other miscellaneous manufacturing,1.1539461693547647E-07
4,Fruit farming,395,Wholesale trade,0.00025225181538590657
4,Fruit farming,397,Retail - Furniture and home furnishings stores,3.2720022833772135E-08
4,Fruit farming,398,Retail - Electronics and appliance stores,4.9622028600072486E-09
4,Fruit farming,399,Retail - Building material and garden equipment and supplies stores,2.6160034984027326E-07
4,Fruit farming,401,Retail - Health and personal care stores,2.5115854717352815E-07
4,Fruit farming,402,Retail - Gasoline stores,5.6847518628469807E-07
4,Fruit farming,403,Retail - Clothing and clothing accessories stores,4.5876397470202401E-07
4,Fruit farming,404,"Retail - Sporting goods, hobby, musical instrument and book stores",1.2935422058560675E-07
4,Fruit farming,406,Retail - Miscellaneous store retailers,6.4177926269857845E-07
4,Fruit farming,407,Retail - Nonstore retailers,2.5932243844363994E-06
4,Fruit farming,408,Air transportation,9.4035399115907956E-07
4,Fruit farming,411,Truck transportation,7.16380030025064E-05
4,Fruit farming,416,Warehousing and storage,4.0601807963075703E-05
4,Fruit farming,427,Wired telecommunications carriers,1.7534566942358767E-06
4,Fruit farming,428,Wireless telecommunications carriers (except satellite),1.5957542728599512E-05
4,Fruit farming,433,Monetary authorities and depository credit intermediation,3.5020511998498042E-05
4,Fruit farming,434,Nondepository credit intermediation and related activities,7.352553730364099E-06
4,Fruit farming,438,"Insurance agencies, brokerages, and related activities",1.2847803179932902E-05
4,Fruit farming,440,Real estate,4.1951015202967281E-05
4,Fruit farming,443,General and consumer goods rental except video tapes and discs,3.5898155676701193E-07
4,Fruit farming,445,Commercial and industrial machinery and equipment rental and leasing,1.2182234746766852E-06
4,Fruit farming,446,Lessors of nonfinancial intangible assets,3.2250874444000389E-06
4,Fruit farming,447,Legal services,1.1586441281130405E-05
4,Fruit farming,448,"Accounting, tax preparation, bookkeeping, and payroll services",1.7861205923694421E-05
4,Fruit farming,451,Custom computer programming services,5.4323215682505362E-08
4,Fruit farming,462,Office administrative services,2.28451521075376E-07
4,Fruit farming,469,Landscape and horticultural services,3.0912767039623567E-05
4,Fruit farming,488,Performing arts companies,1.9858050049421976E-06
4,Fruit farming,496,Other amusement and recreation industries,1.4359606726738392E-06
4,Fruit farming,499,"Hotels and motels, including casino hotels",1.7635187906382748E-07
4,Fruit farming,500,Other accommodations,8.180196937007383E-08
4,Fruit farming,501,Full-service restaurants,3.1261046472797742E-07
4,Fruit farming,502,Limited-service restaurants,1.2118207672244074E-05
4,Fruit farming,503,All other food and drinking places,1.8893707042393136E-06
4,Fruit farming,504,"Automotive repair and maintenance, except car washes",4.1930235804289696E-06
4,Fruit farming,506,Electronic and precision equipment repair and maintenance,5.6203842465396737E-07
4,Fruit farming,507,Commercial and industrial machinery and equipment repair and maintenance,7.4845525971436062E-07
4,Fruit farming,515,Business and professional associations,2.0302833283397588E-06
4,Fruit farming,518,Postal service,1.4122643574694538E-06
4,Fruit farming,5001,Employee Compensation,0.035866603255271912
4,Fruit farming,6001,Proprietor Income,0.047898855060338974
4,Fruit farming,7001,Other Property Type Income,0.0955796018242836
4,Fruit farming,8001,Tax on Production and Imports,0.0024181518238037825
4,Fruit farming,11001,Federal Government NonDefense,4.1367907240103748E-08
4,Fruit farming,12001,State/Local Govt NonEducation,3.2937644005217332E-05
4,Fruit farming,14002,Inventory Additions/Deletions,2.3521032549158379E-07
4,Fruit farming,25001,Foreign Trade,0.00041196520292645182
4,Fruit farming,28001,Domestic Trade,0.0071880235148232821
5,Tree nut farming,1,Oilseed farming,1.8581641022757044E-08
5,Tree nut farming,2,Grain farming,2.9626709796204096E-08
5,Tree nut farming,3,Vegetable and melon farming,5.44170609727093E-09
5,Tree nut farming,4,Fruit farming,5.817254750651285E-10
5,Tree nut farming,5,Tree nut farming,3.8645978526811281E-12
5,Tree nut farming,6,"Greenhouse, nursery, and floriculture production",7.4284626573547356E-10
5,Tree nut farming,9,Sugarcane and sugar beet farming,2.5294220297202995E-08
5,Tree nut farming,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",1.8009407452972263E-08
5,Tree nut farming,12,Dairy cattle and milk production,4.6823368981845844E-08
5,Tree nut farming,13,Poultry and egg production,2.4790954766779909E-10
5,Tree nut farming,14,"Animal production, except cattle and poultry and eggs",1.8473191660002687E-09
5,Tree nut farming,19,Support activities for agriculture and forestry,1.1810031901598835E-07
5,Tree nut farming,20,Extraction of natural gas and crude petroleum,8.5353293281950309E-09
5,Tree nut farming,51,"Water, sewage and other systems",3.7077604606326197E-08
5,Tree nut farming,62,Maintenance and repair construction of nonresidential structures,4.0941781938993987E-08
5,Tree nut farming,123,Other textile product mills,2.170719656966961E-10
5,Tree nut farming,142,Wood container and pallet manufacturing,2.1707322883565982E-09
5,Tree nut farming,154,Printing,5.8152148671743562E-14
5,Tree nut farming,180,Polish and other sanitation good manufacturing,2.9769411358684111E-09
5,Tree nut farming,188,Plastics packaging materials and unlaminated film and sheet manufacturing,1.6475325235865266E-11
5,Tree nut farming,238,Fabricated structural metal manufacturing,4.8854030252550684E-14
5,Tree nut farming,239,Plate work manufacturing,3.9697287048992893E-12
5,Tree nut farming,249,Machine shops,3.5552324234383268E-13
5,Tree nut farming,260,Fabricated pipe and pipe fitting manufacturing,5.5845658674817085E-14
5,Tree nut farming,271,All other industrial machinery manufacturing,1.1895341968671668E-14
5,Tree nut farming,279,"Special tool, die, jig, and fixture manufacturing",1.6922283337820498E-15
5,Tree nut farming,280,Cutting tool and machine tool accessory manufacturing,3.7020429884272464E-11
5,Tree nut farming,291,Conveyor and conveying equipment manufacturing,2.7168878678250537E-13
5,Tree nut farming,293,"Industrial truck, trailer, and stacker manufacturing",1.6399007194605786E-11
