Regional SAM Balances IO Detail Accounts ,,,,
InstitutionPayments,TypeCodesAll.Description,InstitutionReceipts,TypeCodesAll_1.Description,Value
1,Oilseed farming,1,Oilseed farming,0.00029262596201532973
1,Oilseed farming,2,Grain farming,0.00034215289111991926
1,Oilseed farming,3,Vegetable and melon farming,0.00029421099105662873
1,Oilseed farming,4,Fruit farming,0.00078302741655468522
1,Oilseed farming,5,Tree nut farming,4.532459826789455E-06
1,Oilseed farming,6,"Greenhouse, nursery, and floriculture production",8.7098504461336282E-05
1,Oilseed farming,10,All other crop farming,0.0068684289664178166
1,Oilseed farming,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",0.002007055936327079
1,Oilseed farming,12,Dairy cattle and milk production,0.00082138137473285189
1,Oilseed farming,13,Poultry and egg production,4.6389924193221822E-06
1,Oilseed farming,14,"Animal production, except cattle and poultry and eggs",0.0010467335726667068
1,Oilseed farming,19,Support activities for agriculture and forestry,0.14377495899715154
1,Oilseed farming,20,Extraction of natural gas and crude petroleum,0.00039608861545277832
1,Oilseed farming,31,Sand and gravel mining,3.1084953879401264E-05
1,Oilseed farming,49,Electric power transmission and distribution,0.004971146157627393
1,Oilseed farming,50,Natural gas distribution,0.00092462229456351241
1,Oilseed farming,62,Maintenance and repair construction of nonresidential structures,0.017920372364267911
1,Oilseed farming,134,Sawmills,5.8308220010341513E-05
1,Oilseed farming,142,Wood container and pallet manufacturing,1.795042736545821E-05
1,Oilseed farming,154,Printing,5.1822519766733512E-07
1,Oilseed farming,164,Other basic inorganic chemical manufacturing,0.00038261212055759608
1,Oilseed farming,191,"Laminated plastics plate, sheet (except packaging), and shape manufacturing",2.3295581144043261E-08
1,Oilseed farming,192,Polystyrene foam product manufacturing,2.5138765282709669E-06
1,Oilseed farming,193,Urethane and other foam product (except polystyrene) manufacturing,3.5041342634332941E-08
1,Oilseed farming,209,Other concrete product manufacturing,1.0423118619821083E-06
1,Oilseed farming,229,Ferrous metal foundries,1.6150758350855704E-07
1,Oilseed farming,248,Spring and wire product manufacturing,2.5603784752889026E-07
1,Oilseed farming,249,Machine shops,2.9068911528044926E-06
1,Oilseed farming,260,Fabricated pipe and pipe fitting manufacturing,3.3212623887647016E-08
1,Oilseed farming,281,Machine tool manufacturing,1.7970668750492376E-09
1,Oilseed farming,385,Sporting and athletic goods manufacturing,4.1527291102967597E-09
1,Oilseed farming,386,"Doll, toy, and game manufacturing",2.7287081293061674E-09
1,Oilseed farming,388,Sign manufacturing,1.3092332799145446E-09
1,Oilseed farming,395,Wholesale trade,0.013254890262187069
1,Oilseed farming,397,Retail - Furniture and home furnishings stores,7.3060215828910742E-06
1,Oilseed farming,398,Retail - Electronics and appliance stores,2.4687342032513005E-06
1,Oilseed farming,399,Retail - Building material and garden equipment and supplies stores,5.7689891134681762E-05
1,Oilseed farming,401,Retail - Health and personal care stores,7.6004302362116423E-05
1,Oilseed farming,402,Retail - Gasoline stores,6.9895238570989726E-05
1,Oilseed farming,403,Retail - Clothing and clothing accessories stores,4.7580162460644955E-05
1,Oilseed farming,404,"Retail - Sporting goods, hobby, musical instrument and book stores",2.5916050165095779E-05
1,Oilseed farming,405,Retail - General merchandise stores,0.00028384669060368094
1,Oilseed farming,406,Retail - Miscellaneous store retailers,7.3419110309031789E-05
1,Oilseed farming,407,Retail - Nonstore retailers,0.00024530817120171043
1,Oilseed farming,408,Air transportation,8.4514775685758624E-05
1,Oilseed farming,409,Rail transportation,0.00054232042306610884
1,Oilseed farming,410,Water transportation,0.0013110702216834885
1,Oilseed farming,411,Truck transportation,0.010693610936092224
1,Oilseed farming,416,Warehousing and storage,0.0074006635567305801
1,Oilseed farming,427,Wired telecommunications carriers,0.00013350406582844296
1,Oilseed farming,429,"Satellite, telecommunications resellers, and all other telecommunications",2.1025102858983086E-05
1,Oilseed farming,433,Monetary authorities and depository credit intermediation,0.0047462541989767848
1,Oilseed farming,434,Nondepository credit intermediation and related activities,0.00036863253202972304
1,Oilseed farming,435,Securities and commodity contracts intermediation and brokerage,3.2576191966810159E-05
1,Oilseed farming,436,Other financial investment activities,0.00036797160979856053
1,Oilseed farming,437,Insurance carriers,0.0020078132123870635
1,Oilseed farming,438,"Insurance agencies, brokerages, and related activities",0.0007271833387517343
1,Oilseed farming,440,Real estate,0.024843967063842287
