Regional SAM Balances IO Detail Accounts ,,,,
InstitutionPayments,TypeCodesAll.Description,InstitutionReceipts,TypeCodesAll_1.Description,Value
1,Oilseed farming,1,Oilseed farming,0.00071545882182309783
1,Oilseed farming,2,Grain farming,6.517567611073749E-06
1,Oilseed farming,3,Vegetable and melon farming,8.3149843801444976E-06
1,Oilseed farming,4,Fruit farming,0.00032662139253512162
1,Oilseed farming,5,Tree nut farming,7.930641873946681E-07
1,Oilseed farming,6,"Greenhouse, nursery, and floriculture production",1.9002339990365673E-05
1,Oilseed farming,10,All other crop farming,6.7931508823387745E-05
1,Oilseed farming,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",6.9167153193914338E-05
1,Oilseed farming,13,Poultry and egg production,4.8439732466505148E-06
1,Oilseed farming,14,"Animal production, except cattle and poultry and eggs",5.5715922772090962E-05
1,Oilseed farming,19,Support activities for agriculture and forestry,0.0013283963580236896
1,Oilseed farming,20,Extraction of natural gas and crude petroleum,1.1432187038734566E-05
1,Oilseed farming,31,Sand and gravel mining,3.7558278180646468E-07
1,Oilseed farming,51,"Water, sewage and other systems",3.5159317818309749E-05
1,Oilseed farming,62,Maintenance and repair construction of nonresidential structures,0.00027049887691400071
1,Oilseed farming,134,Sawmills,3.150050732171382E-07
1,Oilseed farming,151,Stationery product manufacturing,7.3853654777292327E-11
1,Oilseed farming,154,Printing,3.5913517022768677E-09
1,Oilseed farming,180,Polish and other sanitation good manufacturing,1.3089252292788098E-05
1,Oilseed farming,195,Other plastics product manufacturing,1.8158897346736452E-09
1,Oilseed farming,249,Machine shops,8.7761725320853854E-10
1,Oilseed farming,279,"Special tool, die, jig, and fixture manufacturing",2.2079109439614041E-11
1,Oilseed farming,285,Mechanical power transmission equipment manufacturing,4.3711236693609865E-09
1,Oilseed farming,292,"Overhead cranes, hoists, and monorail systems manufacturing",7.7921198240728911E-10
1,Oilseed farming,300,"Scales, balances, and miscellaneous general purpose machinery manufacturing",1.2617422020895597E-09
1,Oilseed farming,395,Wholesale trade,0.00015606097417192495
1,Oilseed farming,397,Retail - Furniture and home furnishings stores,1.2387548354654959E-07
1,Oilseed farming,398,Retail - Electronics and appliance stores,1.8591611850252179E-08
1,Oilseed farming,399,Retail - Building material and garden equipment and supplies stores,8.3618115447261788E-07
1,Oilseed farming,401,Retail - Health and personal care stores,8.9038936328891154E-07
1,Oilseed farming,402,Retail - Gasoline stores,1.0321985788965172E-06
1,Oilseed farming,403,Retail - Clothing and clothing accessories stores,6.2636481073927901E-07
1,Oilseed farming,404,"Retail - Sporting goods, hobby, musical instrument and book stores",2.1235711535216607E-07
1,Oilseed farming,405,Retail - General merchandise stores,2.6916324050766619E-06
1,Oilseed farming,406,Retail - Miscellaneous store retailers,8.2291535203555589E-07
1,Oilseed farming,407,Retail - Nonstore retailers,3.8806433673391097E-06
1,Oilseed farming,408,Air transportation,2.2284124545855202E-06
1,Oilseed farming,411,Truck transportation,2.4909273405646689E-05
1,Oilseed farming,416,Warehousing and storage,1.4411252540222114E-05
1,Oilseed farming,418,Periodical publishers,1.4108342663671724E-06
1,Oilseed farming,419,Book publishers,4.6046459119953985E-08
1,Oilseed farming,433,Monetary authorities and depository credit intermediation,0.00010005225001614212
1,Oilseed farming,434,Nondepository credit intermediation and related activities,4.4254897037952138E-06
1,Oilseed farming,436,Other financial investment activities,4.9775312365895184E-07
1,Oilseed farming,437,Insurance carriers,1.0403988207599059E-05
1,Oilseed farming,438,"Insurance agencies, brokerages, and related activities",1.0336867651747871E-05
1,Oilseed farming,440,Real estate,0.00035640342481986845
1,Oilseed farming,442,Automotive equipment rental and leasing,6.7175930105677312E-06
1,Oilseed farming,443,General and consumer goods rental except video tapes and discs,4.0742913267501402E-07
1,Oilseed farming,445,Commercial and industrial machinery and equipment rental and leasing,3.4772064375362434E-05
1,Oilseed farming,446,Lessors of nonfinancial intangible assets,4.1123266868128459E-06
1,Oilseed farming,447,Legal services,8.0386734576029642E-07
1,Oilseed farming,448,"Accounting, tax preparation, bookkeeping, and payroll services",1.4230633385724787E-05
1,Oilseed farming,449,"Architectural, engineering, and related services",6.8175603006708494E-07
1,Oilseed farming,451,Custom computer programming services,3.9467767357888382E-09
1,Oilseed farming,452,Computer systems design services,5.5126299178452808E-08
1,Oilseed farming,453,"Other computer related services, including facilities management",1.0515318144973528E-07
1,Oilseed farming,454,Management consulting services,5.3918371559861107E-07
1,Oilseed farming,460,"Marketing research and all other miscellaneous professional, scientific, and technical services",8.9900654476726384E-07
1,Oilseed farming,464,Employment services,3.5801809079606102E-08
1,Oilseed farming,465,Business support services,1.3607473016202847E-06
1,Oilseed farming,468,Services to buildings,2.8849783138228306E-07
1,Oilseed farming,469,Landscape and horticultural services,3.760335618105279E-07
1,Oilseed farming,470,Other support services,6.325172753745321E-08
1,Oilseed farming,471,Waste management and remediation services,2.9440875752979022E-06
1,Oilseed farming,488,Performing arts companies,4.6005096961368084E-07
1,Oilseed farming,496,Other amusement and recreation industries,4.4601648139889214E-06
1,Oilseed farming,499,"Hotels and motels, including casino hotels",2.7399009686968024E-05
1,Oilseed farming,500,Other accommodations,2.080780058038329E-07
1,Oilseed farming,501,Full-service restaurants,4.6145921068325044E-07
1,Oilseed farming,502,Limited-service restaurants,3.1099774230071149E-06
1,Oilseed farming,503,All other food and drinking places,2.3466045736135238E-06
1,Oilseed farming,504,"Automotive repair and maintenance, except car washes",6.287287143463252E-06
1,Oilseed farming,506,Electronic and precision equipment repair and maintenance,5.3617743135249787E-07
1,Oilseed farming,507,Commercial and industrial machinery and equipment repair and maintenance,7.7371827599787788E-07
1,Oilseed farming,515,Business and professional associations,5.4185313682029567E-05
1,Oilseed farming,518,Postal service,1.4103343776190332E-06
1,Oilseed farming,5001,Employee Compensation,0.00019976163457613438
1,Oilseed farming,6001,Proprietor Income,0.0057232505641877651
1,Oilseed farming,7001,Other Property Type Income,0.019719252362847328
1,Oilseed farming,8001,Tax on Production and Imports,0.00054744508815929294
1,Oilseed farming,11001,Federal Government NonDefense,0.0002980364308508383
1,Oilseed farming,12001,State/Local Govt NonEducation,9.6299449352753744E-05
