Regional SAM Balances IO Detail Accounts ,,,,
InstitutionPayments,TypeCodesAll.Description,InstitutionReceipts,TypeCodesAll_1.Description,Value
1,Oilseed farming,1,Oilseed farming,0.0039187768074910867
1,Oilseed farming,2,Grain farming,4.906755906955787E-05
1,Oilseed farming,3,Vegetable and melon farming,4.0390140583241186E-06
1,Oilseed farming,4,Fruit farming,3.3997321189369392E-06
1,Oilseed farming,5,Tree nut farming,9.5769541683214597E-09
1,Oilseed farming,6,"Greenhouse, nursery, and floriculture production",8.1223494864971976E-06
1,Oilseed farming,10,All other crop farming,0.00048967589361598174
1,Oilseed farming,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",0.00018362121585652202
1,Oilseed farming,12,Dairy cattle and milk production,0.00021882045384419291
1,Oilseed farming,13,Poultry and egg production,5.5353450420167483E-06
1,Oilseed farming,14,"Animal production, except cattle and poultry and eggs",4.6597919645501029E-05
1,Oilseed farming,19,Support activities for agriculture and forestry,0.0040637036733492948
1,Oilseed farming,20,Extraction of natural gas and crude petroleum,6.2641520590031585E-05
1,Oilseed farming,49,Electric power transmission and distribution,5.4323210650058379E-05
1,Oilseed farming,62,Maintenance and repair construction of nonresidential structures,0.0011651055605740868
1,Oilseed farming,134,Sawmills,3.0244315065981568E-06
1,Oilseed farming,154,Printing,2.2122806598417663E-09
1,Oilseed farming,249,Machine shops,3.8714105329517808E-08
1,Oilseed farming,260,Fabricated pipe and pipe fitting manufacturing,6.5556435539534045E-09
1,Oilseed farming,271,All other industrial machinery manufacturing,7.8258013003707998E-11
1,Oilseed farming,394,All other miscellaneous manufacturing,6.5558405663201013E-07
1,Oilseed farming,395,Wholesale trade,0.0016238878615809638
1,Oilseed farming,397,Retail - Furniture and home furnishings stores,7.0989673989784211E-08
1,Oilseed farming,398,Retail - Electronics and appliance stores,3.5512285814025247E-08
1,Oilseed farming,399,Retail - Building material and garden equipment and supplies stores,2.2415825638212334E-06
1,Oilseed farming,401,Retail - Health and personal care stores,1.7848130635087812E-06
1,Oilseed farming,402,Retail - Gasoline stores,4.6503621133292625E-06
1,Oilseed farming,403,Retail - Clothing and clothing accessories stores,2.4885904390946779E-06
1,Oilseed farming,404,"Retail - Sporting goods, hobby, musical instrument and book stores",1.649977279426164E-06
1,Oilseed farming,405,Retail - General merchandise stores,3.4535463766614122E-06
1,Oilseed farming,406,Retail - Miscellaneous store retailers,3.4856845546982033E-06
1,Oilseed farming,407,Retail - Nonstore retailers,2.0766725409553793E-05
1,Oilseed farming,409,Rail transportation,0.00025511292853011569
1,Oilseed farming,411,Truck transportation,0.00015326960527688172
1,Oilseed farming,416,Warehousing and storage,2.0527980652386771E-05
1,Oilseed farming,433,Monetary authorities and depository credit intermediation,0.00011605292326456046
1,Oilseed farming,434,Nondepository credit intermediation and related activities,1.423764781737359E-06
1,Oilseed farming,438,"Insurance agencies, brokerages, and related activities",2.664685232615753E-05
1,Oilseed farming,440,Real estate,0.0011196062150028996
1,Oilseed farming,443,General and consumer goods rental except video tapes and discs,2.9701308909958844E-06
1,Oilseed farming,446,Lessors of nonfinancial intangible assets,1.8916221608683559E-05
1,Oilseed farming,448,"Accounting, tax preparation, bookkeeping, and payroll services",0.00014745120170262666
1,Oilseed farming,449,"Architectural, engineering, and related services",5.9135602963403255E-06
1,Oilseed farming,451,Custom computer programming services,8.1099862336430138E-09
1,Oilseed farming,454,Management consulting services,1.2426915712880285E-07
1,Oilseed farming,462,Office administrative services,4.4693586981564646E-06
1,Oilseed farming,463,Facilities support services,4.068571764593654E-06
1,Oilseed farming,464,Employment services,1.9136961484846494E-06
1,Oilseed farming,465,Business support services,3.8841658890240941E-06
1,Oilseed farming,471,Waste management and remediation services,3.5460682951083886E-06
1,Oilseed farming,496,Other amusement and recreation industries,6.2010588524480381E-06
1,Oilseed farming,499,"Hotels and motels, including casino hotels",3.9483023259244236E-06
1,Oilseed farming,500,Other accommodations,1.3705580514565622E-07
1,Oilseed farming,501,Full-service restaurants,1.1611938195078722E-06
1,Oilseed farming,502,Limited-service restaurants,6.9642323552400118E-06
1,Oilseed farming,503,All other food and drinking places,9.8184491204543478E-06
1,Oilseed farming,504,"Automotive repair and maintenance, except car washes",3.3368758694451647E-05
1,Oilseed farming,506,Electronic and precision equipment repair and maintenance,5.2980964560509804E-06
1,Oilseed farming,507,Commercial and industrial machinery and equipment repair and maintenance,4.627752752308506E-06
1,Oilseed farming,518,Postal service,6.4692964681675562E-06
1,Oilseed farming,5001,Employee Compensation,0.00067453656811267138
1,Oilseed farming,6001,Proprietor Income,0.026212980970740318
1,Oilseed farming,7001,Other Property Type Income,0.090802974998950958
1,Oilseed farming,8001,Tax on Production and Imports,0.0025073457509279251
1,Oilseed farming,11001,Federal Government NonDefense,0.00061838031501287242
1,Oilseed farming,12001,State/Local Govt NonEducation,0.00015138440738510572
1,Oilseed farming,14002,Inventory Additions/Deletions,0.00050316500796398122
1,Oilseed farming,25001,Foreign Trade,0.0025035602010432963
1,Oilseed farming,28001,Domestic Trade,0.022707518668759596
