Regional SAM Balances IO Detail Accounts ,,,,
InstitutionPayments,TypeCodesAll.Description,InstitutionReceipts,TypeCodesAll_1.Description,Value
1,Oilseed farming,1,Oilseed farming,0.13396799441344687
1,Oilseed farming,2,Grain farming,0.053306175903030439
1,Oilseed farming,3,Vegetable and melon farming,0.0047662688177785018
1,Oilseed farming,4,Fruit farming,0.00019186552619976371
1,Oilseed farming,5,Tree nut farming,4.2160492139492559E-07
1,Oilseed farming,6,"Greenhouse, nursery, and floriculture production",0.0033220459323107521
1,Oilseed farming,9,Sugarcane and sugar beet farming,0.032054111672847663
1,Oilseed farming,10,All other crop farming,0.12866461936719631
1,Oilseed farming,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",0.055000169823746337
1,Oilseed farming,12,Dairy cattle and milk production,0.099377188614732326
1,Oilseed farming,13,Poultry and egg production,0.01025992964729594
1,Oilseed farming,14,"Animal production, except cattle and poultry and eggs",0.043855061293410547
1,Oilseed farming,19,Support activities for agriculture and forestry,1.145679937459299
1,Oilseed farming,20,Extraction of natural gas and crude petroleum,0.00084097875845818432
1,Oilseed farming,21,Extraction of natural gas liquids,0.0039737822383956733
1,Oilseed farming,31,Sand and gravel mining,0.0002843895329487766
1,Oilseed farming,49,Electric power transmission and distribution,0.095369410211374017
1,Oilseed farming,50,Natural gas distribution,0.00025638747873036119
1,Oilseed farming,51,"Water, sewage and other systems",0.0086415438185576399
1,Oilseed farming,62,Maintenance and repair construction of nonresidential structures,0.15908979984343041
1,Oilseed farming,149,Paperboard container manufacturing,9.9286056838894944E-07
1,Oilseed farming,154,Printing,2.1403053604722357E-05
1,Oilseed farming,160,All other petroleum and coal products manufacturing,0.0013060373819881177
1,Oilseed farming,166,Plastics material and resin manufacturing,0.00021515206368529286
1,Oilseed farming,189,Unlaminated plastics profile shape manufacturing,1.2834088957904851E-06
1,Oilseed farming,195,Other plastics product manufacturing,0.00013788819284210867
1,Oilseed farming,209,Other concrete product manufacturing,1.099418055886339E-05
1,Oilseed farming,239,Plate work manufacturing,8.1847976103694743E-05
1,Oilseed farming,249,Machine shops,1.4816395917348021E-05
1,Oilseed farming,250,"Turned product and screw, nut, and bolt manufacturing",7.5508251946200098E-08
1,Oilseed farming,252,Metal coating and nonprecious engraving,9.9447012658497939E-08
1,Oilseed farming,261,Other fabricated metal manufacturing,1.2463514777860847E-05
1,Oilseed farming,262,Farm machinery and equipment manufacturing,0.25407412762315573
