Regional SAM Balances IO Detail Accounts ,,,,
InstitutionPayments,TypeCodesAll.Description,InstitutionReceipts,TypeCodesAll_1.Description,Value
1,Oilseed farming,1,Oilseed farming,0.0018468314795862389
1,Oilseed farming,2,Grain farming,0.0021353892502714161
1,Oilseed farming,3,Vegetable and melon farming,0.0027891259319385714
1,Oilseed farming,4,Fruit farming,0.00038982070960416962
1,Oilseed farming,5,Tree nut farming,4.7069410324130772E-07
1,Oilseed farming,6,"Greenhouse, nursery, and floriculture production",0.00032331211833260855
1,Oilseed farming,10,All other crop farming,0.008884791700575656
1,Oilseed farming,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",0.003231220647695765
1,Oilseed farming,12,Dairy cattle and milk production,0.0027922801317475932
1,Oilseed farming,13,Poultry and egg production,6.0709033359856047E-05
1,Oilseed farming,14,"Animal production, except cattle and poultry and eggs",0.00071062057873284151
1,Oilseed farming,19,Support activities for agriculture and forestry,0.0028169418231536458
1,Oilseed farming,20,Extraction of natural gas and crude petroleum,0.00013999833517157681
1,Oilseed farming,30,Stone mining and quarrying,0.0013062194059987944
1,Oilseed farming,49,Electric power transmission and distribution,0.0064265649319150131
1,Oilseed farming,51,"Water, sewage and other systems",0.0018621267270004793
1,Oilseed farming,62,Maintenance and repair construction of nonresidential structures,0.016415915894605115
1,Oilseed farming,123,Other textile product mills,1.1758202581663768E-09
1,Oilseed farming,134,Sawmills,9.6650713221698055E-05
1,Oilseed farming,145,All other miscellaneous wood product manufacturing,0.00024644933306132606
1,Oilseed farming,154,Printing,2.4986166758847773E-07
1,Oilseed farming,188,Plastics packaging materials and unlaminated film and sheet manufacturing,1.3090163150095749E-08
1,Oilseed farming,197,Rubber and plastics hoses and belting manufacturing,8.5130802087714057E-06
1,Oilseed farming,249,Machine shops,6.7599519626083925E-09
1,Oilseed farming,394,All other miscellaneous manufacturing,6.6786529125151159E-07
1,Oilseed farming,395,Wholesale trade,0.0069239103262431212
1,Oilseed farming,397,Retail - Furniture and home furnishings stores,1.3228863550892363E-05
1,Oilseed farming,398,Retail - Electronics and appliance stores,1.2643291483712513E-06
1,Oilseed farming,399,Retail - Building material and garden equipment and supplies stores,6.1473492103867027E-05
1,Oilseed farming,401,Retail - Health and personal care stores,3.917256111770533E-05
1,Oilseed farming,402,Retail - Gasoline stores,8.5017737786179104E-05
1,Oilseed farming,403,Retail - Clothing and clothing accessories stores,2.6884267649840898E-05
1,Oilseed farming,404,"Retail - Sporting goods, hobby, musical instrument and book stores",5.3817171847486494E-06
1,Oilseed farming,405,Retail - General merchandise stores,3.3415259666875856E-05
1,Oilseed farming,406,Retail - Miscellaneous store retailers,9.0670324669752181E-05
1,Oilseed farming,407,Retail - Nonstore retailers,0.00031099685182031135
1,Oilseed farming,410,Water transportation,0.0015831394374502122
1,Oilseed farming,411,Truck transportation,0.01434146456511165
1,Oilseed farming,416,Warehousing and storage,0.0025439908836972919
1,Oilseed farming,427,Wired telecommunications carriers,0.00011760184553367796
1,Oilseed farming,433,Monetary authorities and depository credit intermediation,0.0077993603343129991
1,Oilseed farming,434,Nondepository credit intermediation and related activities,2.7355163870964282E-05
1,Oilseed farming,436,Other financial investment activities,0.00039419255718321777
1,Oilseed farming,437,Insurance carriers,0.00011982918819317817
1,Oilseed farming,438,"Insurance agencies, brokerages, and related activities",0.00088694703203253539
1,Oilseed farming,440,Real estate,0.014904546773516825
1,Oilseed farming,443,General and consumer goods rental except video tapes and discs,2.797708689240288E-06
1,Oilseed farming,445,Commercial and industrial machinery and equipment rental and leasing,0.0010451042122648219
1,Oilseed farming,446,Lessors of nonfinancial intangible assets,0.00026049412008205541
1,Oilseed farming,447,Legal services,0.00012180702299362852
1,Oilseed farming,448,"Accounting, tax preparation, bookkeeping, and payroll services",0.00062691622535649208
1,Oilseed farming,449,"Architectural, engineering, and related services",2.4788261860840717E-05
1,Oilseed farming,451,Custom computer programming services,3.1367335439913523E-07
1,Oilseed farming,452,Computer systems design services,1.4459190353158669E-05
1,Oilseed farming,453,"Other computer related services, including facilities management",1.5095887692821502E-05
1,Oilseed farming,454,Management consulting services,1.3739616011470158E-05
1,Oilseed farming,460,"Marketing research and all other miscellaneous professional, scientific, and technical services",7.398390682584197E-05
1,Oilseed farming,465,Business support services,8.8939484955653444E-05
1,Oilseed farming,468,Services to buildings,3.92212460887339E-05
1,Oilseed farming,469,Landscape and horticultural services,1.4687744043629541E-05
1,Oilseed farming,470,Other support services,2.1452291412103877E-06
1,Oilseed farming,471,Waste management and remediation services,0.00022621330444960903
1,Oilseed farming,473,"Junior colleges, colleges, universities, and professional schools",0.000150098519261164
1,Oilseed farming,496,Other amusement and recreation industries,8.2064277106088691E-05
1,Oilseed farming,499,"Hotels and motels, including casino hotels",4.0687917485571429E-05
1,Oilseed farming,500,Other accommodations,4.3082301781538878E-07
1,Oilseed farming,501,Full-service restaurants,2.12131647724476E-05
1,Oilseed farming,502,Limited-service restaurants,0.00053856240489748297
1,Oilseed farming,503,All other food and drinking places,0.00015486373093623676
