Regional SAM Balances IO Detail Accounts ,,,,
InstitutionPayments,TypeCodesAll.Description,InstitutionReceipts,TypeCodesAll_1.Description,Value
1,Oilseed farming,1,Oilseed farming,0.00032442670873129853
1,Oilseed farming,2,Grain farming,7.2548130779567918E-07
1,Oilseed farming,3,Vegetable and melon farming,9.1602343889857869E-06
1,Oilseed farming,4,Fruit farming,4.3319820630881821E-06
1,Oilseed farming,6,"Greenhouse, nursery, and floriculture production",2.7862683989008253E-05
1,Oilseed farming,10,All other crop farming,5.2677297165346689E-05
1,Oilseed farming,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",1.8631650352796863E-05
1,Oilseed farming,13,Poultry and egg production,3.6336927771080636E-07
1,Oilseed farming,14,"Animal production, except cattle and poultry and eggs",8.3065642076407564E-06
1,Oilseed farming,19,Support activities for agriculture and forestry,0.00085385399550166191
1,Oilseed farming,20,Extraction of natural gas and crude petroleum,2.5857771678916086E-06
1,Oilseed farming,31,Sand and gravel mining,2.3094699444502784E-06
1,Oilseed farming,49,Electric power transmission and distribution,3.4177993984948205E-05
1,Oilseed farming,62,Maintenance and repair construction of nonresidential structures,0.00013515661094050998
1,Oilseed farming,142,Wood container and pallet manufacturing,3.0807264054853888E-07
1,Oilseed farming,154,Printing,2.7010942788766667E-10
1,Oilseed farming,180,Polish and other sanitation good manufacturing,2.0578656693198997E-05
1,Oilseed farming,238,Fabricated structural metal manufacturing,1.3062065923261425E-08
1,Oilseed farming,242,Ornamental and architectural metal work manufacturing,1.2025401023674182E-06
1,Oilseed farming,249,Machine shops,3.9657022372725648E-09
1,Oilseed farming,261,Other fabricated metal manufacturing,1.254130795193968E-08
1,Oilseed farming,271,All other industrial machinery manufacturing,9.4456901198358625E-12
1,Oilseed farming,394,All other miscellaneous manufacturing,1.1602317872937863E-07
1,Oilseed farming,395,Wholesale trade,7.9653095094068746E-05
1,Oilseed farming,397,Retail - Furniture and home furnishings stores,2.1253234029379219E-08
1,Oilseed farming,398,Retail - Electronics and appliance stores,4.7614858672105802E-09
1,Oilseed farming,399,Retail - Building material and garden equipment and supplies stores,4.1611149485004892E-07
1,Oilseed farming,401,Retail - Health and personal care stores,6.9354104442628334E-07
1,Oilseed farming,402,Retail - Gasoline stores,4.6848408896813296E-07
1,Oilseed farming,403,Retail - Clothing and clothing accessories stores,2.1843197860514073E-07
1,Oilseed farming,404,"Retail - Sporting goods, hobby, musical instrument and book stores",2.1253306177777577E-07
1,Oilseed farming,405,Retail - General merchandise stores,2.0470539902682863E-06
1,Oilseed farming,406,Retail - Miscellaneous store retailers,5.3796645652142507E-07
1,Oilseed farming,407,Retail - Nonstore retailers,1.9086647841312361E-06
1,Oilseed farming,411,Truck transportation,4.5085874132437271E-05
1,Oilseed farming,416,Warehousing and storage,4.8198321533938636E-06
1,Oilseed farming,427,Wired telecommunications carriers,3.1977471215232072E-07
1,Oilseed farming,429,"Satellite, telecommunications resellers, and all other telecommunications",2.0960850851287466E-07
