Regional SAM Balances IO Detail Accounts ,,,,
InstitutionPayments,TypeCodesAll.Description,InstitutionReceipts,TypeCodesAll_1.Description,Value
1,Oilseed farming,1,Oilseed farming,0.00011191941399747891
1,Oilseed farming,2,Grain farming,0.00037172821083869545
1,Oilseed farming,3,Vegetable and melon farming,6.3845129513145742E-05
1,Oilseed farming,4,Fruit farming,2.8479242003135504E-05
1,Oilseed farming,5,Tree nut farming,1.0202674654048545E-08
1,Oilseed farming,6,"Greenhouse, nursery, and floriculture production",8.4135566780101957E-05
1,Oilseed farming,9,Sugarcane and sugar beet farming,7.8135508758685364E-05
1,Oilseed farming,10,All other crop farming,0.0021749681969836232
1,Oilseed farming,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",0.001410547364211201
1,Oilseed farming,12,Dairy cattle and milk production,0.0029671707955639115
1,Oilseed farming,13,Poultry and egg production,7.6124809067300682E-06
1,Oilseed farming,14,"Animal production, except cattle and poultry and eggs",9.7422308952726036E-05
1,Oilseed farming,19,Support activities for agriculture and forestry,0.0081015110410670443
1,Oilseed farming,20,Extraction of natural gas and crude petroleum,6.3184651275770276E-05
1,Oilseed farming,49,Electric power transmission and distribution,0.0010228013695061378
1,Oilseed farming,62,Maintenance and repair construction of nonresidential structures,0.0056108126681342352
1,Oilseed farming,117,Textile and fabric finishing mills,8.9213529480166228E-08
1,Oilseed farming,134,Sawmills,4.1439785212381763E-06
1,Oilseed farming,135,Wood preservation,1.0300430838493767E-05
1,Oilseed farming,140,"Cut stock, resawing lumber, and planing",1.3270815258035465E-05
1,Oilseed farming,142,Wood container and pallet manufacturing,6.8578614984866762E-06
1,Oilseed farming,154,Printing,4.2794317609914826E-08
1,Oilseed farming,187,Other miscellaneous chemical product manufacturing,1.2360433594868448E-05
1,Oilseed farming,209,Other concrete product manufacturing,4.9760133585122786E-08
1,Oilseed farming,229,Ferrous metal foundries,3.3703415242816067E-09
1,Oilseed farming,240,Metal window and door manufacturing,2.0130574019153082E-08
1,Oilseed farming,241,Sheet metal work manufacturing,1.0694955161382461E-10
1,Oilseed farming,249,Machine shops,5.1047867521561506E-07
1,Oilseed farming,261,Other fabricated metal manufacturing,8.5492233243772225E-07
1,Oilseed farming,264,Construction machinery manufacturing,8.5760146930458732E-06
1,Oilseed farming,279,"Special tool, die, jig, and fixture manufacturing",4.2475836911327569E-10
1,Oilseed farming,280,Cutting tool and machine tool accessory manufacturing,7.13184413371758E-07
1,Oilseed farming,350,Motor vehicle gasoline engine and engine parts manufacturing,1.1055189696009601E-06
1,Oilseed farming,364,Boat building,3.8682382340483936E-09
1,Oilseed farming,385,Sporting and athletic goods manufacturing,8.1686641452961645E-10
1,Oilseed farming,386,"Doll, toy, and game manufacturing",4.0163255385437749E-09
1,Oilseed farming,395,Wholesale trade,0.0095747842167998032
1,Oilseed farming,397,Retail - Furniture and home furnishings stores,1.8252290924442103E-06
1,Oilseed farming,398,Retail - Electronics and appliance stores,1.1247367619344961E-07
1,Oilseed farming,399,Retail - Building material and garden equipment and supplies stores,1.7245514628900409E-05
1,Oilseed farming,401,Retail - Health and personal care stores,3.1931938846553685E-05
1,Oilseed farming,402,Retail - Gasoline stores,2.0913375243711545E-05
1,Oilseed farming,403,Retail - Clothing and clothing accessories stores,7.3598221957305206E-05
1,Oilseed farming,404,"Retail - Sporting goods, hobby, musical instrument and book stores",2.0594417312924966E-06
1,Oilseed farming,405,Retail - General merchandise stores,8.4863182094976376E-05
1,Oilseed farming,406,Retail - Miscellaneous store retailers,1.9286495471556447E-05
1,Oilseed farming,407,Retail - Nonstore retailers,6.2888497174618842E-05
1,Oilseed farming,408,Air transportation,1.3756412486996134E-05
1,Oilseed farming,409,Rail transportation,0.00096376536507424004
1,Oilseed farming,411,Truck transportation,0.00354740570710943
1,Oilseed farming,416,Warehousing and storage,0.0020171311228184274
1,Oilseed farming,422,Software publishers,1.8427333655277023E-07
1,Oilseed farming,427,Wired telecommunications carriers,4.3596057032226077E-05
1,Oilseed farming,433,Monetary authorities and depository credit intermediation,0.0017563982524614052
1,Oilseed farming,434,Nondepository credit intermediation and related activities,5.4006265436858797E-05
1,Oilseed farming,436,Other financial investment activities,0.00012540373513000164
1,Oilseed farming,437,Insurance carriers,0.00039948047537825826
1,Oilseed farming,438,"Insurance agencies, brokerages, and related activities",0.00021706316344979534
1,Oilseed farming,440,Real estate,0.0042996113620721865
1,Oilseed farming,443,General and consumer goods rental except video tapes and discs,5.7409586908256822E-06
1,Oilseed farming,445,Commercial and industrial machinery and equipment rental and leasing,0.0007315247700625388
1,Oilseed farming,446,Lessors of nonfinancial intangible assets,3.1349268138412909E-05
1,Oilseed farming,447,Legal services,2.9904560763945563E-05
1,Oilseed farming,448,"Accounting, tax preparation, bookkeeping, and payroll services",0.00021267443660665658
1,Oilseed farming,449,"Architectural, engineering, and related services",6.0128440993828481E-06
1,Oilseed farming,451,Custom computer programming services,1.8848616928207393E-07
1,Oilseed farming,453,"Other computer related services, including facilities management",3.4929854167826914E-06
1,Oilseed farming,454,Management consulting services,2.4396416184253227E-06
1,Oilseed farming,460,"Marketing research and all other miscellaneous professional, scientific, and technical services",1.209036167245151E-05
1,Oilseed farming,462,Office administrative services,4.9167195561149331E-06
1,Oilseed farming,464,Employment services,3.6286479313194235E-06
1,Oilseed farming,468,Services to buildings,6.3206344676013755E-06
1,Oilseed farming,469,Landscape and horticultural services,5.4900481313998294E-06
1,Oilseed farming,471,Waste management and remediation services,4.849794686837515E-05
1,Oilseed farming,488,Performing arts companies,2.6996773896165898E-07
1,Oilseed farming,496,Other amusement and recreation industries,5.0125505810134918E-05
1,Oilseed farming,499,"Hotels and motels, including casino hotels",5.6870899533601783E-06
1,Oilseed farming,500,Other accommodations,9.6708102718354476E-07
1,Oilseed farming,501,Full-service restaurants,9.4491685652587807E-06
1,Oilseed farming,502,Limited-service restaurants,0.00015436981778477708
1,Oilseed farming,503,All other food and drinking places,2.9211774196060466E-05
1,Oilseed farming,504,"Automotive repair and maintenance, except car washes",0.00021474502072217627
1,Oilseed farming,506,Electronic and precision equipment repair and maintenance,2.728822900875498E-05
1,Oilseed farming,507,Commercial and industrial machinery and equipment repair and maintenance,3.2774398384465778E-05
