Regional SAM Balances IO Detail Accounts ,,,,
InstitutionPayments,TypeCodesAll.Description,InstitutionReceipts,TypeCodesAll_1.Description,Value
1,Oilseed farming,1,Oilseed farming,0.00032851603639963076
1,Oilseed farming,2,Grain farming,0.0012677607829142054
1,Oilseed farming,3,Vegetable and melon farming,0.001975847741444714
1,Oilseed farming,4,Fruit farming,7.4532094376167021E-05
1,Oilseed farming,5,Tree nut farming,1.9805808587075257E-07
1,Oilseed farming,6,"Greenhouse, nursery, and floriculture production",8.5469872620055551E-05
1,Oilseed farming,10,All other crop farming,0.0040695273499552487
1,Oilseed farming,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",0.0015160862413187565
1,Oilseed farming,12,Dairy cattle and milk production,0.00232668068795093
1,Oilseed farming,13,Poultry and egg production,3.9871573388006263E-05
1,Oilseed farming,14,"Animal production, except cattle and poultry and eggs",0.0036684968873543222
1,Oilseed farming,19,Support activities for agriculture and forestry,0.043998288654709672
1,Oilseed farming,20,Extraction of natural gas and crude petroleum,0.00016437462442700675
1,Oilseed farming,31,Sand and gravel mining,1.5109394554994274E-05
1,Oilseed farming,36,Other nonmetallic minerals,1.2988960009076918E-05
1,Oilseed farming,49,Electric power transmission and distribution,0.0016433887406103881
1,Oilseed farming,50,Natural gas distribution,0.00046656860263826275
1,Oilseed farming,51,"Water, sewage and other systems",0.00029517373168986769
1,Oilseed farming,62,Maintenance and repair construction of nonresidential structures,0.0058199078775250657
1,Oilseed farming,130,Apparel accessories and other apparel manufacturing,2.0694866702219196E-08
1,Oilseed farming,134,Sawmills,2.8199125979476653E-06
1,Oilseed farming,142,Wood container and pallet manufacturing,1.5512676383291142E-05
1,Oilseed farming,152,Sanitary paper product manufacturing,2.8979605412736593E-05
1,Oilseed farming,154,Printing,1.6379685159821843E-07
1,Oilseed farming,195,Other plastics product manufacturing,2.3033176162108739E-06
1,Oilseed farming,199,"Pottery, ceramics, and plumbing fixture manufacturing",5.067751454849881E-06
1,Oilseed farming,213,Cut stone and stone product manufacturing,1.4599670311050278E-05
1,Oilseed farming,236,Handtool manufacturing,9.2086514827022145E-07
1,Oilseed farming,249,Machine shops,2.3907438275754095E-07
1,Oilseed farming,250,"Turned product and screw, nut, and bolt manufacturing",2.4677651615868215E-08
1,Oilseed farming,264,Construction machinery manufacturing,4.8451608909197939E-05
1,Oilseed farming,270,Printing machinery and equipment manufacturing,8.8134409517545113E-09
1,Oilseed farming,279,"Special tool, die, jig, and fixture manufacturing",3.5717887501655504E-10
1,Oilseed farming,280,Cutting tool and machine tool accessory manufacturing,6.656855929513625E-07
1,Oilseed farming,281,Machine tool manufacturing,1.5670101904756737E-09
1,Oilseed farming,343,Automobile manufacturing,1.6630561903151783E-06
1,Oilseed farming,350,Motor vehicle gasoline engine and engine parts manufacturing,4.2799591657227492E-06
1,Oilseed farming,394,All other miscellaneous manufacturing,5.3338158828548183E-06
1,Oilseed farming,395,Wholesale trade,0.0034651794543344439
1,Oilseed farming,397,Retail - Furniture and home furnishings stores,3.2566271721137059E-06
1,Oilseed farming,398,Retail - Electronics and appliance stores,4.6686163968686156E-07
1,Oilseed farming,399,Retail - Building material and garden equipment and supplies stores,3.1504092186983648E-05
1,Oilseed farming,401,Retail - Health and personal care stores,3.4317383862426942E-05
1,Oilseed farming,402,Retail - Gasoline stores,3.8301636032214877E-05
1,Oilseed farming,403,Retail - Clothing and clothing accessories stores,3.7529592954870005E-05
1,Oilseed farming,404,"Retail - Sporting goods, hobby, musical instrument and book stores",1.43968422912957E-05
1,Oilseed farming,405,Retail - General merchandise stores,0.00015467509779144156
1,Oilseed farming,406,Retail - Miscellaneous store retailers,3.9704853114234852E-05
1,Oilseed farming,407,Retail - Nonstore retailers,0.00015939599505928812
1,Oilseed farming,408,Air transportation,3.1892183581299846E-05
1,Oilseed farming,411,Truck transportation,0.0053837042592919104
1,Oilseed farming,413,Pipeline transportation,0.00028255016599636196
1,Oilseed farming,416,Warehousing and storage,0.00070807037115202393
1,Oilseed farming,427,Wired telecommunications carriers,3.8421649615107004E-05
1,Oilseed farming,428,Wireless telecommunications carriers (except satellite),0.00050825348370354267
1,Oilseed farming,433,Monetary authorities and depository credit intermediation,0.0021389092808379861
1,Oilseed farming,434,Nondepository credit intermediation and related activities,0.00013027806004065664
1,Oilseed farming,435,Securities and commodity contracts intermediation and brokerage,3.5139526719684582E-05
1,Oilseed farming,436,Other financial investment activities,0.00019367921500914806
1,Oilseed farming,437,Insurance carriers,1.4905695079647004E-05
1,Oilseed farming,438,"Insurance agencies, brokerages, and related activities",0.00036308900285072707
1,Oilseed farming,440,Real estate,0.011530213662557243
1,Oilseed farming,442,Automotive equipment rental and leasing,0.00018706109828267419
1,Oilseed farming,443,General and consumer goods rental except video tapes and discs,2.6151635714445577E-05
1,Oilseed farming,445,Commercial and industrial machinery and equipment rental and leasing,0.00076375907041407315
1,Oilseed farming,446,Lessors of nonfinancial intangible assets,0.00015410115927809442
1,Oilseed farming,447,Legal services,6.5937055076558185E-05
1,Oilseed farming,448,"Accounting, tax preparation, bookkeeping, and payroll services",0.001558733913180621
1,Oilseed farming,449,"Architectural, engineering, and related services",2.1342285109496274E-05
1,Oilseed farming,451,Custom computer programming services,7.3023950377522833E-08
1,Oilseed farming,452,Computer systems design services,3.5095335717801393E-06
1,Oilseed farming,453,"Other computer related services, including facilities management",2.4806044376547975E-06
1,Oilseed farming,454,Management consulting services,5.9203970411851646E-06
1,Oilseed farming,460,"Marketing research and all other miscellaneous professional, scientific, and technical services",1.6430132466832754E-05
1,Oilseed farming,462,Office administrative services,8.3035023316295042E-06
1,Oilseed farming,464,Employment services,2.5979817484901363E-05
1,Oilseed farming,465,Business support services,4.1502534035287031E-05
1,Oilseed farming,468,Services to buildings,1.8078662514862238E-05
1,Oilseed farming,469,Landscape and horticultural services,7.4018031876482595E-06
1,Oilseed farming,471,Waste management and remediation services,0.00010462399574741495
1,Oilseed farming,488,Performing arts companies,3.6422967996600341E-05
1,Oilseed farming,491,Promoters of performing arts and sports and agents for public figures,4.5487607132887727E-06
1,Oilseed farming,496,Other amusement and recreation industries,8.6073980379132789E-05
1,Oilseed farming,499,"Hotels and motels, including casino hotels",7.4983425150955928E-05
1,Oilseed farming,500,Other accommodations,1.0596447486287247E-06
1,Oilseed farming,501,Full-service restaurants,1.800070944487362E-05
1,Oilseed farming,502,Limited-service restaurants,0.00016655333474207418
1,Oilseed farming,503,All other food and drinking places,6.2717715028255683E-05
1,Oilseed farming,504,"Automotive repair and maintenance, except car washes",0.00037678565018996191
1,Oilseed farming,506,Electronic and precision equipment repair and maintenance,1.220985612032004E-05
1,Oilseed farming,507,Commercial and industrial machinery and equipment repair and maintenance,3.8989964683770056E-05
1,Oilseed farming,515,Business and professional associations,0.00081237081790787313
1,Oilseed farming,518,Postal service,5.2288367517144916E-05
1,Oilseed farming,5001,Employee Compensation,0.0060972347855567932
1,Oilseed farming,6001,Proprietor Income,0.21337619423866272
1,Oilseed farming,7001,Other Property Type Income,0.73791617155075073
1,Oilseed farming,8001,Tax on Production and Imports,0.020410036668181419
1,Oilseed farming,11001,Federal Government NonDefense,1.6857138707753645E-05
1,Oilseed farming,12001,State/Local Govt NonEducation,0.003234913302988046
1,Oilseed farming,14002,Inventory Additions/Deletions,0.00010261282851517494
1,Oilseed farming,25001,Foreign Trade,0.020417805152989778
1,Oilseed farming,28001,Domestic Trade,0.20763330887148579
2,Grain farming,1,Oilseed farming,0.0059555782786082645
2,Grain farming,2,Grain farming,0.11708632214874015
2,Grain farming,3,Vegetable and melon farming,0.076206386725654163
2,Grain farming,4,Fruit farming,0.0028748071858899216
2,Grain farming,5,Tree nut farming,7.6393795757035907E-06
2,Grain farming,6,"Greenhouse, nursery, and floriculture production",0.0032964845254035979
2,Grain farming,10,All other crop farming,0.080607238645437285
2,Grain farming,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",0.071917865260383351
2,Grain farming,12,Dairy cattle and milk production,0.08973815583345246
2,Grain farming,13,Poultry and egg production,0.0011271364299543785
2,Grain farming,14,"Animal production, except cattle and poultry and eggs",0.15431920163226209
2,Grain farming,19,Support activities for agriculture and forestry,1.6988340898287788
2,Grain farming,20,Extraction of natural gas and crude petroleum,0.0058647865841028324
2,Grain farming,31,Sand and gravel mining,0.0010074322881268027
2,Grain farming,36,Other nonmetallic minerals,0.00086605046540935704
2,Grain farming,49,Electric power transmission and distribution,0.023823553493337979
2,Grain farming,50,Natural gas distribution,0.058375427028771298
2,Grain farming,51,"Water, sewage and other systems",0.011276094215593502
2,Grain farming,62,Maintenance and repair construction of nonresidential structures,0.095176729262638204
2,Grain farming,142,Wood container and pallet manufacturing,0.0005135693748451256
2,Grain farming,152,Sanitary paper product manufacturing,0.00035085967499265749
2,Grain farming,154,Printing,5.4480817621598877E-06
2,Grain farming,195,Other plastics product manufacturing,5.6200206417296623E-05
2,Grain farming,199,"Pottery, ceramics, and plumbing fixture manufacturing",7.6779853733576799E-05
2,Grain farming,213,Cut stone and stone product manufacturing,0.00097317478697095394
2,Grain farming,236,Handtool manufacturing,2.229522155582672E-05
2,Grain farming,249,Machine shops,1.0073508117575342E-05
2,Grain farming,250,"Turned product and screw, nut, and bolt manufacturing",1.0398041007144679E-06
2,Grain farming,264,Construction machinery manufacturing,0.0013792482026056124
2,Grain farming,270,Printing machinery and equipment manufacturing,1.0610237551877334E-07
2,Grain farming,279,"Special tool, die, jig, and fixture manufacturing",1.5049894747604625E-08
2,Grain farming,280,Cutting tool and machine tool accessory manufacturing,1.7357790919211597E-05
2,Grain farming,281,Machine tool manufacturing,6.6026689910391458E-08
2,Grain farming,297,Industrial process furnace and oven manufacturing,1.4776477745322458E-08
2,Grain farming,343,Automobile manufacturing,5.0095969387536389E-05
2,Grain farming,350,Motor vehicle gasoline engine and engine parts manufacturing,0.0001104774758010716
2,Grain farming,394,All other miscellaneous manufacturing,0.00014982850384574753
2,Grain farming,395,Wholesale trade,0.095625485293818535
2,Grain farming,397,Retail - Furniture and home furnishings stores,0.0001033601120870465
2,Grain farming,398,Retail - Electronics and appliance stores,1.4817439207859186E-05
2,Grain farming,399,Retail - Building material and garden equipment and supplies stores,0.00099988936991771138
2,Grain farming,400,Retail - Food and beverage stores,0.0014110562274371602
2,Grain farming,401,Retail - Health and personal care stores,0.0010891787759374216
2,Grain farming,402,Retail - Gasoline stores,0.0012156324325815066
2,Grain farming,403,Retail - Clothing and clothing accessories stores,0.0011911290232136107
2,Grain farming,404,"Retail - Sporting goods, hobby, musical instrument and book stores",0.00045693269091403449
2,Grain farming,405,Retail - General merchandise stores,0.0027931310328480341
2,Grain farming,406,Retail - Miscellaneous store retailers,0.001260168427571734
2,Grain farming,407,Retail - Nonstore retailers,0.0050589731850333441
2,Grain farming,408,Air transportation,0.0010654347683473897
2,Grain farming,411,Truck transportation,0.11124183083702022
2,Grain farming,413,Pipeline transportation,0.016062813557153888
2,Grain farming,416,Warehousing and storage,0.004133746503663327
2,Grain farming,417,Newspaper publishers,7.8478817273575953E-05
2,Grain farming,420,"Directory, mailing list, and other publishers",1.6351625458388593E-05
2,Grain farming,425,Radio and television broadcasting,1.6477067129831192E-05
2,Grain farming,427,Wired telecommunications carriers,0.00067887181925419676
2,Grain farming,428,Wireless telecommunications carriers (except satellite),0.0093659402348463816
2,Grain farming,430,"Data processing, hosting, and related services",1.236329544092169E-06
2,Grain farming,433,Monetary authorities and depository credit intermediation,0.073123942559196742
2,Grain farming,434,Nondepository credit intermediation and related activities,0.0066930192878529304
2,Grain farming,435,Securities and commodity contracts intermediation and brokerage,0.0030485684548611225
2,Grain farming,436,Other financial investment activities,0.0044152336313342255
2,Grain farming,437,Insurance carriers,0.00075201152690492629
2,Grain farming,438,"Insurance agencies, brokerages, and related activities",0.0031569199432716355
2,Grain farming,440,Real estate,0.45905051704273347
2,Grain farming,442,Automotive equipment rental and leasing,0.017377162877746821
2,Grain farming,443,General and consumer goods rental except video tapes and discs,0.0017679013281030054
2,Grain farming,445,Commercial and industrial machinery and equipment rental and leasing,0.05163159261916439
2,Grain farming,446,Lessors of nonfinancial intangible assets,0.0091433761568276983
2,Grain farming,447,Legal services,0.0057153349152956334
2,Grain farming,448,"Accounting, tax preparation, bookkeeping, and payroll services",0.031079751434810898
2,Grain farming,451,Custom computer programming services,2.10987244669723E-05
2,Grain farming,452,Computer systems design services,0.0010140053831366597
2,Grain farming,453,"Other computer related services, including facilities management",0.00064233203257098997
2,Grain farming,457,"Advertising, public relations, and related services",8.427476287702941E-06
2,Grain farming,460,"Marketing research and all other miscellaneous professional, scientific, and technical services",0.01572489734969662
2,Grain farming,462,Office administrative services,7.5048673663632125E-05
2,Grain farming,465,Business support services,0.00075144676008445654
2,Grain farming,466,Travel arrangement and reservation services,0.00076736685040661862
2,Grain farming,468,Services to buildings,0.0064204872140241065
2,Grain farming,469,Landscape and horticultural services,0.0026286889264388047
2,Grain farming,488,Performing arts companies,0.00066123571601094111
2,Grain farming,491,Promoters of performing arts and sports and agents for public figures,0.00017249957833991199
2,Grain farming,492,"Independent artists, writers, and performers",4.9864758407452449E-05
2,Grain farming,496,Other amusement and recreation industries,0.0014679768734248838
2,Grain farming,499,"Hotels and motels, including casino hotels",0.0029853159310331001
2,Grain farming,500,Other accommodations,4.2187460959621122E-05
2,Grain farming,501,Full-service restaurants,0.00032505774395867257
2,Grain farming,502,Limited-service restaurants,0.0032081376441438769
2,Grain farming,503,All other food and drinking places,0.0013213197487576406
2,Grain farming,504,"Automotive repair and maintenance, except car washes",0.010332022090692172
2,Grain farming,506,Electronic and precision equipment repair and maintenance,0.00033407004194781209
2,Grain farming,507,Commercial and industrial machinery and equipment repair and maintenance,0.0010952399037770927
2,Grain farming,515,Business and professional associations,0.0021739694006267796
2,Grain farming,516,Labor and civic organizations,2.4618226862927085E-07
2,Grain farming,518,Postal service,0.0014687961180446518
2,Grain farming,5001,Employee Compensation,0.22466312348842621
2,Grain farming,6001,Proprietor Income,0.57969796657562256
2,Grain farming,7001,Other Property Type Income,3.0170519351959229
2,Grain farming,8001,Tax on Production and Imports,-1.6271997690200806
2,Grain farming,11001,Federal Government NonDefense,0.00046932599331157024
2,Grain farming,12001,State/Local Govt NonEducation,0.12177526289475862
2,Grain farming,14002,Inventory Additions/Deletions,0.0017715434930430556
2,Grain farming,25001,Foreign Trade,0.71041888524334085
2,Grain farming,28001,Domestic Trade,6.8465926923309173
3,Vegetable and melon farming,1,Oilseed farming,0.00066936396931961684
3,Vegetable and melon farming,2,Grain farming,0.0055912289600590359
3,Vegetable and melon farming,3,Vegetable and melon farming,0.042456948969127772
3,Vegetable and melon farming,4,Fruit farming,0.00032829970234426326
3,Vegetable and melon farming,5,Tree nut farming,8.7240853213124811E-07
3,Vegetable and melon farming,6,"Greenhouse, nursery, and floriculture production",0.0003764497896211888
3,Vegetable and melon farming,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",0.0048027351571757748
3,Vegetable and melon farming,12,Dairy cattle and milk production,0.010247872993254026
3,Vegetable and melon farming,13,Poultry and egg production,0.00012871611606737887
3,Vegetable and melon farming,14,"Animal production, except cattle and poultry and eggs",0.013464290801597389
3,Vegetable and melon farming,19,Support activities for agriculture and forestry,0.1940464729612188
3,Vegetable and melon farming,20,Extraction of natural gas and crude petroleum,0.00037495262090248699
3,Vegetable and melon farming,31,Sand and gravel mining,7.5259390121045974E-05
3,Vegetable and melon farming,36,Other nonmetallic minerals,6.4697575619335895E-05
3,Vegetable and melon farming,49,Electric power transmission and distribution,0.0097545820637598979
3,Vegetable and melon farming,50,Natural gas distribution,0.0011509147109048934
3,Vegetable and melon farming,51,"Water, sewage and other systems",0.0014648478841445545
3,Vegetable and melon farming,62,Maintenance and repair construction of nonresidential structures,0.017289356654584198
3,Vegetable and melon farming,142,Wood container and pallet manufacturing,0.0053036836570934387
3,Vegetable and melon farming,152,Sanitary paper product manufacturing,8.6743653047106212E-05
3,Vegetable and melon farming,154,Printing,2.185408471237554E-06
3,Vegetable and melon farming,195,Other plastics product manufacturing,4.9037131068187158E-06
3,Vegetable and melon farming,199,"Pottery, ceramics, and plumbing fixture manufacturing",8.890140547517314E-06
3,Vegetable and melon farming,213,Cut stone and stone product manufacturing,7.268854134083718E-05
3,Vegetable and melon farming,236,Handtool manufacturing,2.5618117270197931E-06
3,Vegetable and melon farming,249,Machine shops,5.160226177084465E-07
3,Vegetable and melon farming,250,"Turned product and screw, nut, and bolt manufacturing",5.3264702897785519E-08
3,Vegetable and melon farming,264,Construction machinery manufacturing,6.1875819905948121E-05
3,Vegetable and melon farming,279,"Special tool, die, jig, and fixture manufacturing",7.70941629930831E-10
3,Vegetable and melon farming,280,Cutting tool and machine tool accessory manufacturing,9.6208501922685622E-07
3,Vegetable and melon farming,281,Machine tool manufacturing,3.3822641887227803E-09
3,Vegetable and melon farming,343,Automobile manufacturing,2.2986924996317186E-06
3,Vegetable and melon farming,350,Motor vehicle gasoline engine and engine parts manufacturing,7.7869800011107215E-06
3,Vegetable and melon farming,394,All other miscellaneous manufacturing,1.6438194375869479E-05
3,Vegetable and melon farming,395,Wholesale trade,0.0089182449736799896
3,Vegetable and melon farming,397,Retail - Furniture and home furnishings stores,8.9462095712446003E-06
3,Vegetable and melon farming,398,Retail - Electronics and appliance stores,1.2825054503095017E-06
3,Vegetable and melon farming,399,Retail - Building material and garden equipment and supplies stores,8.6544204498458996E-05
3,Vegetable and melon farming,401,Retail - Health and personal care stores,9.4272544115016343E-05
3,Vegetable and melon farming,402,Retail - Gasoline stores,0.0001052175915627028
3,Vegetable and melon farming,403,Retail - Clothing and clothing accessories stores,0.00010309674205849148
3,Vegetable and melon farming,404,"Retail - Sporting goods, hobby, musical instrument and book stores",3.9549252650923454E-05
3,Vegetable and melon farming,406,Retail - Miscellaneous store retailers,0.00010907234417938463
3,Vegetable and melon farming,407,Retail - Nonstore retailers,0.00043787328155553418
3,Vegetable and melon farming,408,Air transportation,8.9487684648666826E-05
3,Vegetable and melon farming,411,Truck transportation,0.0097576938778796141
