Regional SAM Balances IO Detail Accounts ,,,,
InstitutionPayments,TypeCodesAll.Description,InstitutionReceipts,TypeCodesAll_1.Description,Value
1,Oilseed farming,1,Oilseed farming,0.01335686632387334
1,Oilseed farming,2,Grain farming,0.026848576759848308
1,Oilseed farming,3,Vegetable and melon farming,0.0039499542896200834
1,Oilseed farming,4,Fruit farming,0.0023391208054804047
1,Oilseed farming,5,Tree nut farming,2.2784053056965591E-05
1,Oilseed farming,6,"Greenhouse, nursery, and floriculture production",0.0013193645630244083
1,Oilseed farming,10,All other crop farming,0.042216385627159791
1,Oilseed farming,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",0.0063422860923659785
1,Oilseed farming,12,Dairy cattle and milk production,0.0010350950473313747
1,Oilseed farming,13,Poultry and egg production,0.00017863949501370838
1,Oilseed farming,14,"Animal production, except cattle and poultry and eggs",0.037385121825997736
1,Oilseed farming,19,Support activities for agriculture and forestry,0.13326012177837576
1,Oilseed farming,20,Extraction of natural gas and crude petroleum,0.001736992885849345
1,Oilseed farming,49,Electric power transmission and distribution,0.034785538667808424
1,Oilseed farming,62,Maintenance and repair construction of nonresidential structures,0.11769412749017594
1,Oilseed farming,121,Textile bag and canvas mills,6.3569529199057758E-07
1,Oilseed farming,139,Wood windows and door manufacturing,1.5107483476729507E-06
1,Oilseed farming,140,"Cut stock, resawing lumber, and planing",0.00058819484380786408
1,Oilseed farming,141,"Other millwork, including flooring",2.4705765551050586E-05
1,Oilseed farming,142,Wood container and pallet manufacturing,1.5537972489647767E-05
1,Oilseed farming,154,Printing,3.0518193731615868E-06
1,Oilseed farming,155,Support activities for printing,4.3620540904477732E-08
1,Oilseed farming,179,Soap and other detergent manufacturing,2.4133766546222108E-07
1,Oilseed farming,187,Other miscellaneous chemical product manufacturing,0.00011945578958341002
1,Oilseed farming,191,"Laminated plastics plate, sheet (except packaging), and shape manufacturing",2.7692329258354349E-08
1,Oilseed farming,193,Urethane and other foam product (except polystyrene) manufacturing,6.8384606712173097E-07
1,Oilseed farming,195,Other plastics product manufacturing,7.5256407476849245E-05
1,Oilseed farming,198,Other rubber product manufacturing,2.4735306848663787E-05
1,Oilseed farming,229,Ferrous metal foundries,3.1713513217944718E-07
1,Oilseed farming,239,Plate work manufacturing,1.559803821757637E-05
1,Oilseed farming,240,Metal window and door manufacturing,4.1716908999537722E-08
1,Oilseed farming,241,Sheet metal work manufacturing,1.9700867272919541E-09
1,Oilseed farming,244,Metal tank (heavy gauge) manufacturing,2.4890473620072827E-08
1,Oilseed farming,249,Machine shops,2.8784819934242261E-06
1,Oilseed farming,250,"Turned product and screw, nut, and bolt manufacturing",1.1356933121464057E-07
1,Oilseed farming,254,"Valve and fittings, other than plumbing, manufacturing",3.1783803396595029E-09
1,Oilseed farming,261,Other fabricated metal manufacturing,1.1317316329206698E-06
1,Oilseed farming,262,Farm machinery and equipment manufacturing,4.3176896056836174E-05
1,Oilseed farming,278,Industrial mold manufacturing,3.4219793520399879E-09
1,Oilseed farming,279,"Special tool, die, jig, and fixture manufacturing",1.4695257312708834E-10
1,Oilseed farming,281,Machine tool manufacturing,2.6430804530426442E-09
1,Oilseed farming,335,Relay and industrial control manufacturing,9.0801485978146057E-09
1,Oilseed farming,352,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",8.3656400184803576E-07
1,Oilseed farming,376,"Showcase, partition, shelving, and locker manufacturing",2.2016301772528977E-07
1,Oilseed farming,388,Sign manufacturing,3.8427871594712751E-09
1,Oilseed farming,395,Wholesale trade,0.18032682187202553
1,Oilseed farming,397,Retail - Furniture and home furnishings stores,1.116762166992742E-05
1,Oilseed farming,398,Retail - Electronics and appliance stores,4.5076511723395225E-06
1,Oilseed farming,399,Retail - Building material and garden equipment and supplies stores,0.00019396628499103626
1,Oilseed farming,401,Retail - Health and personal care stores,0.00020156858905991636
1,Oilseed farming,402,Retail - Gasoline stores,0.00031543534809222451
1,Oilseed farming,403,Retail - Clothing and clothing accessories stores,0.00024631446677144189
1,Oilseed farming,404,"Retail - Sporting goods, hobby, musical instrument and book stores",9.4711338373890466E-05
1,Oilseed farming,405,Retail - General merchandise stores,0.00025910959015011323
1,Oilseed farming,406,Retail - Miscellaneous store retailers,0.00030989817647681522
1,Oilseed farming,407,Retail - Nonstore retailers,0.0016271111614685474
1,Oilseed farming,408,Air transportation,0.00069728310824693218
1,Oilseed farming,409,Rail transportation,0.0067045084909256869
1,Oilseed farming,410,Water transportation,0.0084503886440480125
1,Oilseed farming,411,Truck transportation,0.064274532976345
1,Oilseed farming,416,Warehousing and storage,0.026696252190798742
1,Oilseed farming,418,Periodical publishers,0.00057190196910503199
1,Oilseed farming,427,Wired telecommunications carriers,0.00030192210673462769
1,Oilseed farming,433,Monetary authorities and depository credit intermediation,0.012702247347519013
1,Oilseed farming,434,Nondepository credit intermediation and related activities,0.001435050562681825
1,Oilseed farming,435,Securities and commodity contracts intermediation and brokerage,0.00015898306572433366
1,Oilseed farming,436,Other financial investment activities,0.0029356638303770777
1,Oilseed farming,437,Insurance carriers,0.033374834746846993
1,Oilseed farming,438,"Insurance agencies, brokerages, and related activities",0.0036860258140700985
1,Oilseed farming,440,Real estate,0.097812418161369763
1,Oilseed farming,443,General and consumer goods rental except video tapes and discs,1.4924282130314914E-05
