Regional SAM Balances IO Detail Accounts ,,,,
InstitutionPayments,TypeCodesAll.Description,InstitutionReceipts,TypeCodesAll_1.Description,Value
1,Oilseed farming,1,Oilseed farming,7.0604826424725681E-06
1,Oilseed farming,2,Grain farming,1.8454205794027866E-05
1,Oilseed farming,3,Vegetable and melon farming,9.8113515360768316E-05
1,Oilseed farming,4,Fruit farming,6.5444311124608721E-06
1,Oilseed farming,5,Tree nut farming,7.2760528892091216E-09
1,Oilseed farming,6,"Greenhouse, nursery, and floriculture production",5.8027444918044239E-06
1,Oilseed farming,10,All other crop farming,0.00043450523102889216
1,Oilseed farming,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",0.00014888507476634727
1,Oilseed farming,12,Dairy cattle and milk production,4.0555374234045941E-05
1,Oilseed farming,13,Poultry and egg production,8.166752977689087E-06
1,Oilseed farming,14,"Animal production, except cattle and poultry and eggs",6.1998885592440267E-05
1,Oilseed farming,19,Support activities for agriculture and forestry,0.0086600163999661639
1,Oilseed farming,20,Extraction of natural gas and crude petroleum,0.00023957219930682838
1,Oilseed farming,21,Extraction of natural gas liquids,2.1268064783814991E-06
1,Oilseed farming,31,Sand and gravel mining,1.5658524702356208E-05
1,Oilseed farming,49,Electric power transmission and distribution,9.4167107735319833E-05
1,Oilseed farming,50,Natural gas distribution,5.9814685128497386E-05
1,Oilseed farming,62,Maintenance and repair construction of nonresidential structures,0.00074724950714652461
1,Oilseed farming,134,Sawmills,1.7045371349719133E-06
1,Oilseed farming,154,Printing,1.0853101741343431E-07
1,Oilseed farming,162,Industrial gas manufacturing,3.0532165172305627E-07
1,Oilseed farming,195,Other plastics product manufacturing,1.0628570914602751E-06
1,Oilseed farming,198,Other rubber product manufacturing,2.3838895034580126E-07
1,Oilseed farming,209,Other concrete product manufacturing,4.8186393893721299E-08
1,Oilseed farming,249,Machine shops,3.9618313814378399E-08
1,Oilseed farming,263,Lawn and garden equipment manufacturing,2.6716251315832273E-05
1,Oilseed farming,271,All other industrial machinery manufacturing,9.1906623319508993E-10
1,Oilseed farming,275,Air purification and ventilation equipment manufacturing,1.6151106917606182E-09
1,Oilseed farming,278,Industrial mold manufacturing,5.6663189069629715E-10
1,Oilseed farming,279,"Special tool, die, jig, and fixture manufacturing",1.0654806084687488E-09
1,Oilseed farming,282,Rolling mill and other metalworking machinery manufacturing,6.6169615555089922E-11
1,Oilseed farming,300,"Scales, balances, and miscellaneous general purpose machinery manufacturing",1.0076283106099941E-08
1,Oilseed farming,356,Other motor vehicle parts manufacturing,3.9388467698698139E-06
1,Oilseed farming,394,All other miscellaneous manufacturing,1.0875293535234836E-06
1,Oilseed farming,395,Wholesale trade,0.0017841443610746577
1,Oilseed farming,397,Retail - Furniture and home furnishings stores,6.5603844137164264E-07
1,Oilseed farming,398,Retail - Electronics and appliance stores,2.3594183712481769E-07
1,Oilseed farming,399,Retail - Building material and garden equipment and supplies stores,3.5210591583429741E-06
1,Oilseed farming,401,Retail - Health and personal care stores,6.3103718380950764E-06
1,Oilseed farming,402,Retail - Gasoline stores,4.2922701612548367E-06
1,Oilseed farming,403,Retail - Clothing and clothing accessories stores,7.3329684204209798E-06
1,Oilseed farming,404,"Retail - Sporting goods, hobby, musical instrument and book stores",1.6863250984560057E-06
1,Oilseed farming,405,Retail - General merchandise stores,1.7324627999323536E-05
1,Oilseed farming,406,Retail - Miscellaneous store retailers,4.591991981804178E-06
1,Oilseed farming,407,Retail - Nonstore retailers,2.1577822493974892E-05
1,Oilseed farming,408,Air transportation,1.7916199271939535E-06
1,Oilseed farming,409,Rail transportation,1.209676830338886E-05
1,Oilseed farming,411,Truck transportation,0.00072919937412835312
1,Oilseed farming,413,Pipeline transportation,1.3590835398639544E-05
1,Oilseed farming,416,Warehousing and storage,3.8617320171874595E-05
1,Oilseed farming,422,Software publishers,3.5287636774328822E-10
1,Oilseed farming,427,Wired telecommunications carriers,4.6021214853096942E-06
1,Oilseed farming,428,Wireless telecommunications carriers (except satellite),9.677149216647668E-05
1,Oilseed farming,429,"Satellite, telecommunications resellers, and all other telecommunications",1.0303642019275497E-06
1,Oilseed farming,433,Monetary authorities and depository credit intermediation,0.00019730360224860799
1,Oilseed farming,434,Nondepository credit intermediation and related activities,2.3982881339563479E-05
1,Oilseed farming,436,Other financial investment activities,3.0482753838262724E-05
1,Oilseed farming,437,Insurance carriers,0.00022241029626050152
1,Oilseed farming,438,"Insurance agencies, brokerages, and related activities",4.4115569868018178E-05
1,Oilseed farming,440,Real estate,0.0013694959354920155
1,Oilseed farming,442,Automotive equipment rental and leasing,6.3253706510108323E-05
1,Oilseed farming,443,General and consumer goods rental except video tapes and discs,1.7649255649937533E-06
1,Oilseed farming,445,Commercial and industrial machinery and equipment rental and leasing,0.00010765547139091405
1,Oilseed farming,446,Lessors of nonfinancial intangible assets,5.9025774431782467E-06
1,Oilseed farming,447,Legal services,1.1674362139671261E-05
1,Oilseed farming,448,"Accounting, tax preparation, bookkeeping, and payroll services",5.0183141400997333E-05
1,Oilseed farming,449,"Architectural, engineering, and related services",2.9311051924478136E-06
1,Oilseed farming,451,Custom computer programming services,3.9061864554864939E-08
1,Oilseed farming,452,Computer systems design services,2.7369724109722421E-07
1,Oilseed farming,453,"Other computer related services, including facilities management",7.3897321791054917E-07
1,Oilseed farming,454,Management consulting services,4.6679738596691232E-07
1,Oilseed farming,460,"Marketing research and all other miscellaneous professional, scientific, and technical services",3.8164227320049105E-06
1,Oilseed farming,462,Office administrative services,4.4324293648545033E-06
1,Oilseed farming,463,Facilities support services,5.5393051899428863E-07
1,Oilseed farming,464,Employment services,6.2641884498375149E-07
1,Oilseed farming,465,Business support services,2.7928262679348739E-06
1,Oilseed farming,468,Services to buildings,1.6727893560347261E-06
1,Oilseed farming,469,Landscape and horticultural services,1.2480267092148897E-06
1,Oilseed farming,470,Other support services,2.6590861421083453E-08
1,Oilseed farming,471,Waste management and remediation services,1.9892998018253847E-06
1,Oilseed farming,488,Performing arts companies,2.6811737955423533E-07
1,Oilseed farming,496,Other amusement and recreation industries,1.9126535986890673E-05
1,Oilseed farming,499,"Hotels and motels, including casino hotels",1.3442634201380008E-05
1,Oilseed farming,500,Other accommodations,1.7981630650477915E-07
1,Oilseed farming,501,Full-service restaurants,2.3976484123368553E-06
1,Oilseed farming,502,Limited-service restaurants,3.1434114247120767E-05
1,Oilseed farming,503,All other food and drinking places,1.0554143600812523E-05
1,Oilseed farming,504,"Automotive repair and maintenance, except car washes",4.3936987628017191E-05
1,Oilseed farming,506,Electronic and precision equipment repair and maintenance,2.0221128322094224E-05
1,Oilseed farming,507,Commercial and industrial machinery and equipment repair and maintenance,4.4307651178330599E-06
1,Oilseed farming,515,Business and professional associations,0.00011870465486968004
1,Oilseed farming,518,Postal service,5.8818362312610013E-06
1,Oilseed farming,5001,Employee Compensation,0.00044776950380764902
1,Oilseed farming,6001,Proprietor Income,0.023933591321110725
1,Oilseed farming,7001,Other Property Type Income,0.083247706294059753
1,Oilseed farming,8001,Tax on Production and Imports,0.0022893156856298447
1,Oilseed farming,11001,Federal Government NonDefense,1.3883973512967568E-05
1,Oilseed farming,12001,State/Local Govt NonEducation,0.00013530881992780214
1,Oilseed farming,14002,Inventory Additions/Deletions,9.4442848146230746E-06
1,Oilseed farming,25001,Foreign Trade,0.0022751658675266954
1,Oilseed farming,28001,Domestic Trade,0.018417378284343609
2,Grain farming,1,Oilseed farming,8.5890554085380367E-05
2,Grain farming,2,Grain farming,0.000962438177963508
2,Grain farming,3,Vegetable and melon farming,0.0021155836600586508
2,Grain farming,4,Fruit farming,0.00014111623042565701
2,Grain farming,5,Tree nut farming,1.5689204329424164E-07
2,Grain farming,6,"Greenhouse, nursery, and floriculture production",0.0001251223230043421
2,Grain farming,10,All other crop farming,0.0048070183038483039
2,Grain farming,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",0.0049709073292902861
2,Grain farming,12,Dairy cattle and milk production,0.00087448040352114398
2,Grain farming,13,Poultry and egg production,0.00012526786023621742
2,Grain farming,14,"Animal production, except cattle and poultry and eggs",0.0018733222618863565
2,Grain farming,19,Support activities for agriculture and forestry,0.18676029341364586
2,Grain farming,20,Extraction of natural gas and crude petroleum,0.0047742438559976452
2,Grain farming,21,Extraction of natural gas liquids,4.2383433791840777E-05
2,Grain farming,31,Sand and gravel mining,0.00058313667759265359
2,Grain farming,49,Electric power transmission and distribution,0.00076245840766651571
2,Grain farming,50,Natural gas distribution,0.0041799694446156832
2,Grain farming,62,Maintenance and repair construction of nonresidential structures,0.0068254454556571087
2,Grain farming,154,Printing,1.8674684476088159E-06
2,Grain farming,162,Industrial gas manufacturing,2.5759281840621569E-06
2,Grain farming,195,Other plastics product manufacturing,1.4506783465490251E-05
2,Grain farming,198,Other rubber product manufacturing,3.6127909915941153E-06
2,Grain farming,249,Machine shops,9.3238315520170962E-07
2,Grain farming,263,Lawn and garden equipment manufacturing,0.00042472336545751332
2,Grain farming,271,All other industrial machinery manufacturing,2.1629436890009475E-08
2,Grain farming,275,Air purification and ventilation equipment manufacturing,2.6039483113741931E-08
2,Grain farming,278,Industrial mold manufacturing,1.3335196501975577E-08
2,Grain farming,279,"Special tool, die, jig, and fixture manufacturing",2.5075175292049367E-08
2,Grain farming,282,Rolling mill and other metalworking machinery manufacturing,9.6400905734346957E-10
2,Grain farming,300,"Scales, balances, and miscellaneous general purpose machinery manufacturing",1.5597842079783636E-07
2,Grain farming,356,Other motor vehicle parts manufacturing,6.6212419826238832E-05
2,Grain farming,394,All other miscellaneous manufacturing,1.7062717054158977E-05
2,Grain farming,395,Wholesale trade,0.027499746420732718
2,Grain farming,397,Retail - Furniture and home furnishings stores,1.1629605105729609E-05
2,Grain farming,398,Retail - Electronics and appliance stores,4.1825450845921089E-06
2,Grain farming,399,Retail - Building material and garden equipment and supplies stores,6.2417875034694818E-05
2,Grain farming,400,Retail - Food and beverage stores,8.8028280094637566E-05
2,Grain farming,401,Retail - Health and personal care stores,0.00011186407636874177
2,Grain farming,402,Retail - Gasoline stores,7.6089152186607171E-05
2,Grain farming,403,Retail - Clothing and clothing accessories stores,0.00012999165964332204
2,Grain farming,404,"Retail - Sporting goods, hobby, musical instrument and book stores",2.9893515167083275E-05
2,Grain farming,405,Retail - General merchandise stores,0.0001747372706719947
2,Grain farming,406,Retail - Miscellaneous store retailers,8.1402322486114152E-05
2,Grain farming,407,Retail - Nonstore retailers,0.00038251046824142217
2,Grain farming,408,Air transportation,3.3430219342650037E-05
2,Grain farming,409,Rail transportation,0.00027033310254729985
2,Grain farming,411,Truck transportation,0.0084150038341551658
2,Grain farming,413,Pipeline transportation,0.0004315418274682993
2,Grain farming,416,Warehousing and storage,0.00012592161884947793
2,Grain farming,422,Software publishers,6.7030029246168882E-07
2,Grain farming,425,Radio and television broadcasting,8.0345608043325898E-07
2,Grain farming,427,Wired telecommunications carriers,4.543201182535231E-05
