Regional SAM Balances IO Detail Accounts ,,,,
InstitutionPayments,TypeCodesAll.Description,InstitutionReceipts,TypeCodesAll_1.Description,Value
1,Oilseed farming,1,Oilseed farming,1.3932727881528503E-07
1,Oilseed farming,2,Grain farming,6.6765773875155135E-06
1,Oilseed farming,3,Vegetable and melon farming,1.2890667756600821E-06
1,Oilseed farming,4,Fruit farming,2.4266273358628432E-06
1,Oilseed farming,5,Tree nut farming,1.2627626435249037E-09
1,Oilseed farming,6,"Greenhouse, nursery, and floriculture production",3.7137371599602943E-06
1,Oilseed farming,10,All other crop farming,4.9864870770692255E-05
1,Oilseed farming,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",2.7119425060746728E-05
1,Oilseed farming,12,Dairy cattle and milk production,2.1612572037255301E-05
1,Oilseed farming,13,Poultry and egg production,4.4482518617847667E-07
1,Oilseed farming,14,"Animal production, except cattle and poultry and eggs",7.0794323595678031E-06
1,Oilseed farming,19,Support activities for agriculture and forestry,0.00088024035788496907
1,Oilseed farming,20,Extraction of natural gas and crude petroleum,1.7501163747734265E-06
1,Oilseed farming,31,Sand and gravel mining,1.2885210946025319E-06
1,Oilseed farming,50,Natural gas distribution,2.1390238257322546E-06
1,Oilseed farming,51,"Water, sewage and other systems",1.4976022740592951E-06
1,Oilseed farming,62,Maintenance and repair construction of nonresidential structures,7.2238959474370257E-05
1,Oilseed farming,123,Other textile product mills,3.5387068053797249E-11
1,Oilseed farming,134,Sawmills,5.5730828615247391E-07
1,Oilseed farming,141,"Other millwork, including flooring",1.4620663258484904E-07
1,Oilseed farming,149,Paperboard container manufacturing,5.0601600567859805E-10
1,Oilseed farming,154,Printing,1.2575171859025481E-08
1,Oilseed farming,165,Other basic organic chemical manufacturing,1.8822273468683175E-07
1,Oilseed farming,190,Plastics pipe and pipe fitting manufacturing,9.4592815897667991E-10
1,Oilseed farming,197,Rubber and plastics hoses and belting manufacturing,7.7970967033032089E-07
1,Oilseed farming,198,Other rubber product manufacturing,5.8240770147209255E-08
1,Oilseed farming,208,Concrete pipe manufacturing,1.6319471837889233E-07
1,Oilseed farming,213,Cut stone and stone product manufacturing,3.0320098935861681E-07
1,Oilseed farming,238,Fabricated structural metal manufacturing,7.8219887876439319E-10
1,Oilseed farming,249,Machine shops,2.3555830232487828E-08
1,Oilseed farming,261,Other fabricated metal manufacturing,7.0918766428718235E-07
1,Oilseed farming,271,All other industrial machinery manufacturing,2.4908807896008978E-11
1,Oilseed farming,277,"Air conditioning, refrigeration, and warm air heating equipment manufacturing",8.5178496262989988E-10
1,Oilseed farming,278,Industrial mold manufacturing,3.8866368354397431E-11
1,Oilseed farming,279,"Special tool, die, jig, and fixture manufacturing",1.590187851508765E-10
1,Oilseed farming,281,Machine tool manufacturing,1.6823579909567253E-10
1,Oilseed farming,282,Rolling mill and other metalworking machinery manufacturing,2.5027400190886882E-12
1,Oilseed farming,291,Conveyor and conveying equipment manufacturing,7.6826353769577885E-10
1,Oilseed farming,300,"Scales, balances, and miscellaneous general purpose machinery manufacturing",9.71758020526023E-10
1,Oilseed farming,352,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",2.1534892208541532E-07
1,Oilseed farming,356,Other motor vehicle parts manufacturing,2.0314037271125751E-08
1,Oilseed farming,364,Boat building,7.3152227724582286E-09
1,Oilseed farming,376,"Showcase, partition, shelving, and locker manufacturing",1.2961981694954526E-09
1,Oilseed farming,394,All other miscellaneous manufacturing,2.5786339821778159E-07
1,Oilseed farming,395,Wholesale trade,7.6650246164047635E-05
1,Oilseed farming,397,Retail - Furniture and home furnishings stores,8.0747427140189156E-08
1,Oilseed farming,398,Retail - Electronics and appliance stores,2.7934454744313496E-08
1,Oilseed farming,399,Retail - Building material and garden equipment and supplies stores,4.2621864837918291E-07
1,Oilseed farming,401,Retail - Health and personal care stores,7.8457494376127205E-07
1,Oilseed farming,402,Retail - Gasoline stores,5.1656343085736587E-07
1,Oilseed farming,403,Retail - Clothing and clothing accessories stores,9.5218200307339965E-07
1,Oilseed farming,404,"Retail - Sporting goods, hobby, musical instrument and book stores",2.2265552192843992E-07
1,Oilseed farming,405,Retail - General merchandise stores,2.0989333603963558E-06
1,Oilseed farming,406,Retail - Miscellaneous store retailers,5.0477210251678628E-07
1,Oilseed farming,407,Retail - Nonstore retailers,2.5646458666485046E-06
1,Oilseed farming,409,Rail transportation,2.756822795952897E-06
1,Oilseed farming,411,Truck transportation,8.8313197869853768E-05
1,Oilseed farming,416,Warehousing and storage,6.7141821850700938E-06
1,Oilseed farming,422,Software publishers,1.0314801402928427E-08
1,Oilseed farming,427,Wired telecommunications carriers,1.3541444077577118E-06
1,Oilseed farming,428,Wireless telecommunications carriers (except satellite),8.6729674809604045E-06
1,Oilseed farming,433,Monetary authorities and depository credit intermediation,2.739312378076896E-05
1,Oilseed farming,434,Nondepository credit intermediation and related activities,2.0921484452927534E-06
1,Oilseed farming,436,Other financial investment activities,4.8856710348022599E-06
1,Oilseed farming,437,Insurance carriers,1.213717507629459E-06
1,Oilseed farming,438,"Insurance agencies, brokerages, and related activities",5.4001276048723837E-06
1,Oilseed farming,440,Real estate,8.9981684924893106E-05
1,Oilseed farming,442,Automotive equipment rental and leasing,2.7561592539095646E-06
1,Oilseed farming,443,General and consumer goods rental except video tapes and discs,2.1544611913213184E-07
1,Oilseed farming,445,Commercial and industrial machinery and equipment rental and leasing,1.10661383688137E-05
1,Oilseed farming,446,Lessors of nonfinancial intangible assets,2.2735500551494254E-07
1,Oilseed farming,447,Legal services,1.2104899789246453E-06
1,Oilseed farming,448,"Accounting, tax preparation, bookkeeping, and payroll services",1.2319618014747236E-05
1,Oilseed farming,449,"Architectural, engineering, and related services",3.7402153829918318E-07
1,Oilseed farming,451,Custom computer programming services,2.5785660690100242E-09
1,Oilseed farming,452,Computer systems design services,2.5846669435543518E-08
1,Oilseed farming,453,"Other computer related services, including facilities management",2.7828145474467305E-08
1,Oilseed farming,454,Management consulting services,1.127218035478806E-07
1,Oilseed farming,460,"Marketing research and all other miscellaneous professional, scientific, and technical services",1.5269161762844743E-07
1,Oilseed farming,462,Office administrative services,1.330405623536945E-07
1,Oilseed farming,464,Employment services,3.5122041220231811E-07
1,Oilseed farming,465,Business support services,8.167865807748797E-07
1,Oilseed farming,468,Services to buildings,1.7090212848444315E-07
1,Oilseed farming,469,Landscape and horticultural services,5.3458754373523832E-08
1,Oilseed farming,470,Other support services,8.8431203164391018E-10
1,Oilseed farming,471,Waste management and remediation services,1.5081151806141578E-07
1,Oilseed farming,473,"Junior colleges, colleges, universities, and professional schools",2.3678863899683411E-06
1,Oilseed farming,488,Performing arts companies,1.0113064117260271E-07
