Regional SAM Balances IO Detail Accounts ,,,,
InstitutionPayments,TypeCodesAll.Description,InstitutionReceipts,TypeCodesAll_1.Description,Value
1,Oilseed farming,1,Oilseed farming,0.00036468428257709073
1,Oilseed farming,2,Grain farming,5.2713753200955431E-07
1,Oilseed farming,3,Vegetable and melon farming,1.6595058948565159E-06
1,Oilseed farming,4,Fruit farming,2.1164649269211043E-06
1,Oilseed farming,5,Tree nut farming,3.5288469239187386E-09
1,Oilseed farming,6,"Greenhouse, nursery, and floriculture production",1.0124378580562597E-06
1,Oilseed farming,10,All other crop farming,8.9739856631779538E-05
1,Oilseed farming,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",2.8807157641256654E-05
1,Oilseed farming,13,Poultry and egg production,2.1063506940795126E-06
1,Oilseed farming,14,"Animal production, except cattle and poultry and eggs",1.3194938391805243E-05
1,Oilseed farming,19,Support activities for agriculture and forestry,0.0020726522004228254
1,Oilseed farming,20,Extraction of natural gas and crude petroleum,1.2286010796515616E-05
1,Oilseed farming,49,Electric power transmission and distribution,2.0581050648806314E-05
1,Oilseed farming,50,Natural gas distribution,6.3204928179900642E-06
1,Oilseed farming,62,Maintenance and repair construction of nonresidential structures,4.1932967248465951E-05
1,Oilseed farming,121,Textile bag and canvas mills,1.0796574326015706E-08
1,Oilseed farming,134,Sawmills,1.0935705137965893E-08
1,Oilseed farming,140,"Cut stock, resawing lumber, and planing",1.3513542657631224E-06
1,Oilseed farming,154,Printing,2.4080414859192113E-09
1,Oilseed farming,195,Other plastics product manufacturing,1.3781185950620945E-07
1,Oilseed farming,239,Plate work manufacturing,6.9759568874763567E-08
1,Oilseed farming,241,Sheet metal work manufacturing,3.6854293712764574E-12
1,Oilseed farming,278,Industrial mold manufacturing,1.6888470804370051E-10
1,Oilseed farming,279,"Special tool, die, jig, and fixture manufacturing",1.3485724631866499E-10
1,Oilseed farming,281,Machine tool manufacturing,1.0506691478571756E-10
1,Oilseed farming,394,All other miscellaneous manufacturing,3.5059242616524843E-08
1,Oilseed farming,395,Wholesale trade,0.00022928638213654505
1,Oilseed farming,397,Retail - Furniture and home furnishings stores,1.5800301529941306E-07
1,Oilseed farming,398,Retail - Electronics and appliance stores,2.3080683203056411E-08
1,Oilseed farming,399,Retail - Building material and garden equipment and supplies stores,8.0217979073659624E-07
1,Oilseed farming,401,Retail - Health and personal care stores,1.3109093245836209E-06
1,Oilseed farming,402,Retail - Gasoline stores,1.0136877712593767E-06
1,Oilseed farming,403,Retail - Clothing and clothing accessories stores,2.0220684817238879E-06
1,Oilseed farming,404,"Retail - Sporting goods, hobby, musical instrument and book stores",3.4700455407857885E-07
1,Oilseed farming,405,Retail - General merchandise stores,4.0996487224201318E-06
1,Oilseed farming,406,Retail - Miscellaneous store retailers,5.0685399437765721E-07
1,Oilseed farming,407,Retail - Nonstore retailers,3.3652837065987064E-06
1,Oilseed farming,408,Air transportation,2.3185773842607238E-06
1,Oilseed farming,411,Truck transportation,6.852260156569364E-05
