Regional SAM Balances IO Detail Accounts ,,,,
InstitutionPayments,TypeCodesAll.Description,InstitutionReceipts,TypeCodesAll_1.Description,Value
1,Oilseed farming,1,Oilseed farming,0.066346958468521677
1,Oilseed farming,2,Grain farming,0.026502811698034812
1,Oilseed farming,3,Vegetable and melon farming,0.00027538604013135209
1,Oilseed farming,4,Fruit farming,0.00064656629804274446
1,Oilseed farming,5,Tree nut farming,1.4236850026097189E-06
1,Oilseed farming,6,"Greenhouse, nursery, and floriculture production",0.0008259394688352184
1,Oilseed farming,9,Sugarcane and sugar beet farming,0.0020872321760023738
1,Oilseed farming,10,All other crop farming,0.071843567177483081
1,Oilseed farming,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",0.037645860381219087
1,Oilseed farming,12,Dairy cattle and milk production,0.043866639410583552
1,Oilseed farming,13,Poultry and egg production,0.0009322363705505099
1,Oilseed farming,14,"Animal production, except cattle and poultry and eggs",0.0070610685803451645
1,Oilseed farming,19,Support activities for agriculture and forestry,0.17541799493450583
1,Oilseed farming,20,Extraction of natural gas and crude petroleum,0.0067743103205242239
1,Oilseed farming,21,Extraction of natural gas liquids,0.00012586552292061237
1,Oilseed farming,31,Sand and gravel mining,0.00056000259085940696
1,Oilseed farming,49,Electric power transmission and distribution,0.0026743685457403243
1,Oilseed farming,50,Natural gas distribution,0.0017341319909414121
1,Oilseed farming,62,Maintenance and repair construction of nonresidential structures,0.08327112042620044
1,Oilseed farming,117,Textile and fabric finishing mills,2.3615373234577139E-07
1,Oilseed farming,123,Other textile product mills,8.1212354141127428E-08
1,Oilseed farming,127,Mens and boys cut and sew apparel manufacturing,3.9060274558219139E-08
1,Oilseed farming,130,Apparel accessories and other apparel manufacturing,3.1264396735523431E-09
1,Oilseed farming,134,Sawmills,0.00075950068705990526
1,Oilseed farming,141,"Other millwork, including flooring",0.00016958283770011906
1,Oilseed farming,145,All other miscellaneous wood product manufacturing,4.3107012540981836E-05
1,Oilseed farming,154,Printing,1.2925174794769807E-05
1,Oilseed farming,160,All other petroleum and coal products manufacturing,0.00072825675557539049
1,Oilseed farming,188,Plastics packaging materials and unlaminated film and sheet manufacturing,4.2284040326690572E-07
1,Oilseed farming,195,Other plastics product manufacturing,8.3902238862262283E-06
1,Oilseed farming,240,Metal window and door manufacturing,2.6451556329372687E-07
1,Oilseed farming,249,Machine shops,9.845656308737254E-06
1,Oilseed farming,260,Fabricated pipe and pipe fitting manufacturing,5.0371049286579927E-07
1,Oilseed farming,263,Lawn and garden equipment manufacturing,0.0006401596107583063
1,Oilseed farming,264,Construction machinery manufacturing,0.032394258639398821
1,Oilseed farming,276,Heating equipment (except warm air furnaces) manufacturing,4.686364994948845E-07
