Regional SAM Balances IO Detail Accounts ,,,,
InstitutionPayments,TypeCodesAll.Description,InstitutionReceipts,TypeCodesAll_1.Description,Value
1,Oilseed farming,1,Oilseed farming,3.1153439161084144E-05
1,Oilseed farming,2,Grain farming,0.00013427142808125452
1,Oilseed farming,3,Vegetable and melon farming,1.130246117764743E-05
1,Oilseed farming,4,Fruit farming,2.9425425682693112E-05
1,Oilseed farming,5,Tree nut farming,6.6668817301951573E-06
1,Oilseed farming,6,"Greenhouse, nursery, and floriculture production",1.3403229295893843E-05
1,Oilseed farming,10,All other crop farming,0.0011044018761872249
1,Oilseed farming,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",0.0007396496944450659
1,Oilseed farming,12,Dairy cattle and milk production,0.0016120612602109341
1,Oilseed farming,13,Poultry and egg production,1.2541603117409992E-05
1,Oilseed farming,14,"Animal production, except cattle and poultry and eggs",0.00010654859936409106
1,Oilseed farming,19,Support activities for agriculture and forestry,0.0028477141315499943
1,Oilseed farming,20,Extraction of natural gas and crude petroleum,0.00011793101388503889
1,Oilseed farming,35,Other chemical and fertilizer mineral mining,1.1420103163079447E-06
1,Oilseed farming,49,Electric power transmission and distribution,0.00080757816332960308
1,Oilseed farming,50,Natural gas distribution,6.2131618169624205E-06
1,Oilseed farming,62,Maintenance and repair construction of nonresidential structures,0.0027724346139235134
1,Oilseed farming,123,Other textile product mills,1.8198773599046198E-09
1,Oilseed farming,134,Sawmills,1.4166259093323537E-05
1,Oilseed farming,142,Wood container and pallet manufacturing,8.5721421448821129E-06
1,Oilseed farming,145,All other miscellaneous wood product manufacturing,9.9991580446814378E-08
1,Oilseed farming,154,Printing,7.8996088930588304E-08
1,Oilseed farming,171,Fertilizer mixing,0.00021973102109270476
1,Oilseed farming,188,Plastics packaging materials and unlaminated film and sheet manufacturing,3.2868896519148473E-10
1,Oilseed farming,195,Other plastics product manufacturing,5.4545166237006393E-06
1,Oilseed farming,213,Cut stone and stone product manufacturing,3.7027640200173496E-06
1,Oilseed farming,238,Fabricated structural metal manufacturing,1.4761832891348106E-08
1,Oilseed farming,240,Metal window and door manufacturing,1.3255627779710365E-07
1,Oilseed farming,249,Machine shops,5.5266224748242229E-07
1,Oilseed farming,261,Other fabricated metal manufacturing,7.2017339204266033E-07
1,Oilseed farming,278,Industrial mold manufacturing,1.1395849682614627E-08
1,Oilseed farming,279,"Special tool, die, jig, and fixture manufacturing",2.1231643201749182E-09
1,Oilseed farming,351,Motor vehicle electrical and electronic equipment manufacturing,3.881264905800921E-05
1,Oilseed farming,356,Other motor vehicle parts manufacturing,3.0613361914967369E-06
1,Oilseed farming,394,All other miscellaneous manufacturing,1.7947757729735601E-06
1,Oilseed farming,395,Wholesale trade,0.0019851948976051803
1,Oilseed farming,397,Retail - Furniture and home furnishings stores,1.0950823985900184E-07
1,Oilseed farming,398,Retail - Electronics and appliance stores,3.3241096975665016E-08
1,Oilseed farming,399,Retail - Building material and garden equipment and supplies stores,2.6630766627009251E-06
1,Oilseed farming,401,Retail - Health and personal care stores,7.3704166872825844E-06
1,Oilseed farming,402,Retail - Gasoline stores,1.0347761084271629E-05
1,Oilseed farming,403,Retail - Clothing and clothing accessories stores,3.7007618943060358E-06
1,Oilseed farming,404,"Retail - Sporting goods, hobby, musical instrument and book stores",4.1013640284450224E-07
1,Oilseed farming,405,Retail - General merchandise stores,7.280487874082738E-06
1,Oilseed farming,406,Retail - Miscellaneous store retailers,6.2337289921334969E-06
1,Oilseed farming,407,Retail - Nonstore retailers,1.3777069379381987E-05
1,Oilseed farming,411,Truck transportation,0.0015449819585552915
1,Oilseed farming,413,Pipeline transportation,7.6095909315953246E-05
1,Oilseed farming,416,Warehousing and storage,7.7059854857656866E-05
1,Oilseed farming,422,Software publishers,2.4616586303148455E-09
1,Oilseed farming,429,"Satellite, telecommunications resellers, and all other telecommunications",3.035970179251959E-06
1,Oilseed farming,433,Monetary authorities and depository credit intermediation,0.00050611074617849111
1,Oilseed farming,434,Nondepository credit intermediation and related activities,3.3815235249605251E-06
1,Oilseed farming,438,"Insurance agencies, brokerages, and related activities",0.00010618055598429071
1,Oilseed farming,440,Real estate,0.00061582408494281066
1,Oilseed farming,442,Automotive equipment rental and leasing,5.2342909778345034E-05
1,Oilseed farming,443,General and consumer goods rental except video tapes and discs,7.1633462602664708E-07
1,Oilseed farming,445,Commercial and industrial machinery and equipment rental and leasing,2.9125861139003492E-05
1,Oilseed farming,446,Lessors of nonfinancial intangible assets,1.900918799967985E-06
1,Oilseed farming,447,Legal services,2.2444816862469204E-06
1,Oilseed farming,448,"Accounting, tax preparation, bookkeeping, and payroll services",0.00012251680739550248
1,Oilseed farming,449,"Architectural, engineering, and related services",1.0818726638449393E-05
1,Oilseed farming,451,Custom computer programming services,1.3086008234407042E-07
1,Oilseed farming,452,Computer systems design services,3.7515306755734972E-06
1,Oilseed farming,453,"Other computer related services, including facilities management",6.9146025965816918E-06
1,Oilseed farming,454,Management consulting services,3.6777291383978785E-06
1,Oilseed farming,460,"Marketing research and all other miscellaneous professional, scientific, and technical services",2.0129467469171848E-06
1,Oilseed farming,464,Employment services,1.29078912811593E-06
