Regional SAM Balances IO Detail Accounts ,,,,
InstitutionPayments,TypeCodesAll.Description,InstitutionReceipts,TypeCodesAll_1.Description,Value
1,Oilseed farming,1,Oilseed farming,0.00015952364945747734
1,Oilseed farming,2,Grain farming,0.00067769151287901119
1,Oilseed farming,3,Vegetable and melon farming,0.0021271014888777501
1,Oilseed farming,4,Fruit farming,0.0035052444536814997
1,Oilseed farming,5,Tree nut farming,8.6350443321889085E-06
1,Oilseed farming,6,"Greenhouse, nursery, and floriculture production",0.00030015089353166782
1,Oilseed farming,10,All other crop farming,0.0042242280304857771
1,Oilseed farming,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",0.0014246235603217194
1,Oilseed farming,12,Dairy cattle and milk production,0.001382011821000409
1,Oilseed farming,13,Poultry and egg production,0.00033721025125561799
1,Oilseed farming,14,"Animal production, except cattle and poultry and eggs",0.0020083238152483057
1,Oilseed farming,19,Support activities for agriculture and forestry,0.030871216947193636
1,Oilseed farming,20,Extraction of natural gas and crude petroleum,0.00032587421220820097
1,Oilseed farming,31,Sand and gravel mining,8.3523026800378167E-05
1,Oilseed farming,49,Electric power transmission and distribution,0.00036924325813541756
1,Oilseed farming,62,Maintenance and repair construction of nonresidential structures,0.008203170515485303
1,Oilseed farming,134,Sawmills,4.0517334336252807E-05
1,Oilseed farming,154,Printing,2.8092322536559467E-07
1,Oilseed farming,164,Other basic inorganic chemical manufacturing,5.5362476655091905E-05
1,Oilseed farming,229,Ferrous metal foundries,1.1939521714222253E-08
1,Oilseed farming,234,Crown and closure manufacturing and metal stamping,6.1445639257763687E-09
1,Oilseed farming,236,Handtool manufacturing,2.4283053391582657E-07
1,Oilseed farming,238,Fabricated structural metal manufacturing,1.484241666222822E-08
1,Oilseed farming,248,Spring and wire product manufacturing,5.4128868591124116E-08
1,Oilseed farming,249,Machine shops,1.7318041309955971E-07
1,Oilseed farming,261,Other fabricated metal manufacturing,3.8732621240152272E-08
1,Oilseed farming,262,Farm machinery and equipment manufacturing,0.0022093610986860523
1,Oilseed farming,277,"Air conditioning, refrigeration, and warm air heating equipment manufacturing",1.5239519492175348E-08
1,Oilseed farming,279,"Special tool, die, jig, and fixture manufacturing",5.7840476565921582E-11
1,Oilseed farming,281,Machine tool manufacturing,5.2044316109873773E-10
1,Oilseed farming,343,Automobile manufacturing,2.0688737236481256E-09
1,Oilseed farming,352,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",1.1369617823657352E-06
1,Oilseed farming,353,Motor vehicle transmission and power train parts manufacturing,1.7835207771952354E-07
1,Oilseed farming,394,All other miscellaneous manufacturing,2.3707490171200757E-07
1,Oilseed farming,395,Wholesale trade,0.015687249124940461
1,Oilseed farming,397,Retail - Furniture and home furnishings stores,3.4728514566127592E-06
1,Oilseed farming,398,Retail - Electronics and appliance stores,3.0101051399474753E-07
1,Oilseed farming,399,Retail - Building material and garden equipment and supplies stores,1.8691219976935147E-05
1,Oilseed farming,401,Retail - Health and personal care stores,1.2634436536673429E-05
1,Oilseed farming,402,Retail - Gasoline stores,3.9860996889364529E-05
1,Oilseed farming,403,Retail - Clothing and clothing accessories stores,4.1527669229050618E-05
