Impact Detail for  Employment ,,,,,
Sector,Description,Direct,Indirect,Induced,Total
0,Total,-2.4219162464141846,-0.99654875643357677,-0.75421036366891481,-4.1726753665166765
1,"11 Ag, Forestry, Fish & Hunting",0,-0.00041625821914611643,-0.0024548360664433636,-0.0028710942855894807
20,21 Mining,0,-0.0082976392019467604,-0.0039209734605054492,-0.012218612662452206
41,22 Utilities,0,-0.00031098615701293929,-0.000217172763207817,-0.00052815892022075629
52,23 Construction,0,-0.019847826473908751,-0.0095561636691268992,-0.029403990143035651
65,31-33 Manufacturing,0,-0.0064901373562167358,-0.0020034015843121717,-0.0084935389405289049
395,42 Wholesale Trade,-2.4219162464141846,-0.023480606023934893,-0.008975005476797443,-2.454371857914917
396,44-45 Retail trade,0,-0.013599704205223606,-0.12326233221624849,-0.1368620364214721
408,48-49 Transportation & Warehousing,0,-0.14036575665974568,-0.018122151003969755,-0.15848790766371543
417,51-56 Professional Services,0,-0.60156324444233933,-0.15079085350263646,-0.75235409794497599
472,"61-72 Educational, Health, Recreation Service",0,-0.13037366570977937,-0.41400259856003374,-0.54437626426981311
520,92 Government & non NAICs,0,-0.051802931984322634,-0.02090487536563328,-0.072707807349955911
