Impact Detail for  Output ,,,,,
Sector,Description,Direct,Indirect,Induced,Total
0,Total,-84189.422000000006,-25777.606274912603,-10195.464841585712,-120162.49311649831
1,"11 Ag, Forestry, Fish & Hunting",0,-4.445554749038191,-40.665057336589683,-45.110612085627871
20,21 Mining,0,-56.420477580033982,-28.042371433406725,-84.462849013440703
41,22 Utilities,0,-529.29460546001587,-204.91111614196569,-734.20572160198162
52,23 Construction,0,-592.68196550109531,-197.12478558843841,-789.80675108953369
65,31-33 Manufacturing,0,-59.213928101847976,-22.70392137031315,-81.917849472161109
395,42 Wholesale Trade,-84189.422000000006,-1133.9155990870058,-283.55628195899641,-85606.893881046009
396,44-45 Retail trade,0,-238.41724976160975,-1347.1912168238478,-1585.6084665854578
408,48-49 Transportation & Warehousing,0,-3701.1116280868519,-274.80269718897449,-3975.9143252758258
417,51-56 Professional Services,0,-17435.659403218902,-4466.9610070708522,-21902.620410289743
472,"61-72 Educational, Health, Recreation Service",0,-1552.2187040315746,-3107.9711121537262,-4660.1898161853005
520,92 Government & non NAICs,0,-474.22715933462888,-221.5352745186008,-695.76243385322971
