Impact Detail for  Output ,,,,,
Sector,Description,Direct,Indirect,Induced,Total
0,Total,-276118.56,-77998.675363211471,-54232.000989550703,-408349.23635276221
1,"11 Ag, Forestry, Fish & Hunting",0,-7.1803295401781568,-92.553271709430675,-99.73360124960881
20,21 Mining,0,-66.790511815321551,-34.150794596060919,-100.94130641138246
41,22 Utilities,0,-941.38007922882684,-486.28018724057233,-1427.6602664693992
52,23 Construction,0,-2388.1255972166173,-1025.8670761136241,-3413.9926733302418
65,31-33 Manufacturing,0,-1318.7431280987394,-522.18980343109479,-1840.9329315298342
395,42 Wholesale Trade,-276118.56,-2857.6923778152559,-1007.187940230628,-279983.4403180459
396,44-45 Retail trade,0,-893.13092688689653,-6237.5600254231767,-7130.690952310074
408,48-49 Transportation & Warehousing,0,-11915.286157440916,-817.29394049730934,-12732.580097938226
417,51-56 Professional Services,0,-45714.784469981278,-21493.739412174611,-67208.523882155889
472,"61-72 Educational, Health, Recreation Service",0,-6216.7548205086841,-20574.102379862295,-26790.857200370978
520,92 Government & non NAICs,0,-5678.8069646787644,-1941.0761582718988,-7619.8831229506632
