Impact Detail for  Output ,,,,,
Sector,Description,Direct,Indirect,Induced,Total
0,Total,-137567.56,-28521.364478276555,-11517.509710968086,-177606.43418924464
1,"11 Ag, Forestry, Fish & Hunting",0,-12.448976537532403,-77.088762593705738,-89.537739131238141
20,21 Mining,0,-91.685087737838529,-28.538978984425615,-120.22406672226416
41,22 Utilities,0,-30.097863814970623,-28.796610176004769,-58.894473990975392
52,23 Construction,0,-1276.791542444518,-337.70316507343694,-1614.4947075179548
65,31-33 Manufacturing,0,-170.79721162409751,-62.334800684534002,-233.13201230863152
395,42 Wholesale Trade,-137567.56,-1391.483243227005,-296.70974836359284,-139255.75299159059
396,44-45 Retail trade,0,-340.20154930181445,-1369.5202487631027,-1709.721798064917
408,48-49 Transportation & Warehousing,0,-5306.4747455654342,-250.38350722738434,-5556.8582527928193
417,51-56 Professional Services,0,-17316.287985947816,-5964.95738729611,-23281.245373243928
472,"61-72 Educational, Health, Recreation Service",0,-2585.0962720755256,-3101.4765018057897,-5686.572773881313
520,92 Government & non NAICs,0,0,0,0
