Impact Detail for  Output ,,,,,
Sector,Description,Direct,Indirect,Induced,Total
0,Total,-452791.71999999997,-76611.827692785635,-72682.551907335685,-602086.09960012138
1,"11 Ag, Forestry, Fish & Hunting",0,-4.4975895984442218,-23.679488662573725,-28.177078261017947
20,21 Mining,0,-36.029553922563792,-32.573399702901384,-68.602953625465176
41,22 Utilities,0,-6.4087977055629013,-10.71030439435094,-17.119102099913842
52,23 Construction,0,-2243.5665908840906,-1184.9208668846225,-3428.4874577687128
65,31-33 Manufacturing,0,-298.59327063861667,-208.25037526676789,-506.84364590538445
395,42 Wholesale Trade,-452791.71999999997,-5028.2794795417576,-2380.0111905744343,-460200.01067011617
396,44-45 Retail trade,0,-726.17816143454638,-9600.9856957632655,-10327.163857197815
408,48-49 Transportation & Warehousing,0,-14403.541108589481,-2415.4462241674237,-16818.987332756908
417,51-56 Professional Services,0,-46027.911136760878,-35458.875094713156,-81486.786231474034
472,"61-72 Educational, Health, Recreation Service",0,-7706.3502621316256,-21229.082787000421,-28935.433049132051
520,92 Government & non NAICs,0,-130.47174157806671,-138.01648020576471,-268.48822178383142
