Impact Detail for  Output ,,,,,
Sector,Description,Direct,Indirect,Induced,Total
0,Total,-6461236,-1978864.6830785968,-1968245.6369626245,-10408346.320041221
1,"11 Ag, Forestry, Fish & Hunting",0,-46.156861256684515,-313.10379251027803,-359.26065376696255
20,21 Mining,0,-1894.3874273287195,-1767.7658359640561,-3662.1532632927756
41,22 Utilities,0,-72274.016302971126,-55007.453892622099,-127281.47019559323
52,23 Construction,0,-39125.620698906598,-25458.172803095636,-64583.793502002234
65,31-33 Manufacturing,0,-15474.967776109857,-10906.336233353184,-26381.304009463041
395,42 Wholesale Trade,-6461236,-147449.23009729385,-83335.492796668128,-6692020.7228939617
396,44-45 Retail trade,0,-17553.562252120668,-198235.05890983588,-215788.62116195652
408,48-49 Transportation & Warehousing,0,-389007.79062272247,-55927.57004611483,-444935.36066883738
417,51-56 Professional Services,0,-1155904.8535076026,-842433.51915768371,-1998338.3726652868
472,"61-72 Educational, Health, Recreation Service",0,-133105.7732538002,-687216.47652469401,-820322.24977849412
520,92 Government & non NAICs,0,-7028.3242784840986,-7644.6869700827056,-14673.011248566803
