Impact Detail for  Output ,,,,,
Sector,Description,Direct,Indirect,Induced,Total
0,Total,-2345685.5,-514234.06885359908,-540275.39026298642,-3400194.9591165851
1,"11 Ag, Forestry, Fish & Hunting",0,-39.221995720570696,-1217.2139620846622,-1256.4359578052329
20,21 Mining,0,-546.72741698068023,-579.25882985875398,-1125.9862468394342
41,22 Utilities,0,-22117.287397638833,-16520.5234920318,-38637.810889670625
52,23 Construction,0,-7505.2250226541219,-5893.6534423268859,-13398.878464981006
65,31-33 Manufacturing,0,-17806.750569880955,-3321.0891737746379,-21127.839743655579
395,42 Wholesale Trade,-2345685.5,-37714.759327471256,-20210.706418722599,-2403610.9657461937
396,44-45 Retail trade,0,-4994.0697686840722,-60172.101567768266,-65166.171336452346
408,48-49 Transportation & Warehousing,0,-92710.204246344932,-12033.691179671871,-104743.8954260168
417,51-56 Professional Services,0,-264897.90828595537,-201605.16048519625,-466503.06877115142
472,"61-72 Educational, Health, Recreation Service",0,-39851.609203212429,-198862.34208957932,-238713.95129279175
520,92 Government & non NAICs,0,-26050.305619055871,-19859.649621971377,-45909.955241027244
