Impact Detail for  Output ,,,,,
Sector,Description,Direct,Indirect,Induced,Total
0,Total,-1855366.3000000001,-399187.86144391226,-383633.52511206584,-2638187.6865559784
1,"11 Ag, Forestry, Fish & Hunting",0,-25.141645743617413,-227.1835803141052,-252.32522605772263
20,21 Mining,0,-91.431039054428396,-73.105392593983865,-164.53643164841228
41,22 Utilities,0,-29605.815666549133,-18254.184493486588,-47860.000160035721
52,23 Construction,0,-7965.4973827938702,-4546.1947369823738,-12511.692119776244
65,31-33 Manufacturing,0,-12507.047287268777,-2537.5119507836571,-15044.559238052436
395,42 Wholesale Trade,-1855366.3000000001,-42322.863054740475,-18666.501077992303,-1916355.6641327329
396,44-45 Retail trade,0,-4482.9621014190488,-45252.868942166555,-49735.831043585604
408,48-49 Transportation & Warehousing,0,-47798.641472373325,-8067.9208907664406,-55866.562363139761
417,51-56 Professional Services,0,-215881.84369023642,-145807.57215428262,-361689.41584451916
472,"61-72 Educational, Health, Recreation Service",0,-34827.618596594933,-136696.23748211327,-171523.8560787082
520,92 Government & non NAICs,0,-3678.9995071382264,-3504.244410584005,-7183.2439177222313
