Impact Detail for  Output ,,,,,
Sector,Description,Direct,Indirect,Induced,Total
0,Total,-32453330,-11138554.214472635,-10143570.291604605,-53735454.506077237
1,"11 Ag, Forestry, Fish & Hunting",0,-801.54505427169181,-8725.3155696471531,-9526.8606239188448
20,21 Mining,0,-11859.807459751368,-13074.690038082743,-24934.497497834105
41,22 Utilities,0,-258687.86812078528,-200241.52421580776,-458929.39233659307
52,23 Construction,0,-186437.72869393637,-129773.76949230765,-316211.49818624399
65,31-33 Manufacturing,0,-255238.9274162018,-204395.13602691944,-459634.06344312156
395,42 Wholesale Trade,-32453330,-1008293.817589283,-554202.26216407062,-34015826.079753354
396,44-45 Retail trade,0,-95073.079988921629,-943353.3192059634,-1038426.3991948849
408,48-49 Transportation & Warehousing,0,-1477931.894820411,-254668.14990705581,-1732600.044727467
417,51-56 Professional Services,0,-7121346.9784601238,-4423816.4648645706,-11545163.443324691
472,"61-72 Educational, Health, Recreation Service",0,-718547.20046262466,-3405443.5261225388,-4123990.7265851647
520,92 Government & non NAICs,0,-4335.3664063238193,-5876.1339976413165,-10211.500403965134
