Impact Detail for  Output ,,,,,
Sector,Description,Direct,Indirect,Induced,Total
0,Total,-4801082,-830764.32465863624,-853269.50708807749,-6485115.8317467133
1,"11 Ag, Forestry, Fish & Hunting",0,-198.67001992459731,-2219.7932958697252,-2418.4633157943222
20,21 Mining,0,-176.12438600278205,-148.22098435584863,-324.34537035863059
41,22 Utilities,0,-20969.94971102308,-14883.91975767105,-35853.869468694131
52,23 Construction,0,-24581.515325209184,-15660.177430578338,-40241.692755787524
65,31-33 Manufacturing,0,-13315.68425065956,-13030.387106592563,-26346.071357252113
395,42 Wholesale Trade,-4801082,-89939.931866168976,-43969.760825962047,-4934991.6926921308
396,44-45 Retail trade,0,-8685.053531160469,-101682.35096083855,-110367.40449199903
408,48-49 Transportation & Warehousing,0,-85105.862069692928,-20069.60496093347,-105175.4670306264
417,51-56 Professional Services,0,-500309.98453082715,-376773.73605052778,-877083.72058135481
472,"61-72 Educational, Health, Recreation Service",0,-87480.9950007187,-264830.09054498159,-352311.08554570028
520,92 Government & non NAICs,0,-0.5539672487141587,-1.4651697665006069,-2.0191370152147656
